盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.8,0,3.8,0.2,0,0.2,4,48,25.3,-,-,-,-,2018,114,86.2,102,3.74,0.2,3.94,2017,8.29,45.8,2.4,48.3
2017,3.4,0,3.4,0,0,0,3.4,38.7,0,-,-,-,-,2017,90,54.7,77.1,4.41,0,4.41,2016,6.36,53.5,0,53.5
2016,3.1,0,3.1,0,0,0,3.1,35.3,0,-,-,-,-,2016,58.8,48.3,53.8,5.77,0,5.77,2015,6.02,51.5,0,51.5
2015,2.8,0,2.8,0.4,0,0.4,3.2,30.7,43.8,5.46,0.08,0.01,0,2015,86.9,44.5,68.1,4.11,0.59,4.7,2014,6.23,44.9,6.4,51.4
2014,2,0,2,1,0,1,3,19.9,99.6,4.71,0.08,0.01,0,2014,82.5,70.3,75.6,2.64,1.32,3.97,2013,5.91,33.8,16.9,50.8
2013,2,0,2,1,0,1,3,18.1,90.5,3.31,-,0,0,2013,97.8,59.2,76.7,2.61,1.3,3.91,2012,-,-,-,-
2012,2.3,0,2.3,0,0,0,2.3,18.1,0,1.96,-,0,0,2012,69.3,26.8,47.1,4.88,0,4.88,2011,-,-,-,-
2011,1.19,0,1.19,0,0,0,1.19,8.21,0,0,-,0,0,2011,28.75,22.85,26,4.56,0,4.56,2010,-,-,-,-
平均,2.57,0,2.57,0.32,0,0.32,2.9,,,,,,,平均,78.5,51.6,65.8,4.1,0.4,4.5,平均,6.56,45.9,5.2,51.1
累計,20.6,0,20.6,2.6,0,2.6,23.2,,,,,,,累計,,,,,,,累計,32.8,,,
