盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.76,0,1.76,0,0,0,1.76,6.85,0,-,-,-,-,2018,43.05,32.6,36.4,4.84,0,4.84,2017,2.76,63.8,0,63.8
2017,1.65,0,1.65,0,0,0,1.65,5.91,0,-,-,-,-,2017,35.2,23.3,27.3,6.04,0,6.04,2016,2.17,76,0,76
2016,1,0.6,1.6,0,0,0,1.6,5.73,0,-,-,-,-,2016,25.05,19.7,23.4,6.85,0,6.85,2015,2.11,75.8,0,75.8
2015,1.06,1.06,2.12,0,0,0,2.12,7.62,0,28.6,2.71,0.52,0,2015,32.45,17.9,25.7,8.24,0,8.24,2014,2.9,73.1,0,73.1
2014,0.9,0.9,1.8,0,0,0,1.8,6.54,0,24.4,2.78,0.45,0,2014,38.45,26.75,31.2,5.78,0,5.78,2013,2.44,73.8,0,73.8
2013,1.05,1.05,2.1,0,0,0,2.1,7.55,0,26.1,2.62,0.51,0,2013,34.35,23.5,27.9,7.52,0,7.52,2012,2.78,75.5,0,75.5
2012,0.81,0.81,1.62,0,0,0,1.62,5.82,0,21.1,2.7,0.4,0,2012,26.15,18.95,23.2,7.01,0,7.01,2011,2.21,73.5,0,73.5
2011,2.27,0,2.27,0,0,0,2.27,8.08,0,28.8,2.69,1.1,0,2011,30.3,16.8,23.9,9.48,0,9.48,2010,3.37,67.3,0,67.3
2010,1.2,0,1.2,0,0,0,1.2,3.73,0,13.6,2.7,0.51,0,2010,28.6,16.3,24,4.99,0,4.99,2009,1.63,73.6,0,73.6
2009,0.5,0,0.5,0,0,0,0.5,1.54,0,8.6,2.67,0.21,0,2009,20.85,6.35,13.5,3.69,0,3.69,2008,1.04,48.1,0,48.1
2008,1.08,0,1.08,0.51,0,0.51,1.59,-,-,16.4,2.66,0.32,3.18,2008,20,5.43,14.1,7.67,3.62,11.3,2007,2.12,50.8,24,74.8
2007,1.44,0,1.44,0.08,0,0.08,1.52,-,-,15.4,2.71,0.42,-,2007,30.9,14.4,22.3,6.46,0.36,6.81,2006,2.46,58.5,3.2,61.7
2006,0.51,0,0.51,0.39,0.02,0.41,0.92,-,-,7.77,2.77,0.17,-,2006,25.8,16.05,20.1,2.56,2.03,4.59,2005,1.67,30.8,24.4,55.1
2005,1.1,0,1.1,0.65,0,0.65,1.75,-,-,9.69,2.48,0.14,-,2005,24.5,13.65,19,5.8,3.43,9.23,2004,2.76,39.9,23.6,63.4
2004,0.81,0,0.81,2.02,0,2.02,2.83,-,-,11.1,2.65,0.13,-,2004,59.5,19.8,33.2,2.43,6.09,8.52,2003,3.92,20.6,51.6,72.2
2003,0.5,0,0.5,1.5,0,1.5,2,-,-,6.53,2.75,0.06,-,2003,63,33.1,49.6,1.01,3.02,4.03,2002,2.6,19.2,57.7,76.9
2002,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0,0,0,1.6,0.4,2,2,-,-,3.97,-,0,-,-,-,-,-,-,-,-,2000,-,-,-,-
平均,0.98,0.25,1.23,0.37,0.02,0.4,1.62,,,,,,,平均,33.6,19,25.9,5.6,1.2,6.8,平均,2.43,57.5,11.5,69
累計,17.6,4.42,22.1,6.75,0.42,7.17,29.2,,,,,,,累計,,,,,,,累計,38.9,,,
