盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.75,0,1.75,0,0,0,1.75,8.85,0,-,-,-,-,2018,33.7,28.05,30.6,5.73,0,5.73,2017,2.1,83.6,0,83.6
2017,2.28,0,2.28,0,0,0,2.28,11.1,0,-,-,-,-,2017,36.8,28.1,32,7.11,0,7.11,2016,2.8,81.3,0,81.3
2016,1.6,0,1.6,0,0,0,1.6,7.49,0,-,-,-,-,2016,38.8,21.8,29.1,5.5,0,5.5,2015,1.86,86,0,86
2015,2,0,2,0,0,0,2,9.37,0,19.4,1.8,0.68,0,2015,33.9,18.7,27.4,7.3,0,7.3,2014,2.3,87,0,87
2014,1.5,0,1.5,0.3,0,0.3,1.8,6.82,13.6,16.5,1.8,0.58,0,2014,36.8,28.2,32,4.69,0.94,5.63,2013,2.02,74.3,14.9,89.1
2013,1.5,0,1.5,0.3,0,0.3,1.8,6.62,13.2,17.6,1.8,0.62,0,2013,32.4,24.1,27.2,5.52,1.1,6.63,2012,2.21,67.9,13.6,81.4
2012,1.2,0,1.2,0.3,0,0.3,1.5,5.14,12.9,15.3,1.8,0.54,0,2012,31.8,19.85,25.2,4.76,1.19,5.96,2011,2.03,59.1,14.8,73.9
2011,0.6,0,0.6,0.3,0,0.3,0.9,2.5,12.5,7.54,1.66,0.26,0,2011,27.95,16.5,21.6,2.78,1.39,4.17,2010,1.2,50,25,75
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,18.8,9.25,14.3,0,0,0,2009,-0.64,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,12.5,4.15,8.25,0,0,0,2008,-0.49,0,0,0
2008,0.3,0,0.3,0.5,0,0.5,0.8,-,-,6.92,1.8,0,2.42,2008,15.4,3.77,10.2,2.95,4.92,7.88,2007,1.08,27.8,46.3,74.1
2007,0.3,0,0.3,0.3,0,0.3,0.6,-,-,3.92,1.8,0,-,2007,19.85,13.25,15.8,1.9,1.9,3.8,2006,0.64,46.9,46.9,93.8
2006,0.6,0,0.6,1,0,1,1.6,-,-,11.4,1.8,0,-,2006,26.5,12.7,18.6,3.23,5.39,8.62,2005,2.32,25.9,43.1,69
2005,0.6,0,0.6,0.8,0.2,1,1.6,-,-,12.5,1.88,0,-,2005,36.8,18.7,28.2,2.13,3.55,5.67,2004,2.8,21.4,35.7,57.1
2004,0.47,0,0.47,0.28,0.19,0.46,0.93,-,-,5.25,2.29,0,-,2004,31.1,16.9,22.8,2.06,2.03,4.09,2003,1.15,40.9,40.3,81.2
2003,0.4,0,0.4,0.4,0,0.4,0.81,-,-,4.75,2.21,0,-,2003,22.8,12.4,16.3,2.47,2.47,4.95,2002,1.14,35.4,35.4,70.8
2002,0.25,0,0.25,1,0,1,1.25,-,-,0,0,0,-,2002,37,15.7,23.8,1.05,4.21,5.26,2001,1.57,15.9,63.7,79.6
2001,0,0,0,1.25,0,1.25,1.25,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,1.9,0,65.8,65.8
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,-0.73,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,0.77,0,0.77,0.34,0.02,0.36,1.12,,,,,,,平均,29,17.2,22.6,3.5,1.7,5.2,平均,1.43,42.3,23.4,65.7
累計,15.4,0,15.4,6.73,0.39,7.12,22.5,,,,,,,累計,,,,,,,累計,27.3,,,
