盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.5,0,2.5,0,0,0,2.5,2.76,0,-,-,-,-,2018,74.8,60.2,63.9,3.91,0,3.91,2017,3.44,72.7,0,72.7
2017,1,0,1,0,0,0,1,1.1,0,-,-,-,-,2017,85,55.1,62.6,1.6,0,1.6,2016,2.24,44.6,0,44.6
2016,0.5,0,0.5,1,0,1,1.5,0.5,10,-,-,-,-,2016,70.9,46.5,59,0.85,1.69,2.54,2015,6.21,8.1,16.1,24.2
2015,3.5,0,3.5,0,0,0,3.5,3.5,0,4.82,0.7,0.31,0,2015,96.6,52.8,73.7,4.75,0,4.75,2014,6.88,50.9,0,50.9
2014,2.7,0,2.7,0.3,0,0.3,3,2.61,2.9,4.81,1.23,0.26,0,2014,108,45.7,82.1,3.29,0.37,3.65,2013,4.05,66.7,7.4,74.1
2013,2.03,0,2.03,0,0,0,2.03,1.96,0,4.35,1.08,0.17,0,2013,49,39,41.7,4.88,0,4.88,2012,4.2,48.4,0,48.4
2012,2.5,0,2.5,0,0,0,2.5,2.4,0,5.33,1.11,0.21,0,2012,59.1,37.5,45.4,5.51,0,5.51,2011,5.04,49.6,0,49.6
2011,1,0,1,0.5,0,0.5,1.5,0.91,4.55,3.03,1.44,0.12,0,2011,46,31.2,37.4,2.68,1.34,4.02,2010,2.28,43.9,21.9,65.8
2010,0.5,0,0.5,0,0,0,0.5,0.46,0,1.02,3.16,0.04,0,2010,40.55,27.2,34.4,1.45,0,1.45,2009,0.35,143,0,143
2009,0.5,0,0.5,0.5,0,0.5,1,0.43,4.34,1.93,1.27,0.04,0.18,2009,33.7,18.8,24.5,2.04,2.04,4.07,2008,1.75,28.6,28.6,57.1
2008,4.12,0,4.12,0.52,0,0.52,4.64,-,-,8.44,1.69,0.28,0.6,2008,61.4,21.05,43.1,9.55,1.19,10.8,2007,6.6,62.4,7.8,70.2
2007,2.5,0,2.5,1,0,1,3.5,-,-,5.28,1.36,0.11,-,-,-,-,-,-,-,-,2006,5.74,43.6,17.4,61
平均,1.95,0,1.95,0.32,0,0.32,2.26,,,,,,,平均,65.9,39.6,51.6,3.7,0.6,4.3,平均,4.07,55.2,8.3,63.5
累計,23.4,0,23.4,3.82,0,3.82,27.2,,,,,,,累計,,,,,,,累計,48.8,,,
