盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,6.93,0,-,-,-,-,2018,10.35,8.8,9.51,5.26,0,5.26,2017,2.01,24.9,0,24.9
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,10.2,6.65,8.83,0,0,0,2016,-3.27,0,0,0
2016,0.1,0,0.1,0,0,0,0.1,1.44,0,-,-,-,-,2016,9.61,5.92,7.97,1.26,0,1.26,2015,0.01,1007,0,1007
2015,0.4,0,0.4,0,0,0,0.4,6.08,0,21.8,2.7,0.22,0,2015,11.1,6.4,9.68,4.13,0,4.13,2014,0.53,75.5,0,75.5
2014,0,0,0,0,0,0,0,0,0,25.1,2.7,0.25,0,2014,12.55,10.15,11,0,0,0,2013,0.62,0,0,0
2013,0.2,0,0.2,0,0,0,0.2,3.04,0,5.74,2.7,0.06,0,2013,12.75,11.15,11.9,1.68,0,1.68,2012,0.14,143,0,143
2012,0.2,0,0.2,0,0,0,0.2,3.04,0,21.2,2.7,0.21,0,2012,13.05,9.51,11.1,1.8,0,1.8,2011,0.52,38.5,0,38.5
2011,0.3,0,0.3,0.1,0,0.1,0.4,4.51,15,32.6,2.7,0.33,0,2011,17.3,9.75,13.6,2.21,0.74,2.94,2010,0.81,37,12.3,49.4
2010,0.1,0,0.1,0.2,0,0.2,0.3,1.47,29.5,14.6,2.7,0.15,0,2010,17.45,11.25,14.4,0.69,1.39,2.08,2009,0.42,23.8,47.6,71.4
2009,0.05,0,0.05,0.2,0,0.2,0.25,0.64,25.5,18,2.7,0.18,0,2009,19.25,8.31,14.3,0.35,1.4,1.75,2008,0.52,9.6,38.5,48.1
2008,0.1,0,0.1,0.5,0,0.5,0.6,-,-,23.3,1.98,0.23,0,2008,26.3,5.5,15,0.67,3.34,4.01,2007,0.97,10.3,51.5,61.9
2007,0.3,0,0.3,0.3,0,0.3,0.6,-,-,22.6,2.17,0.23,-,2007,22.7,12.55,18.1,1.65,1.65,3.31,2006,0.89,33.7,33.7,67.4
2006,0.3,0,0.3,0.2,0,0.2,0.5,-,-,18.5,1.84,0.18,-,2006,19.5,8.07,12.7,2.37,1.58,3.95,2005,0.87,34.5,23,57.5
2005,0,0,0,0.4,0,0.4,0.4,-,-,0,0,0,-,2005,10.1,6.9,8.33,0,4.8,4.8,2004,0.55,0,72.7,72.7
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,11.6,6,8.23,0,0,0,2003,0.06,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,6.85,2.88,4.41,0,0,0,2002,-0.04,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,6,2.34,3.55,0,0,0,2001,0.07,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,7.05,2.25,4.04,0,0,0,2000,0.01,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,14.45,2.91,7.47,0,0,0,1999,-0.37,0,0,0
1999,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,1999,14.6,7.8,10.3,0,4.84,4.84,1998,-0.27,0,-185,-185
1998,0,0,0,0,1,1,1,-,-,-,-,-,-,1998,25.7,11.5,18.2,0,5.49,5.49,1997,0.96,0,104,104
1997,0,0,0,0.3,0.2,0.5,0.5,-,-,0,0,0,-,1997,28,19,22.9,0,2.19,2.19,1996,0.41,0,122,122
