盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.7,0.3,3,0,0,0,3,2.23,0,-,-,-,-,2018,53.9,46.1,50,6,0,6,2017,5.22,57.5,0,57.5
2017,3.1,0,3.1,0,0,0,3.1,2.28,0,-,-,-,-,2017,58.8,48.8,52.6,5.89,0,5.89,2016,6.14,50.5,0,50.5
2016,3,0,3,0,0,0,3,2.21,0,-,-,-,-,2016,63.3,37.2,48.8,6.15,0,6.15,2015,5.89,50.9,0,50.9
2015,4,0,4,0,0,0,4,2.98,0,3.83,0.76,0.36,0,2015,68.3,30.6,50.1,7.98,0,7.98,2014,6.74,59.3,0,59.3
2014,3,0,3,0,0,0,3,2.23,0,3.03,0.77,0.28,0,2014,73.6,51,62.6,4.8,0,4.8,2013,5.52,54.3,0,54.3
2013,2,0,2,1,0,1,3,1.35,6.77,2.73,0.72,0.26,0,2013,79,47.6,56.4,3.54,1.77,5.32,2012,6.22,32.2,16.1,48.2
2012,1,1,2,5.5,1,6.5,8.5,0.74,24,1.4,0.72,0.07,0.18,-,-,-,-,-,-,-,2011,5.29,37.8,123,161
2011,2,0,2,2,0,2,4,0.61,6.12,1.8,0.71,0.09,0.23,-,-,-,-,-,-,-,2010,8.79,22.8,22.8,45.5
平均,2.6,0.16,2.76,1.06,0.12,1.19,3.95,,,,,,,平均,66.1,43.6,53.4,5.7,0.3,6,平均,6.23,45.7,20.2,65.9
累計,20.8,1.3,22.1,8.5,1,9.5,31.6,,,,,,,累計,,,,,,,累計,49.8,,,
