盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0.2,0,0.2,0.2,0,9.8,-,-,-,-,2018,15,11.85,13.4,0,1.5,1.5,2017,0.47,0,42.6,42.6
2017,0.4,0,0.4,0.4,0,0.4,0.8,1.88,18.8,-,-,-,-,2017,17.9,13.75,15.8,2.53,2.53,5.06,2016,1.2,33.3,33.3,66.7
2016,0.8,0,0.8,0,0,0,0.8,3.77,0,-,-,-,-,2016,18.35,13.05,15.7,5.08,0,5.08,2015,1.03,77.7,0,77.7
2015,0.7,0,0.7,0,0,0,0.7,3.3,0,10.6,2.85,0.14,0,2015,20.7,11.2,16.2,4.32,0,4.32,2014,0.85,82.4,0,82.4
2014,0,0.2,0.2,0,0,0,0.2,0.94,0,0,0,0,0,2014,19.4,9.35,14,1.43,0,1.43,2013,0.53,37.7,0,37.7
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9.42,6.65,7.82,0,0,0,2012,1.33,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.25,6,7.92,0,0,0,2011,0.47,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.9,5.3,6.96,0,0,0,2010,-3.24,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8.07,5.2,6.65,0,0,0,2009,0.01,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.28,3.7,5.58,0,0,0,2008,-1.15,0,0,0
2008,0.2,0,0.2,0,0,0,0.2,-,-,3.16,2.74,0.04,0,2008,8.99,3.27,6.3,3.18,0,3.18,2007,0.25,80,0,80
2007,0.15,0,0.15,0,0,0,0.15,-,-,2.37,3.14,0.03,-,2007,11.55,6.2,8.04,1.87,0,1.87,2006,0.16,93.8,0,93.8
2006,0,0,0,0,0.2,0.2,0.2,-,-,0,0,0,-,2006,7.5,4.7,5.68,0,3.6,3.6,2005,0.11,0,186,186
2005,0.15,0,0.15,0,0.2,0.2,0.35,-,-,0,0,0,-,2005,10.55,5.49,7.02,2.14,2.85,4.99,2004,0.46,32.6,43.5,76.1
2004,0,0,0,0,0.3,0.3,0.3,-,-,0,0,0,-,2004,11.55,6.1,8.91,0,3.37,3.37,2003,-1.93,0,-15.5,-15.5
2003,0.15,0,0.15,0,0,0,0.15,-,-,0,0,0,-,2003,8.6,4.75,5.97,2.51,0,2.51,2002,0.19,78.9,0,78.9
2002,0.2,0,0.2,0,0.3,0.3,0.5,-,-,0,0,0,-,2002,9.45,4.6,6.95,2.88,4.31,7.19,2001,0.5,40,60,100
2001,0.1,0,0.1,0,0,0,0.1,-,-,0,0,0,-,2001,8.9,5.65,7.18,1.39,0,1.39,2000,0.13,76.9,0,76.9
2000,0,0,0,0,0.5,0.5,0.5,-,-,-,-,-,-,2000,15.3,4.21,8.54,0,5.85,5.85,1999,0.1,0,500,500
1999,0.3,0,0.3,1.2,0,1.2,1.5,-,-,-,-,-,-,1999,28.7,10.7,19.1,1.57,6.27,7.84,1998,2.02,14.9,59.4,74.3
1998,0,0,0,1.7,0.3,2,2,-,-,-,-,-,-,1998,49.8,26.4,37.3,0,5.36,5.36,1997,2.11,0,94.8,94.8
1997,0,0,0,0.7,0.3,1,1,-,-,-,-,-,-,1997,33.79,20,25.8,0,3.88,3.88,1996,1.16,0,86.2,86.2
1996,0,0,0,1,0,1,1,-,-,-,-,-,-,1996,27.2,19.7,22.9,0,4.36,4.36,1995,1.41,0,70.9,70.9
1995,0,0,0,1.2,0,1.2,1.2,-,-,0,0,0,-,1995,31,15.8,22,0,5.45,5.45,1994,1.15,0,104,104
1994,0,0,0,1.05,0,1.05,1.05,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.15,0,91.2,91.2
1993,0,0,0,1.35,0.15,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,2.43,0,61.6,61.6
1992,0,0,0,1.5,1,2.5,2.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1991,-,-,-,-
平均,0.12,0.01,0.12,0.38,0.12,0.5,0.63,,,,,,,平均,16.6,9.32,12.6,1.2,2.1,3.3,平均,0.5,24.9,54.5,79.5
累計,3.15,0.2,3.35,10.3,3.25,13.6,16.9,,,,,,,累計,,,,,,,累計,12.9,,,
