盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,59,17.65,33.3,0,0,0,2017,-0.32,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,27.2,2.72,7.16,0,0,0,2016,-0.33,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,3.59,2.1,2.59,0,0,0,2015,-2.65,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7.99,2.01,3.91,0,0,0,2014,-1.09,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10.9,5.75,7.2,0,0,0,2013,-3.17,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8.58,4.88,6.48,0,0,0,2012,-2.56,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.97,1.78,4.06,0,0,0,2011,-2.42,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,16.2,2.9,8.76,0,0,0,2010,-1.15,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19,11.5,15,0,0,0,2009,-1.15,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,19.3,5.06,10.1,0,0,0,2008,-9.38,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,31.5,4.12,18.6,0,0,0,2007,0.31,0,0,0
2007,1,0,1,0.3,0,0.3,1.3,-,-,38.1,0.9,1.79,-,2007,63.5,22.1,38.9,2.57,0.77,3.34,2006,4.19,23.9,7.2,31
2006,0.5,0,0.5,0,0,0,0.5,-,-,9.39,0.99,0.47,-,2006,37.65,7.15,15.3,3.26,0,3.26,2005,0.94,53.2,0,53.2
2005,1,0,1,0,0,0,1,-,-,0,0,2.3,-,2005,14.75,2.14,7.45,13.4,0,13.4,2004,3.37,29.7,0,29.7
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,10.5,2.12,3.78,0,0,0,2003,-1.08,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,6.65,1.49,3.27,0,0,0,2002,-4.64,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,22.5,4.8,11.7,0,0,0,2001,-6.1,0,0,0
2001,0,0,0,0.55,0.45,1,1,-,-,0,0,0,-,2001,28.7,5.25,16.2,0,6.18,6.18,2000,0.73,0,137,137
2000,0,0,0,1.2,0,1.2,1.2,-,-,0,0,0,-,2000,94,17.6,55.5,0,2.16,2.16,1999,1.57,0,76.4,76.4
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,50,20.5,31.4,0,0,0,1998,0.01,0,0,0
1998,0,0,0,1.46,1,2.46,2.46,-,-,-,-,-,-,1998,57.5,18.8,34.8,0,7.07,7.07,1997,0.85,0,289,289
1997,0,0,0,1.8,2.2,4,4,-,-,0,0,0,-,1997,92.5,34.7,54.4,0,7.36,7.36,1996,3.1,0,129,129
1996,0,0,0,7,0,7,7,-,-,0,0,0,-,1996,81.5,29,48,0,14.6,14.6,1995,12.09,0,57.9,57.9
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,112.5,75,90,0,0,0,1994,4.56,0,0,0
1994,0,0,0,2,0,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,2.65,0,75.5,75.5
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.1,0,0.1,0.55,0.14,0.69,0.79,,,,,,,平均,36.9,12.5,22,0.8,1.6,2.4,平均,-0.07,4.3,30.9,35.2
累計,2.5,0,2.5,14.3,3.65,18,20.5,,,,,,,累計,,,,,,,累計,-1.67,,,
