盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0.2,0,0.2,1.2,18,36.1,-,-,-,-,2018,55.5,31,43.5,2.3,0.46,2.76,2017,3.12,32.1,6.4,38.5
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,60.9,4.56,25.9,0,0,0,2016,-0.07,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,4.84,2.11,3.89,0,0,0,2015,-1.19,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7.88,3.83,5.77,0,0,0,2014,-1.84,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.74,6.1,7.01,0,0,0,2013,-1.79,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9.35,6.25,7.54,0,0,0,2012,-1.55,0,0,0
2012,0.38,0,0.38,0.38,0,0.38,0.76,12.9,129,51.9,1.78,4.55,0,2012,13.7,7.03,9.54,3.98,3.98,7.96,2011,0.86,44.2,44.2,88.3
2011,1.7,0,1.7,0,0,0,1.7,57.4,0,140,1.8,10.1,0,2011,23.75,10.25,16,10.6,0,10.6,2010,2.33,72.8,0,72.8
2010,1.49,0,1.49,0,0,0,1.49,49.8,0,103,1.8,8.79,0,2010,23.1,16,19.6,7.58,0,7.58,2009,1.74,85.4,0,85.4
2009,0.69,0,0.69,0.4,0,0.4,1.09,21.9,125,81.3,1.8,6.07,0,2009,19.65,8.32,14.8,4.7,2.69,7.39,2008,1.45,47.9,27.4,75.2
2008,1,0,1,0.1,0,0.1,1.1,-,-,83.8,1.8,2.97,29.7,2008,17.45,7,12.4,8.05,0.81,8.86,2007,1.55,64.5,6.4,70.9
2007,0.18,0,0.18,0.18,0,0.18,0.35,-,-,25.9,1.27,0.93,-,2007,24.95,11.9,16.2,1.09,1.09,2.18,2006,0.7,25.1,25.1,50.2
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,15.05,3.59,8.58,0,0,0,2005,-2.41,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,7.3,2.98,4.83,0,0,0,2004,0.05,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,16.8,6.5,9.7,0,0,0,2003,-2.13,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,13.15,3.88,8.68,0,0,0,2002,-3.1,0,0,0
2002,0,0,0,0,1,1,1,-,-,0,0,0,-,2002,32.9,9.15,19.3,0,5.17,5.17,2001,-0.26,0,-385,-385
2001,0,0,0,2,1,3,3,-,-,0,0,0,-,2001,58.5,16,35.6,0,8.42,8.42,2000,4.37,0,68.6,68.6
2000,0,0,0,0.3,1,1.3,1.3,-,-,0,0,0,-,2000,105,34.6,69.3,0,1.88,1.88,1999,0.46,0,283,283
1999,0,0,0,0,1,1,1,-,-,0,0,0,-,1999,61.5,22,33.2,0,3.01,3.01,1998,-0.87,0,-115,-115
1998,0,0,0,1.4,0.8,2.2,2.2,-,-,0,0,0,-,1998,63,20.7,37.3,0,5.89,5.89,1997,1.48,0,149,149
1997,0,0,0,1,2,3,3,-,-,0,0,0,-,1997,88,35.79,55.7,0,5.39,5.39,1996,3.9,0,76.9,76.9
1996,0,0,0,3.6,1.4,5,5,-,-,0,0,0,-,1996,55,28.5,41.9,0,11.9,11.9,1995,7.31,0,68.4,68.4
1995,0,0,0,2,0,2,2,-,-,0,0,0,-,1995,78,30.4,53.8,0,3.72,3.72,1994,3.94,0,50.8,50.8
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.59,0,0,0
1993,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,-2.61,0,0,0
平均,0.25,0,0.25,0.44,0.32,0.76,1.01,,,,,,,平均,36,13.7,23.3,1.6,2.3,3.9,平均,0.65,14.3,11.8,26.1
累計,6.43,0,6.43,11.6,8.2,19.8,26.2,,,,,,,累計,,,,,,,累計,17,,,
