盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.75,0,3.75,0,0,0,3.75,9.56,0,-,-,-,-,2018,157.5,116,134,2.8,0,2.8,2017,4.81,78,0,78
2017,3.5,0,3.5,0,0,0,3.5,8.92,0,-,-,-,-,2017,156,121,138,2.54,0,2.54,2016,4.78,73.2,0,73.2
2016,3.2,0,3.2,0,0,0,3.2,7.52,0,-,-,-,-,2016,173.5,104.5,140,2.28,0,2.28,2015,4.62,69.3,0,69.3
2015,2.1,0,2.1,0,0,0,2.1,4.93,0,19.2,2.7,0.32,0,2015,133.5,54.3,90.6,2.32,0,2.32,2014,3.06,68.6,0,68.6
2014,1.19,0.1,1.29,0,0.3,0.3,1.59,2.92,6.73,11.6,2.7,0.12,0,2014,62.5,43.65,52.5,2.46,0.57,3.03,2013,2.3,56.3,13,69.2
2013,0.22,0,0.22,0.52,0,0.52,0.74,0.47,11.1,3.58,1.26,0.05,0,2013,58.7,17.4,33,0.67,1.57,2.25,2012,1.66,13.4,31.3,44.7
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19.75,10.2,16.1,0,0,0,2011,1.16,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,16.9,9.8,13.7,0,0,0,2010,0.61,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,17.7,12.45,14.8,0,0,0,2009,-6.97,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.25,7.71,10.4,0,0,0,2008,-1.43,0,0,0
2008,1.34,0,1.34,0.21,0.64,0.85,2.19,-,-,3.78,1.8,0,0.57,2008,39.8,9.9,29.3,4.57,2.9,7.47,2007,1.77,75.7,48,124
2007,1,0,1,1.15,0.35,1.5,2.5,-,-,4.29,1.8,0,-,2007,52,35,45.2,2.21,3.32,5.53,2006,2.41,41.5,62.2,104
2006,1,0,1,1.35,0,1.35,2.35,-,-,6.69,2.7,0,-,2006,54.5,36.6,45,2.22,3,5.22,2005,3.03,33,44.6,77.6
2005,0,0,0,1.01,0,1.01,1.01,-,-,2.8,2.7,0,-,2005,38,21,32.1,0,3.15,3.15,2004,1.64,0,61.5,61.5
2004,0.4,0,0.4,0.8,0,0.8,1.2,-,-,2.77,3.6,0,-,2004,26.3,15.6,21.6,1.85,3.7,5.55,2003,1.32,30.3,60.6,90.9
2003,0,0,0,0.8,0,0.8,0.8,-,-,2.01,3.6,0,-,2003,26,18.3,21.5,0,3.72,3.72,2002,1.04,0,76.9,76.9
2002,0,0,0,0.5,0,0.5,0.5,-,-,0,0,0,-,2002,25,8.8,16.5,0,3.03,3.03,2001,0.5,0,100,100
2001,0,0,0,0.8,0.2,1,1,-,-,0,0,0,-,2001,12.6,6.4,8.83,0,11.3,11.3,2000,0.78,0,128,128
2000,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,2000,26,9,15.9,0,6.29,6.29,1999,0.95,0,105,105
1999,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.06,0,142,142
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.84,0,0.85,0.41,0.12,0.53,1.38,,,,,,,平均,58.4,34.6,46.3,1.3,2.2,3.5,平均,1.46,27,43.7,70.6
累計,17.7,0.1,17.8,8.64,2.49,11.1,28.9,,,,,,,累計,,,,,,,累計,29.1,,,
