盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.55,0.15,0.7,0,0,0,0.7,4.14,0,-,-,-,-,2018,19,13.35,15.5,4.5,0,4.5,2017,0.72,97.2,0,97.2
2017,0.15,0.35,0.5,0,0,0,0.5,2.96,0,-,-,-,-,2017,20.2,11,14.5,3.44,0,3.44,2016,0.2,250,0,250
2016,0.89,0,0.89,0,0,0,0.89,5.27,0,-,-,-,-,2016,13.55,9.87,11.6,7.67,0,7.67,2015,1,89,0,89
2015,0.6,0,0.6,0,0,0,0.6,3.55,0,0.29,0.07,0,0,2015,19.95,9.61,13.7,4.38,0,4.38,2014,0.72,83.3,0,83.3
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,14.45,10.6,12.3,0,0,0,2013,0.09,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12.75,8.5,10.2,0,0,0,2012,-1.15,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,13.25,7.61,9.64,0,0,0,2011,-3.37,0,0,0
2011,0.81,0,0.81,0,0,0,0.81,4.78,0,2.2,0.28,0.97,0,2011,23.9,8.81,15.5,5.19,0,5.19,2010,1.3,62,0,62
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,35.2,20.4,25.1,0,0,0,2009,0.64,0,0,0
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,35.2,11.95,20.2,0,0,0,2008,0.01,0,0,0
2008,2.5,0,2.5,0.3,0.2,0.5,3,-,-,23.1,1.12,0.15,13.5,2008,50.5,9.91,28.4,8.79,1.76,10.6,2007,3.53,70.8,14.2,85
2007,3.98,0,3.98,0.3,0.2,0.5,4.47,-,-,39.7,1.34,0.15,-,2007,109,35.4,62,6.41,0.8,7.21,2006,2.94,135,16.9,152
2006,1.99,0,1.99,0.3,0.2,0.5,2.49,-,-,24.5,1.02,0.25,-,2006,46.5,28.45,36,5.53,1.38,6.91,2005,2.56,77.8,19.5,97.3
2005,1.99,0,1.99,0.3,0.2,0.5,2.48,-,-,24,0.88,0.25,-,2005,52.2,26.1,39.8,4.99,1.25,6.23,2004,3.15,63,15.8,78.8
2004,1.5,0,1.5,0.2,0.8,1,2.5,-,-,21,1.05,0,-,2004,82,40.1,58.1,2.58,1.72,4.3,2003,2.6,57.7,38.5,96.2
2003,2,0,2,0,1,1,3,-,-,21.8,1.03,0,-,2003,66.5,34.6,52.8,3.79,1.89,5.68,2002,3.07,65.1,32.6,97.7
2002,1.5,0,1.5,1.5,1,2.5,4,-,-,0,0,0,-,2002,141.5,53.5,92.6,1.62,2.7,4.32,2001,4.03,37.2,62,99.3
2001,1,0,1,3.5,0,3.5,4.5,-,-,0,0,0,-,2001,184,58,127,0.79,2.75,3.54,2000,5.88,17,59.5,76.5
2000,0.5,0,0.5,3.5,0,3.5,4,-,-,-,-,-,-,2000,220,114,163,0.31,2.15,2.46,1999,4.69,10.7,74.6,85.3
1999,0,0,0,4.3,0,4.3,4.3,-,-,0,0,0,-,1999,196,87.5,125,0,3.44,3.44,1998,5.19,0,82.9,82.9
1998,0,0,0,7,0,7,7,-,-,0,0,0,-,1998,226,77,144,0,4.85,4.85,1997,10.65,0,65.7,65.7
1997,0,0,0,6,0,6,6,-,-,-,-,-,-,1997,245,146.5,178,0,3.36,3.36,1996,7.75,0,77.4,77.4
1996,0,0,0,6,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,12.3,0,48.8,48.8
1995,0,0,0,10,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,13,0,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,7,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.77,0.02,0.79,2.43,0.14,2.57,3.36,,,,,,,平均,83,37.4,57,2.7,1.3,4,平均,2.98,48.5,26.4,75
累計,20,0.5,20.5,63.2,3.6,66.8,87.2,,,,,,,累計,,,,,,,累計,68.5,,,
