盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.5,0,3.5,0,0,0,3.5,3.49,0,-,-,-,-,2018,580,213,369,0.95,0,0.95,2017,10.5,33.3,0,33.3
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,596,103,315,0,0,0,2016,-1.54,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,121.5,40.35,58.8,0,0,0,2015,-11.3,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,118,38.5,77.2,0,0,0,2014,-6.95,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,129.5,70.3,96,0,0,0,2013,-3.74,0,0,0
2013,2,0,2,0,0,0,2,1.99,0,8,0.99,0.1,0,2013,219.5,79,161,1.24,0,1.24,2012,9.04,22.1,0,22.1
2012,2.5,0,2.5,0,0,0,2.5,2.23,0,12,1.28,0.08,0,2012,357.5,184.5,236,1.06,0,1.06,2011,10.92,22.9,0,22.9
2011,1.5,0,1.5,0,0,0,1.5,1.32,0,5,1.08,0.03,0,2011,411,134.5,268,0.56,0,0.56,2010,6.01,25,0,25
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,390,37.05,125,0,0,0,2009,-6.85,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,58.3,23,43.9,0,0,0,2008,-8.4,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,82.9,15.35,45.1,0,0,0,2007,-4.6,0,0,0
2007,3,0,3,0.1,0,0.1,3.1,-,-,7.5,2.37,0.03,-,2007,144.5,45.5,85.7,3.5,0.12,3.62,2006,4.18,71.8,2.4,74.2
2006,7,0,7,1,0,1,8,-,-,20.5,2.09,0.13,-,2006,489,122,224,3.12,0.45,3.57,2005,15.87,44.1,6.3,50.4
2005,5,0,5,5,0,5,10,-,-,22.3,2.32,0.13,-,2005,503,447,480,1.04,1.04,2.08,2004,24.41,20.5,20.5,41
平均,1.75,0,1.75,0.44,0,0.44,2.19,,,,,,,平均,300,111,185,0.8,0.1,0.9,平均,2.68,17.1,2.1,19.2
累計,24.5,0,24.5,6.1,0,6.1,30.6,,,,,,,累計,,,,,,,累計,37.6,,,
