盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,23.3,10,14.4,0,0,0,2017,0.05,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,28.2,17.45,21.3,0,0,0,2016,0.22,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,19.35,4.6,11.7,0,0,0,2015,-0.8,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,13.35,5.61,8.21,0,0,0,2014,-5.73,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,14.4,3.56,7.96,0,0,0,2013,-0.81,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9.71,6.92,7.82,0,0,0,2012,-1.93,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,13.55,6.33,8.84,0,0,0,2011,-2.21,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.97,4.62,6.27,0,0,0,2010,-3.56,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,13.15,4.24,7.82,0,0,0,2009,-4.74,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,13.85,6.83,10.1,0,0,0,2008,0.86,0,0,0
2008,1.04,0,1.04,0,0,0,1.04,-,-,12,2.53,0.24,0,2008,38.5,5.57,15.5,6.69,0,6.69,2007,3,34.5,0,34.5
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2006,-0.8,0,0,0
平均,0.09,0,0.09,0,0,0,0.09,,,,,,,平均,17.9,6.88,10.9,0.6,0,0.6,平均,-1.37,2.9,0,2.9
累計,1.04,0,1.04,0,0,0,1.04,,,,,,,累計,,,,,,,累計,-16.5,,,
