盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0,0,0,1,0.54,0,-,-,-,-,2018,28.6,23.5,25.4,3.94,0,3.94,2017,0.6,167,0,167
2017,3,0,3,0,0,0,3,1.63,0,-,-,-,-,2017,37.25,26.05,30.3,9.91,0,9.91,2016,2.01,149,0,149
2016,3,0,3,0,0,0,3,1.63,0,-,-,-,-,2016,41.45,26.5,32.9,9.11,0,9.11,2015,4.3,69.8,0,69.8
2015,3,0,3,0,0,0,3,1.63,0,3.6,1.55,0.17,0,2015,56.2,24.25,41.5,7.24,0,7.24,2014,4.28,70.1,0,70.1
2014,1,0,1,0,0,0,1,0.54,0,1.8,3.29,0.04,0,2014,63.8,23.7,34.8,2.87,0,2.87,2013,1.01,99,0,99
2013,1.5,0,1.5,1.5,0,1.5,3,0.71,7.09,4.72,-,0.14,0,2013,48.3,19,33,4.55,4.55,9.09,2012,-,-,-,-
2012,3,0,3,0,0,0,3,1.42,0,5.4,-,0.15,0,2012,82.2,34,52.4,5.72,0,5.72,2011,-,-,-,-
2011,3,0,3,0,4,4,7,1.26,12,2.7,-,0.22,0,2011,40.8,37.65,38.8,7.74,10.3,18.1,2010,-,-,-,-
平均,2.31,0,2.31,0.19,0.5,0.69,3,,,,,,,平均,49.8,26.8,36.1,6.4,1.9,8.2,平均,2.44,111,0,111
累計,18.5,0,18.5,1.5,4,5.5,24,,,,,,,累計,,,,,,,累計,12.2,,,
