盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.7,0,2.7,0,0,0,2.7,6.71,0,-,-,-,-,2018,83.4,54.5,65.6,4.11,0,4.11,2017,3.4,79.4,0,79.4
2017,1,0,1,0,0,0,1,2.46,0,-,-,-,-,2017,67.8,30.1,42.1,2.38,0,2.38,2016,1.14,87.7,0,87.7
2016,2,0,2,0,0,0,2,4.91,0,-,-,-,-,2016,49.9,25.65,36.2,5.53,0,5.53,2015,1.26,159,0,159
2015,1.52,0,1.52,0,0,0,1.52,6.21,0,0.69,0.1,1.07,0,2015,55.8,22,40.8,3.72,0,3.72,2014,1.65,92,0,92
2014,2,0,2,0,0,0,2,8.22,0,0.69,0.08,1.25,0,2014,47.7,29,38.3,5.21,0,5.21,2013,2.02,98.8,0,98.8
2013,2,0,2,0,0,0,2,8.13,0,2.1,0.2,1.6,0,2013,42.2,29.5,34.2,5.85,0,5.85,2012,2.65,75.4,0,75.4
2012,0.2,1.3,1.5,0,0,0,1.5,6.03,0,0.54,0.45,0.18,0,2012,52.7,28.1,41.1,3.64,0,3.64,2011,0.3,499,0,499
2011,1.5,0,1.5,0,0.5,0.5,1.99,5.66,18.9,3.03,0.35,1.28,0,2011,65.4,21.5,38.6,3.88,1.29,5.17,2010,2.34,63.9,21.3,85.2
2010,2,0,2,0,0,0,2,7.31,0,3.42,0.45,1.71,0,2010,70,47.7,57.1,3.5,0,3.5,2009,2.11,94.7,0,94.7
2009,1.49,0,1.49,0.05,0,0.05,1.54,5.32,1.77,3.19,0.45,0,2.95,2009,70.7,26.2,50.4,2.97,0.1,3.06,2008,2,74.7,2.5,77.2
2008,3.49,0,3.49,0.1,0,0.1,3.59,-,-,7.64,0.45,1.09,8.94,2008,76.1,20.8,49.9,7,0.2,7.2,2007,5.03,69.4,2,71.4
2007,3.27,0,3.27,0.2,0,0.2,3.47,-,-,6.64,0.45,0.86,-,2007,174,60.3,104,3.14,0.19,3.33,2006,4.74,69,4.2,73.2
2006,3.3,0,3.3,0.7,0,0.7,4,-,-,6.49,0.45,0.84,-,2006,85,46.2,54.9,6.01,1.28,7.29,2005,5.09,64.8,13.8,78.6
2005,3.1,0,3.1,0.9,0,0.9,4,-,-,5.7,0.44,0.74,-,2005,70,49.1,58.1,5.33,1.55,6.88,2004,5.03,61.6,17.9,79.5
2004,2.23,0,2.23,1.32,0,1.32,3.54,-,-,4.61,0.45,0,-,2004,89,42.1,63,3.53,2.09,5.62,2003,4.64,48,28.4,76.3
2003,0.5,0,0.5,2.5,0,2.5,3,-,-,3.11,0.45,0,-,2003,103,70.5,81.3,0.62,3.08,3.69,2002,4.04,12.4,61.9,74.3
2002,0,0,0,3,0,3,3,-,-,0,0,0,-,2002,227,71.5,137,0,2.2,2.2,2001,4.75,0,63.2,63.2
2001,1,0,1,4,0,4,5,-,-,0,0,0,-,2001,293,103,200,0.5,2,2.49,2000,7.51,13.3,53.3,66.6
2000,0,0,0,4.5,0,4.5,4.5,-,-,0,0,0,-,2000,398,172,291,0,1.54,1.54,1999,5.94,0,75.8,75.8
1999,0,0,0,4,0,4,4,-,-,0,-,0,-,1999,411,110.5,291,0,1.38,1.38,1998,-,-,-,-
1998,0,0,0,1.8,0,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,1.59,0.06,1.65,1.1,0.02,1.12,2.77,,,,,,,平均,127,53,88.7,3.3,0.8,4.2,平均,3.45,87.5,18.1,106
累計,33.3,1.3,34.6,23.1,0.5,23.6,58.1,,,,,,,累計,,,,,,,累計,65.6,,,
