盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,14.15,7.24,8.73,0,0,0,2017,-0.44,0,0,0
2017,0.01,0,0.01,0.03,0,0.03,0.03,0.02,0.62,-,-,-,-,2017,9.6,6.24,7.5,0.11,0.35,0.46,2016,0.13,6.5,20.2,26.7
2016,0.05,0,0.05,0.03,0,0.03,0.08,0.09,0.6,-,-,-,-,2016,7.45,5.3,6.13,0.74,0.5,1.24,2015,0.25,18.2,12.2,30.4
2015,0.03,0,0.03,0.24,0,0.24,0.27,0.06,4.59,0,0,0.01,0,2015,11.8,5.42,7.94,0.36,3.01,3.38,2014,0.72,4,33.2,37.2
2014,0.05,0,0.05,0.45,0,0.45,0.5,0.09,7.83,0,0,0.01,0,2014,10.25,8,9.08,0.55,4.93,5.47,2013,0.64,7.8,69.9,77.6
2013,0.05,0,0.05,0.45,0,0.45,0.49,0.08,7.35,0,0,0.01,0,2013,10.9,7.1,8.75,0.57,5.09,5.66,2012,0.76,6.5,58.6,65.1
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.45,5.8,6.92,0,0,0,2011,-0.99,0,0,0
2011,1.3,0,1.3,0,0,0,1.3,2.12,0,0,0,0.04,0,2011,13.55,4.97,9.11,14.3,0,14.3,2010,2.44,53.3,0,53.3
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,22,7.9,13.4,0,0,0,2009,2.03,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,22.85,2.77,12.3,0,0,0,2008,-1.51,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,11.5,2.73,6.81,0,0,0,2007,0.48,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,22.5,7.75,13.6,0,0,0,2006,0.59,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,13.15,6.3,8.66,0,0,0,2005,0.27,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,11.45,6.01,8.9,0,0,0,2004,-7.66,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,16.4,5.8,10.1,0,0,0,2003,-2.98,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,20.4,9.1,14.1,0,0,0,2002,-0.54,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,55,11,28.8,0,0,0,2001,0.16,0,0,0
2001,0.48,0,0.48,0.48,0,0.48,0.97,-,-,0,0,0,-,2001,43.5,6.65,18.1,2.68,2.68,5.35,2000,2.15,22.6,22.6,45.1
2000,0.97,0,0.97,0.97,0,0.97,1.94,-,-,0,0,0,-,2000,37.5,27.6,32,3.03,3.03,6.05,1999,2.26,42.9,42.9,85.8
1999,0,0,0,0.97,0,0.97,0.97,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,1.11,0,87.4,87.4
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.14,0,0.14,0.17,0,0.17,0.31,,,,,,,平均,19.1,7.56,12.2,1.2,1,2.2,平均,-0.01,8.1,17.3,25.4
累計,2.94,0,2.94,3.61,0,3.61,6.55,,,,,,,累計,,,,,,,累計,-0.13,,,
