盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0,0.4,0.6,0,0.6,1,0.56,8.41,-,-,-,-,2018,59,32.75,42.8,0.93,1.4,2.33,2017,1.47,27.2,40.8,68
2017,0.6,0,0.6,2.4,0,2.4,3,0.68,27.1,-,-,-,-,2017,110,46.5,74.7,0.8,3.21,4.02,2016,6.26,9.6,38.3,47.9
2016,0.6,0,0.6,2.4,0,2.4,3,0.55,21.9,-,-,-,-,2016,210,102.5,148,0.41,1.62,2.03,2015,6.65,9,36.1,45.1
2015,0.6,0,0.6,1.9,0,1.9,2.5,0.46,14.6,12.1,4.49,0.19,0,2015,227,33.3,129,0.47,1.48,1.94,2014,3.51,17.1,54.1,71.2
2014,0.44,0,0.44,1.04,0,1.04,1.48,0.31,7.22,8.8,4.5,0.14,0,2014,42.4,29.1,33.7,1.31,3.09,4.39,2013,2.82,15.6,36.9,52.5
2013,0.36,0,0.36,0.84,0,0.84,1.2,0.23,5.38,6.58,4.5,0.11,0,2013,45.2,25.05,32.7,1.1,2.57,3.67,2012,2.28,15.8,36.8,52.6
2012,0.18,0,0.18,0.42,0,0.42,0.6,0.11,2.58,2.58,4.5,0.04,0,2012,28.95,10.05,20.1,0.9,2.09,2.99,2011,0.93,19.4,45.2,64.5
2011,0.3,0,0.3,0.7,0,0.7,1,0.17,40.2,5.67,4.49,0.09,0,2011,23.85,9.5,15.1,1.99,4.64,6.62,2010,2.2,13.6,31.8,45.5
2010,0.18,0,0.18,0.42,0,0.42,0.6,0.1,23.1,2.9,4.5,0.03,0,2010,36.1,12,21.1,0.85,1.99,2.84,2009,1.17,15.4,35.9,51.3
2009,0.3,0,0.3,0.3,0,0.3,0.6,0.16,1.61,2.83,4.5,0.06,0,2009,13.45,6.71,9.79,3.07,3.07,6.13,2008,1.18,25.4,25.4,50.8
2008,0.2,0,0.2,0.2,0,0.2,0.4,-,-,1.3,4.33,0.03,0,2008,11.55,5.22,8.56,2.34,2.34,4.67,2007,0.57,35.1,35.1,70.2
2007,0,0,0,0.3,0,0.3,0.3,-,-,0.98,4.42,0.02,-,2007,15.3,8.79,11.8,0,2.55,2.55,2006,0.8,0,37.5,37.5
2006,0.24,0,0.24,0.45,0,0.45,0.69,-,-,1.89,4.36,0.04,-,2006,15.65,11.35,13.1,1.84,3.41,5.25,2005,1.66,14.6,27,41.6
2005,1.3,0,1.3,0.4,0,0.4,1.7,-,-,4.2,4.47,0.08,-,-,-,-,-,-,-,-,2004,2.24,58,17.9,75.9
2004,0,0,0,3,0,3,3,-,-,5.5,4.4,0.07,-,-,-,-,-,-,-,-,2003,4.28,0,70.1,70.1
平均,0.38,0,0.38,1.02,0,1.02,1.4,,,,,,,平均,64.5,25.6,43.1,1.2,2.6,3.8,平均,2.53,18.4,37.9,56.3
累計,5.7,0,5.7,15.4,0,15.4,21.1,,,,,,,累計,,,,,,,累計,38,,,
