盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.17,0,3.17,0,0,0,3.17,8.18,0,-,-,-,-,2018,54.2,37.75,50,6.33,0,6.33,2017,3.3,95.9,0,95.9
2017,3.98,0,3.98,0,0,0,3.98,9.93,0,-,-,-,-,2017,59.3,50,53.2,7.49,0,7.49,2016,4.02,99.1,0,99.1
2016,3,0,3,0,0,0,3,7.45,0,-,-,-,-,2016,59.4,37.2,47.2,6.36,0,6.36,2015,3.17,94.6,0,94.6
2015,1.56,0,1.56,0,0,0,1.56,3.87,0,3.71,0.67,0.17,0,2015,52.4,37.55,45.8,3.41,0,3.41,2014,2.13,73.3,0,73.3
2014,4,0,4,0,0,0,4,10.3,0,35,2.45,1.29,0,2014,94.4,49.2,69.1,5.79,0,5.79,2013,5.55,72.1,0,72.1
2013,3.99,0,3.99,0,0,0,3.99,10.3,0,35.7,2.39,1.3,0,2013,108,88.5,96.1,4.16,0,4.16,2012,5.81,68.7,0,68.7
2012,4.48,0,4.48,0,0,0,4.48,11.5,0,37.3,2.7,1.87,0,2012,148,88.8,110,4.09,0,4.09,2011,5.43,82.6,0,82.6
2011,3.97,0,3.97,0,0,0,3.97,10.1,0,32.6,2.7,1.09,0,2011,190,57.5,104,3.81,0,3.81,2010,4.81,82.6,0,82.6
2010,3.46,0,3.46,0,0,0,3.46,8.73,0,27,2.68,0.9,0,2010,62.5,44.1,50.4,6.87,0,6.87,2009,4.08,84.8,0,84.8
2009,3.95,0,3.95,0,0,0,3.95,9.81,0,29.1,2.68,0.97,0,2009,59,30.5,41.7,9.47,0,9.47,2008,4.49,88,0,88
2008,2.95,0,2.95,0.1,0,0.1,3.05,-,-,24.7,2.65,0.16,6.58,2008,53.8,28.4,40.8,7.22,0.24,7.46,2007,4.03,73.2,2.4,75.7
2007,0.9,0,0.9,0.1,0,0.1,1,-,-,7.54,2.7,0,-,2007,63.5,28,45.7,1.96,0.22,2.18,2006,1.27,70.6,7.8,78.5
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,28.45,13.9,18.2,0,0,0,2005,0.76,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,22.6,11.35,15.5,0,0,0,2004,0.36,0,0,0
2004,0.3,0,0.3,0.7,0,0.7,1,-,-,7.12,2.54,0,-,2004,27.2,11.5,17.5,1.72,4.01,5.73,2003,1.36,22.1,51.5,73.5
2003,1,0,1,1,0,1,2,-,-,12.7,2.7,0,-,2003,32,19.6,26.1,3.83,3.83,7.65,2002,2.57,38.9,38.9,77.8
2002,1,0,1,1.4,0,1.4,2.4,-,-,8.58,1.8,0,-,2002,49.8,27.9,35.8,2.8,3.91,6.71,2001,2.96,33.8,47.3,81.1
2001,0,0,0,1,1,2,2,-,-,0,0,0,-,2001,43.2,22.5,30.3,0,6.6,6.6,2000,1.25,0,160,160
2000,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,1.54,0,77.9,77.9
1999,0.6,0,0.6,0.6,0,0.6,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,1.05,57.1,57.1,114
1998,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,1.8,0,66.7,66.7
1997,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,2.84,0,35.2,35.2
平均,1.92,0,1.92,0.38,0.05,0.42,2.35,,,,,,,平均,67.1,38,49.9,4.2,1,5.2,平均,2.94,51.7,24.8,76.5
累計,42.3,0,42.3,8.3,1,9.3,51.6,,,,,,,累計,,,,,,,累計,64.6,,,
