盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,9.69,7.5,8.14,0,0,0,2017,-0.21,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,9.09,6.96,7.65,0,0,0,2016,0.08,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,7.65,6.22,6.84,0,0,0,2015,-0.17,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,5.5,8.02,0,0,0,2014,-1.15,0,0,0
2014,0.1,0,0.1,0,0,0,0.1,0.44,0,7.58,2.7,0.1,0,2014,13.15,8.46,10.7,0.93,0,0.93,2013,0.64,15.6,0,15.6
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,14.4,9.38,11.3,0,0,0,2012,-0.69,0,0,0
2012,0.5,0,0.5,0,0,0,0.5,2.19,0,25.5,2.7,0.34,0,2012,16.95,9.87,12.2,4.11,0,4.11,2011,2.21,22.6,0,22.6
2011,1.18,0,1.18,0,0,0,1.18,5.08,0,38.2,2.7,0.51,0,2011,25.9,11.2,20.2,5.87,0,5.87,2010,3.38,35,0,35
2010,0.5,0,0.5,0.5,0,0.5,0.99,1.98,19.8,22.3,2.7,0.15,0.69,2010,33.85,16.65,23.1,2.15,2.15,4.3,2009,2.26,22,22,43.9
2009,0.05,0,0.05,0.1,0,0.1,0.15,0.18,3.57,6.5,2.7,0.02,0.73,2009,22.3,6.02,11.5,0.44,0.87,1.31,2008,0.68,7.4,14.7,22.1
2008,0.3,0,0.3,0.5,0,0.5,0.8,-,-,15.8,2.7,0.15,0.61,2008,19.45,5.78,12.9,2.33,3.88,6.21,2007,1.83,16.4,27.3,43.7
2007,0.11,0,0.11,0.49,0,0.49,0.6,-,-,5.65,1.42,0.08,-,2007,21.4,11.5,16.9,0.65,2.9,3.55,2006,1.36,8.1,35.9,44
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,18.9,5.63,8.41,0,0,0,2005,0.67,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,9.7,5.21,6.84,0,0,0,2004,0.47,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,14.15,5.1,8.79,0,0,0,2003,0.2,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,11,2.88,5.57,0,0,0,2002,-0.38,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.8,2.2,3.36,0,0,0,2001,-2.05,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,9.65,1.77,4.29,0,0,0,2000,-2.34,0,0,0
2000,0.5,0,0.5,0.5,0,0.5,1,-,-,0,0,0,-,2000,32.7,5.45,21.2,2.36,2.36,4.71,1999,1.32,37.9,37.9,75.8
1999,0.2,0,0.2,0.18,0,0.18,0.38,-,-,0,0,0,-,1999,39.2,29.7,32.8,0.61,0.55,1.16,1998,0.53,37.7,34,71.7
1998,0,0,0,2,0,2,2,-,-,0,0,0,-,1998,45.2,26.5,37.5,0,5.34,5.34,1997,1.9,0,105,105
1997,0,0,0,0.5,0,0.5,0.5,-,-,0,0,0,-,1997,51,32.29,40.6,0,1.23,1.23,1996,1.11,0,45,45
1996,0,0,0,2.5,0,2.5,2.5,-,-,0,0,0,-,1996,50.5,31,38.1,0,6.56,6.56,1995,3.35,0,74.6,74.6
1995,0,0,0,4,0.75,4.75,4.75,-,-,0,0,0,-,1995,106.5,39,65.2,0,7.28,7.28,1994,3.8,0,125,125
1994,0,0,0,4.1,0.9,5,5,-,-,0,0,0,-,1994,156,79.5,103,0,4.84,4.84,1993,2.99,0,167,167
1993,0,0,0,3,0,3,3,-,-,0,0,0,-,1993,125,65,83.7,0,3.58,3.58,1992,4.33,0,69.3,69.3
1992,0,0,0,3.1,0,3.1,3.1,-,-,0,0,0,-,1992,86.5,65,78.2,0,3.96,3.96,1991,5.45,0,56.9,56.9
1991,0,0,0,8.2,0,8.2,8.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1990,9.46,0,86.7,86.7
1990,0,0,0,3.1,0.7,3.8,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
平均,0.15,0,0.15,1.09,0.08,1.17,1.32,,,,,,,平均,35.8,18.6,25.4,0.7,1.7,2.4,平均,1.47,7.2,32.2,39.4
累計,4.44,0,4.44,32.8,2.35,35.1,39.6,,,,,,,累計,,,,,,,累計,41,,,
