盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,19.4,10.15,13.3,0,0,0,2017,-2.21,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,17.9,10.6,13.6,0,0,0,2016,0.22,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,21.2,6.33,12.8,0,0,0,2015,-2.31,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,19.5,9.93,14.4,0,0,0,2014,-2.71,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,21.45,12.85,18.6,0,0,0,2013,-3.58,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,60.1,4.8,27.9,0,0,0,2012,6.7,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.6,3.61,5.76,0,0,0,2011,-1.18,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10.3,1.84,6,0,0,0,2010,-1.33,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,24.4,1.6,12.3,0,0,0,2009,0.27,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3.4,1.48,2.56,0,0,0,2008,-1.55,0,0,0
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,5.61,1.48,3.32,0,0,0,2007,-0.59,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,3.89,1.39,2.73,0,0,0,2006,-5.69,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,6.04,1.21,2.76,0,0,0,2005,-3.78,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,3.6,1.17,2.09,0,0,0,2004,-1.67,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,12.5,2.05,5.73,0,0,0,2003,-2.3,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,10.3,5.1,7.35,0,0,0,2002,-3.06,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,16.7,7.3,10.7,0,0,0,2001,-0.92,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,20.8,6.85,12.6,0,0,0,2000,0.73,0,0,0
2000,0,0,0,1,0,1,1,-,-,0,0,0,-,2000,41,12.05,24.3,0,4.11,4.11,1999,1.1,0,90.9,90.9
1999,0,0,0,2,0,2,2,-,-,0,0,0,-,1999,39.5,22,31.2,0,6.41,6.41,1998,2.58,0,77.5,77.5
1998,0,0,0,2.45,0,2.45,2.45,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,3.23,0,75.9,75.9
1997,0,0,0,11.76,0,11.76,11.76,-,-,0,-,0,-,-,-,-,-,-,-,-,1996,-,-,-,-
1991,0,0,0,8,0,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
平均,0,0,0,1.1,0,1.1,1.1,,,,,,,平均,18.4,6.19,11.5,0,0.5,0.5,平均,-0.86,0,11.6,11.6
累計,0,0,0,25.2,0,25.2,25.2,,,,,,,累計,,,,,,,累計,-18.1,,,
