盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,9.68,7.03,7.99,0,0,0,2017,-4.8,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,11.8,8.62,9.43,0,0,0,2016,-2.58,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.6,8.03,10.3,0,0,0,2015,-0.12,0,0,0
2015,0.51,0,0.51,0.5,0,0.5,1.01,2.06,20.2,2,0.89,0.1,0,2015,19.15,11.1,15.5,3.29,3.22,6.51,2014,0.56,91.1,89.3,180
2014,1,0,1,0,0,0,1,4.03,0,8,2.26,0.08,0,2014,21.6,17.2,20,4.99,0,4.99,2013,0.89,112,0,112
2013,1,0,1,0,0,0,1,4.03,0,8,1.22,0.12,0,2013,23.4,19.65,21.1,4.74,0,4.74,2012,1.79,55.9,0,55.9
2012,1.5,0,1.5,0,0,0,1.5,5.5,0,8,0.88,0.16,0,2012,30.5,20.05,25.8,5.82,0,5.82,2011,2.48,60.5,0,60.5
2011,3,0,3,0,0,0,3,11,0,10,0.88,0.23,0,2011,39.9,24.5,35,8.57,0,8.57,2010,3.11,96.5,0,96.5
2010,4,0,4,0,0,0,4,14.7,0,10,0.8,0.3,0,2010,48.05,37.6,41.5,9.65,0,9.65,2009,3.5,114,0,114
2009,5,0,5,0.25,0,0.25,5.25,0.87,8.68,10,0.25,0.22,0.41,2009,59.4,34.3,45.2,11.1,0.55,11.6,2008,11.55,43.3,2.2,45.5
2008,5,0,5,0.25,0,0.25,5.25,-,-,10,0.55,0.18,1.85,2008,76.7,24.2,51,9.79,0.49,10.3,2007,5.55,90.1,4.5,94.6
2007,3.55,0,3.55,0.49,0,0.49,4.04,-,-,9,0.64,0.17,-,2007,82,30.2,50.9,6.98,0.95,7.93,2006,5.07,70,9.6,79.6
2006,2.5,0,2.5,1,0,1,3.5,-,-,9,0.62,0.11,-,2006,32.2,24.3,27.3,9.15,3.66,12.8,2005,5.78,43.3,17.3,60.6
2005,2,0,2,1.75,0.75,2.5,4.5,-,-,6,0.67,0.08,-,2005,39.5,23,30.8,6.49,8.12,14.6,2004,4.64,43.1,53.9,97
2004,0.47,0,0.47,0.95,0.9,1.85,2.32,-,-,4.5,1.95,0,-,2004,44.3,15.7,26.2,1.79,7.06,8.85,2003,1.5,31.3,123,155
2003,0.1,0,0.1,0.1,0,0.1,0.2,-,-,1.25,1.26,0.03,-,2003,18.6,8.65,11,0.91,0.91,1.81,2002,0.65,15.4,15.4,30.8
2002,0,0,0,0.35,0,0.35,0.35,-,-,0,0,0,-,2002,9.8,4.7,6.94,0,5.04,5.04,2001,0.42,0,83.3,83.3
2001,0.2,0,0.2,0.28,0,0.28,0.48,-,-,0,0,0,-,2001,12.1,4,5.78,3.46,4.84,8.3,2000,0.57,35.1,49.1,84.2
2000,0,0,0,0.43,0.57,1,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,0.5,0,200,200
1999,0.2,0,0.2,0,0.8,0.8,1,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,1.5,0,1.5,0.32,0.15,0.47,1.97,,,,,,,平均,32.9,17.9,24.5,4.8,1.9,6.8,平均,2.16,47.5,34.1,81.6
累計,30,0,30,6.35,3.02,9.37,39.4,,,,,,,累計,,,,,,,累計,41.1,,,
