盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.3,0,2.3,0,0,0,2.3,1.67,0,-,-,-,-,2018,47.9,37.55,41.5,5.55,0,5.55,2017,3.58,64.2,0,64.2
2017,2.2,0,2.2,0,0,0,2.2,1.6,0,-,-,-,-,2017,46.7,36.2,39.4,5.59,0,5.59,2016,3.4,64.7,0,64.7
2016,2,0,2,0,0,0,2,1.45,0,-,-,-,-,2016,47.75,34.85,38.4,5.2,0,5.2,2015,3.18,62.9,0,62.9
2015,1.8,0,1.8,0,0,0,1.8,1.31,0,3.92,2.15,0.06,0,2015,44.5,25.9,35.3,5.1,0,5.1,2014,2.51,71.7,0,71.7
2014,1.6,0,1.6,0,0,0,1.6,1.16,0,1.11,0.67,0.03,0,2014,42.1,28.55,33.6,4.76,0,4.76,2013,2.54,63,0,63
2013,1.2,0,1.2,0,0,0,1.2,0.77,0,2.17,1.8,0.03,0,2013,46.8,29.05,36.5,3.29,0,3.29,2012,1.87,64.2,0,64.2
2012,1,0,1,0,0,0,1,0.64,0,2.08,1.8,0.03,0,-,-,-,-,-,-,-,2011,1.79,55.9,0,55.9
2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010,2.42,-,-,-
平均,1.51,0,1.51,0,0,0,1.51,,,,,,,平均,46,32,37.4,4.9,0,4.9,平均,2.66,63.8,0,63.8
累計,12.1,0,12.1,0,0,0,12.1,,,,,,,累計,,,,,,,累計,21.3,,,
