盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,7.1,0,7.1,0,0,0,7.1,43.2,0,-,-,-,-,2018,160.5,113.5,135,5.27,0,5.27,2017,8.26,86,0,86
2017,7,0,7,0,0,0,7,42.6,0,-,-,-,-,2017,129,106,116,6.03,0,6.03,2016,8.22,85.2,0,85.2
2016,9,0,9,0,0,0,9,54.8,0,-,-,-,-,2016,141,102,115,7.81,0,7.81,2015,10.52,85.6,0,85.6
2015,10,0,10,0,0,0,10,60.9,0,10.5,0.15,0.73,0,2015,199.5,95.7,142,7.06,0,7.06,2014,11.85,84.4,0,84.4
2014,6,0,6,0,0,0,6,36.5,0,9.83,0.21,8.37,0,2014,186,117.5,149,4.03,0,4.03,2013,7.81,76.8,0,76.8
2013,5.59,0,5.59,0,0,0,5.59,34,0,15.4,0.35,7.83,0,2013,158,104.5,126,4.43,0,4.43,2012,7.36,76,0,76
2012,4.6,0,4.6,0,0,0,4.6,27.7,0,16.2,0.44,6.52,0,2012,125.5,73.8,95.7,4.81,0,4.81,2011,6.16,74.7,0,74.7
2011,5.8,0,5.8,0,0,0,5.8,34.8,0,18,0.39,8.09,0,2011,101,61,83.1,6.98,0,6.98,2010,7.69,75.4,0,75.4
2010,5,0,5,0,0,0,5,29.8,0,18,0.45,7.09,0,2010,113,73.2,92.9,5.38,0,5.38,2009,6.78,73.7,0,73.7
2009,4.5,0,4.5,0.05,0,0.05,4.55,26.4,2.93,15.8,0.45,5.3,7.14,2009,109.5,31.5,71.7,6.28,0.07,6.35,2008,6.18,72.8,0.8,73.6
2008,8.56,0,8.56,0.1,0,0.1,8.65,-,-,20,0.26,6.81,10.8,2008,125,23.5,79.4,10.8,0.12,10.9,2007,14.02,61.1,0.7,61.7
2007,8,0,8,0.2,0,0.2,8.2,-,-,20,0.32,5.16,-,2007,191.5,104,151,5.28,0.13,5.42,2006,12.07,66.3,1.7,67.9
2006,7.99,0,7.99,1.1,0,1.1,9.09,-,-,20,0.36,5.28,-,2006,255,134.5,177,4.51,0.62,5.13,2005,12.21,65.5,9,74.5
2005,5.4,0,5.4,1.35,0,1.35,6.75,-,-,31.9,0.9,3.08,-,2005,204,95.5,142,3.81,0.95,4.76,2004,9,60,15,75
2004,2.8,0,2.8,1.4,0,1.4,4.2,-,-,19.1,0.9,1.37,-,2004,152,75.5,109,2.57,1.28,3.85,2003,6.28,44.6,22.3,66.9
2003,1.5,0,1.5,1.5,0,1.5,3,-,-,9.75,0.9,0.62,-,2003,123,50.5,84.1,1.78,1.78,3.57,2002,3.75,40,40,80
2002,1,0,1,2,0,2,3,-,-,0,0,0,-,2002,155,58,96.5,1.04,2.07,3.11,2001,3.79,26.4,52.8,79.2
2001,0,0,0,5,0,5,5,-,-,0,0,0,-,2001,156,33.8,78.1,0,6.4,6.4,2000,7.18,0,69.6,69.6
2000,0,0,0,5,0,5,5,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,6.66,0,75.1,75.1
1999,0,0,0,4,0,4,4,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,4.99,0,4.99,1.08,0,1.08,6.08,,,,,,,平均,155,80.8,114,4.9,0.7,5.6,平均,8.2,60.7,15.1,75.8
累計,99.8,0,99.8,21.7,0,21.7,122,,,,,,,累計,,,,,,,累計,156,,,
