盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,70.1,29.9,46.4,0,0,0,2017,-0.92,0,0,0
2017,0.6,0.4,1,0,0,0,1,3.7,0,-,-,-,-,2017,35.35,16.2,21,4.76,0,4.76,2016,1.66,60.2,0,60.2
2016,0.9,0,0.9,0,0,0,0.9,3.26,0,-,-,-,-,2016,20.8,12.55,15.9,5.64,0,5.64,2015,1.2,74.7,0,74.7
2015,0,0.2,0.2,0,0,0,0.2,0.77,0,0,0,0,0,2015,15.75,7.3,12.6,1.56,0,1.56,2014,0.28,70.5,0,70.5
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,16.95,11.55,14.5,0,0,0,2013,-0.73,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,14.25,10.25,11.9,0,0,0,2012,-1.75,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,20.75,9.5,13,0,0,0,2011,-1.45,0,0,0
2011,1.2,0,1.2,0,0,0,1.2,4.46,0,9.7,0.86,0.29,0,2011,43.35,11.1,28,4.29,0,4.29,2010,3.33,36,0,36
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,41.3,24.15,32.3,0,0,0,2009,0.23,0,0,0
2009,0.4,0,0.4,0,0,0,0.4,1.24,0,2.7,1.55,0.08,0,2009,28.35,10.1,19,2.1,0,2.1,2008,0.58,69,0,69
2008,0.2,0,0.2,1,0.3,1.3,1.5,-,-,6.81,1.73,0,2.04,2008,37.6,8.49,22.8,0.88,5.72,6.6,2007,1.6,12.5,81.5,94
2007,0.49,0,0.49,0.51,0.18,0.69,1.18,-,-,4.87,1.48,0,-,2007,64,20.5,36.7,1.34,1.87,3.21,2006,1.72,28.5,40,68.5
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,22.5,11.6,16.4,0,0,0,2005,0.03,0,0,0
2005,0.2,0,0.2,0.61,0.4,1.01,1.21,-,-,2.84,1.14,0,-,2005,23.6,9.22,16.6,1.22,6.08,7.3,2004,1.53,13.2,66.2,79.4
2004,0.3,0,0.3,0.91,0.3,1.21,1.52,-,-,3.82,1.09,0,-,2004,41.5,19.7,28,1.08,4.34,5.42,2003,2.76,11,43.9,54.9
2003,0.26,0,0.26,0.35,0.26,0.62,0.88,-,-,1.7,0.98,0,-,2003,39.3,21.2,30.7,0.86,2.01,2.87,2002,1.53,17.2,40.2,57.5
2002,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,2002,53.5,21.4,32.7,0,4.59,4.59,2001,1.77,0,84.7,84.7
2001,0.5,0,0.5,2,1,3,3.5,-,-,0,0,0,-,2001,84,18,47,1.06,6.38,7.45,2000,4.64,10.8,64.7,75.4
2000,0,0,0,3,0,3,3,-,-,0,0,0,-,2000,263,37.2,126,0,2.37,2.37,1999,4.02,0,74.6,74.6
1999,0,0,0,2,1,3,3,-,-,0,0,0,-,1999,87,67,76.7,0,3.91,3.91,1998,2.93,0,102,102
1998,0,0,0,3,0,3,3,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,7,0,7,7,-,-,0,-,0,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.23,0.03,0.26,0.97,0.18,1.15,1.41,,,,,,,平均,51.1,18.8,32.4,1.2,1.9,3.1,平均,1.25,20.2,29.9,50.1
累計,5.06,0.6,5.65,21.4,3.95,25.3,31,,,,,,,累計,,,,,,,累計,25,,,
