盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,5.2,0,5.2,0,0,0,5.2,3.64,0,-,-,-,-,2018,140,92.1,116,4.48,0,4.48,2017,6.5,80,0,80
2017,4,0,4,0,0,0,4,2.8,0,-,-,-,-,2017,116,80.4,95.3,4.2,0,4.2,2016,3.54,113,0,113
2016,4.6,0,4.6,0,0,0,4.6,3.22,0,-,-,-,-,2016,123,73.1,90.6,5.08,0,5.08,2015,6.43,71.5,0,71.5
2015,4.2,0,4.2,0,0,0,4.2,2.94,0,3.35,0.87,0.21,0,2015,186.5,91.7,133,3.16,0,3.16,2014,5.48,76.6,0,76.6
2014,4,0,4,0,0,0,4,2.8,0,3.35,0.9,0.2,0,2014,133,84.1,106,3.77,0,3.77,2013,5.85,68.4,0,68.4
2013,1.8,0,1.8,0,0,0,1.8,1.1,0,1,0.73,0.04,0,2013,146,83.8,105,1.72,0,1.72,2012,2.35,76.6,0,76.6
2012,0.2,0,0.2,1.1,0,1.1,1.3,0.11,6.05,0,0,0.01,0,-,-,-,-,-,-,-,2011,2.33,8.6,47.2,55.8
2011,2.6,0,2.6,0,0,0,2.6,0.99,0,0,-,0.01,0,-,-,-,-,-,-,-,2010,-,-,-,-
平均,3.32,0,3.32,0.14,0,0.14,3.46,,,,,,,平均,141,84.2,108,3.7,0,3.7,平均,4.64,70.7,6.7,77.4
累計,26.6,0,26.6,1.1,0,1.1,27.7,,,,,,,累計,,,,,,,累計,32.5,,,
