盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.7,0,3.7,0.2,0,0.2,3.9,13.6,7.34,-,-,-,-,2018,89.1,65.7,75.9,4.87,0.26,5.14,2017,5.76,64.2,3.5,67.7
2017,3.67,0,3.67,0.3,0,0.3,3.96,13.1,10.6,-,-,-,-,2017,105.5,78.5,88.8,4.13,0.33,4.47,2016,5.95,61.6,5,66.6
2016,3.7,0,3.7,0.3,0,0.3,4,12.4,10.1,-,-,-,-,2016,102,72.1,86,4.3,0.35,4.65,2015,5.97,62,5,67
2015,2.7,0,2.7,0.2,0,0.2,2.9,8.88,6.58,12.4,0.9,1.85,0,2015,100,54,78.2,3.45,0.26,3.71,2014,4.28,63.1,4.7,67.8
2014,3,0,3,0.2,0,0.2,3.2,9.65,6.44,13.7,0.9,2.05,0,2014,85,56.1,71.6,4.19,0.28,4.47,2013,4.84,62,4.1,66.1
2013,2.2,0,2.2,0.3,0,0.3,2.5,6.69,9.13,10.2,0.9,2.03,0,2013,78.7,42.5,55.9,3.93,0.54,4.46,2012,3.72,59.1,8.1,67.1
2012,3.5,0,3.5,0.5,0,0.5,4,10.1,14.5,15.4,0.9,3.08,0,2012,70.5,39.7,55.8,6.27,0.9,7.17,2011,5.98,58.5,8.4,66.9
2011,3.5,0,3.5,0.5,0,0.5,4,9.53,13.6,13.2,0.85,2.8,0,2011,127,42.5,85.4,4.09,0.58,4.68,2010,5.92,59.1,8.4,67.5
2010,1.79,0,1.79,0.5,0,0.5,2.29,4.47,12.4,7.39,0.9,1.48,0,2010,74.5,46.7,60.4,2.97,0.83,3.8,2009,3.35,53.6,14.9,68.4
2009,1,0,1,0.5,0,0.5,1.5,2.32,11.6,6.49,0.9,0.26,3.87,2009,55.6,19.55,34.9,2.86,1.43,4.29,2008,3.11,32.2,16.1,48.2
2008,2,0,2,1.5,0,1.5,3.5,-,-,9.6,0.9,0.38,5.76,2008,66.6,17,42.2,4.74,3.55,8.29,2007,5.3,37.7,28.3,66
2007,2.99,0,2.99,2,0,2,4.99,-,-,10.7,0.9,0.43,-,2007,108,50.6,82.6,3.62,2.41,6.04,2006,7.36,40.7,27.1,67.8
2006,1.5,0,1.5,1.5,0,1.5,2.99,-,-,5.39,0.9,0.22,-,2006,139,63.3,91.8,1.63,1.63,3.26,2005,4.79,31.3,31.3,62.5
2005,0.98,0,0.98,1.47,0,1.47,2.44,-,-,3.89,0.84,0.12,-,2005,87.6,48.5,67.8,1.44,2.16,3.6,2004,4.72,20.7,31.1,51.8
2004,3.44,0,3.44,1.48,0,1.48,4.92,-,-,7.45,0.9,0.37,-,2004,141.5,35.8,73.5,4.68,2.01,6.69,2003,10.26,33.6,14.4,48
2003,4,0,4,2,0,2,6,-,-,7.44,0.9,0.37,-,2003,160,119.5,134,2.98,1.49,4.48,2002,14.82,27,13.5,40.5
2002,1,0,1,1,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
平均,2.48,0,2.48,0.8,0,0.8,3.28,,,,,,,平均,99.4,53.3,74.1,3.8,1.2,5,平均,6.01,47.9,14,61.9
累計,44.7,0,44.7,14.4,0,14.4,59.1,,,,,,,累計,,,,,,,累計,96.1,,,
