盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4,0,4,0,0.25,0.25,4.25,3.27,2.05,-,-,-,-,2018,97.6,70.2,83.8,4.78,0.3,5.07,2017,5.27,75.9,4.7,80.6
2017,4.75,0,4.75,0,0.25,0.25,5,3.78,1.99,-,-,-,-,2017,125,76.8,90.8,5.23,0.28,5.51,2016,6.57,72.3,3.8,76.1
2016,4.5,0,4.5,0.1,0.25,0.35,4.85,3.45,2.68,-,-,-,-,2016,99.5,70.8,82.1,5.48,0.43,5.91,2015,6.2,72.6,5.6,78.2
2015,4,0,4,0,0.35,0.35,4.35,2.96,2.59,7.13,1.94,0.53,0,2015,104.5,66.5,85.2,4.69,0.41,5.11,2014,5.01,79.8,7,86.8
2014,6.9,0,6.9,0.1,0.25,0.35,7.25,4.94,2.47,11.5,1.59,0.85,0,2014,215,82.5,132,5.22,0.26,5.48,2013,10.28,67.1,3.4,70.5
2013,6,0,6,0.1,0.25,0.35,6.35,4.09,2.38,10.3,1.78,0.76,0,2013,212,89.2,139,4.3,0.25,4.55,2012,8.49,70.7,4.1,74.8
2012,4.98,0,4.98,0.1,0.25,0.35,5.33,3.27,2.29,7.99,1.75,0.6,0,2012,121,70.1,94.2,5.29,0.37,5.66,2011,6.98,71.4,5,76.4
2011,2.38,0,2.38,0.1,0.25,0.35,2.72,1.51,2.2,3.79,1.93,0.28,0,2011,92,49.8,71.6,3.32,0.48,3.81,2010,3.3,72.1,10.5,82.6
2010,0.96,0,0.96,0.1,0.34,0.43,1.4,0.56,2.51,1.48,1.82,0.11,0,2010,70,32.2,49.9,1.93,0.87,2.8,2009,1.46,66.1,29.7,95.8
2009,1.2,0,1.2,0.1,0.25,0.35,1.55,0.64,0.54,1.68,1.66,0.06,0.23,2009,48.3,19.35,31.1,3.86,1.13,4.99,2008,1.85,64.9,18.9,83.8
2008,2.44,0,2.44,0.1,0.25,0.36,2.8,-,-,3.08,1.64,0.09,0.92,2008,79.7,18.25,45.3,5.39,0.79,6.18,2007,3.6,67.8,9.9,77.7
2007,4,0,4,0.1,0.5,0.6,4.6,-,-,4.55,2.13,0.14,-,2007,213,66,125,3.21,0.48,3.69,2006,4.75,84.2,12.6,96.8
2006,1,0,1,3,1,4,5,-,-,4.17,2.13,0,-,2006,104,63,81,1.24,4.94,6.18,2005,6.97,14.3,57.4,71.7
2005,0,0,0,2.5,1,3.5,3.5,-,-,3.12,3.17,0,-,-,-,-,-,-,-,-,2004,6.49,0,53.9,53.9
平均,3.37,0,3.37,0.46,0.39,0.85,4.21,,,,,,,平均,122,59.6,85.5,4.1,0.8,5,平均,5.52,62.8,16.2,79
累計,47.1,0,47.1,6.4,5.44,11.8,59,,,,,,,累計,,,,,,,累計,77.2,,,
