盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0,0,0,1.5,1.18,0,-,-,-,-,2018,48.45,32,39.8,3.77,0,3.77,2017,1.71,87.7,0,87.7
2017,3.3,0,3.3,0,0,0,3.3,2.6,0,-,-,-,-,2017,71,44.1,53.3,6.19,0,6.19,2016,4.37,75.5,0,75.5
2016,3.21,0,3.21,0,0,0,3.21,2.53,0,-,-,-,-,2016,67.9,35.8,53.4,6.01,0,6.01,2015,3.59,89.5,0,89.5
2015,1.71,0,1.71,0,0,0,1.71,1.35,0,4.05,2.49,0.04,0,2015,70.4,16.35,30.1,5.68,0,5.68,2014,2.06,83.1,0,83.1
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,22.1,13,17,0,0,0,2013,-0.29,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,16.9,9.56,11.7,0,0,0,2012,-1.03,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,16.4,8.6,11.3,0,0,0,2011,-0.05,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19.4,7.77,12.3,0,0,0,2010,0.5,0,0,0
2010,0.98,0,0.98,0.98,0,0.98,1.96,0.7,7.02,4.41,2.55,0.02,0,2010,30,14.2,20.3,4.83,4.83,9.65,2009,2.41,40.6,40.6,81.1
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,26.3,5.45,14,0,0,0,2008,0.53,0,0,0
2008,0.1,0,0.1,0.5,0,0.5,0.6,-,-,1.2,1.52,0.02,0,2008,15.6,5.41,9.59,1.04,5.21,6.26,2007,1.15,8.7,43.5,52.2
2007,0,0,0,0,0,0,0,-,-,-,-,-,-,2007,27.25,9.8,16.3,0,0,0,2006,0.18,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,12.3,7.72,9.18,0,0,0,2005,-0.53,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,14.95,8.32,11.5,0,0,0,2004,0.15,0,0,0
2004,1.28,0,1.28,0.1,0,0.1,1.38,-,-,2.5,2.27,0,-,2004,25.8,13.15,18,7.12,0.56,7.67,2003,1.64,78,6.1,84.1
2003,0.85,0,0.85,1.05,0,1.05,1.9,-,-,3.1,2.28,0.01,-,2003,36.3,22.2,26.7,3.18,3.93,7.12,2002,1.91,44.5,55,99.5
2002,0,0,0,2.5,0,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0,0,0,2.9,0,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
2000,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.68,0,0.68,0.53,0,0.53,1.21,,,,,,,平均,32.6,15.8,22.2,2.4,0.9,3.3,平均,1.14,31.7,9.1,40.8
累計,12.9,0,12.9,10,0,10,23,,,,,,,累計,,,,,,,累計,18.3,,,
