盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,4.5,2.27,3.33,0,0,0,2017,-1.24,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,3.09,2.31,2.59,0,0,0,2016,-1.95,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,3.43,1.29,1.96,0,0,0,2015,-0.97,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5.75,1.41,2.78,0,0,0,2014,-1.08,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7.48,3.24,4.65,0,0,0,2013,-1.06,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3.89,2.75,3.09,0,0,0,2012,-1.34,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,4.42,1.86,2.86,0,0,0,2011,0.2,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5.38,3.06,4.11,0,0,0,2010,-0.44,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7.49,3.99,5.15,0,0,0,2009,-0.73,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6.88,1.7,3.69,0,0,0,2008,-0.37,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,5.55,1.49,3.69,0,0,0,2007,0.07,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,9,3.82,6.14,0,0,0,2006,-2.41,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,6.22,2.46,3.53,0,0,0,2005,-1.7,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,7.4,3.04,5.16,0,0,0,2004,-0.89,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,9.25,2.86,5.54,0,0,0,2003,-0.76,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,8.65,4.24,6.53,0,0,0,2002,-1.28,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,14.15,5.8,8.43,0,0,0,2001,-1.72,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,13.4,3,6.35,0,0,0,2000,-2.09,0,0,0
2000,0,0,0,0,1,1,1,-,-,0,0,0,-,2000,28.7,4.04,14.6,0,6.83,6.83,1999,-1.15,0,-87,-87
1999,0,0,0,1.6,1.4,3,3,-,-,0,0,0,-,1999,43.2,12.3,28.4,0,10.6,10.6,1998,2.05,0,146,146
1998,0,0,0,1.5,2,3.5,3.5,-,-,0,0,0,-,1998,85,38.6,54.6,0,6.41,6.41,1997,3.09,0,113,113
1997,0,0,0,0,0,0,0,-,-,0,0,0,-,1997,105.5,48.8,68.8,0,0,0,1996,2.7,0,0,0
1996,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,1.22,0,0,0
1995,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0.7,0,0.7,0,0.3,0.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.03,0,0.03,0.12,0.22,0.34,0.37,,,,,,,平均,17.7,7.02,11.2,0,1.1,1.1,平均,-0.52,0,7.5,7.5
累計,0.7,0,0.7,3.1,5.7,8.8,9.5,,,,,,,累計,,,,,,,累計,-11.8,,,
