盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,12.3,5.28,7.51,0,0,0,2017,-0.2,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,7.15,5.21,6.01,0,0,0,2016,0.08,0,0,0
2016,0.02,0,0.02,0,0,0,0.02,0.04,0,-,-,-,-,2016,7.38,5.32,6.08,0.4,0,0.4,2015,0.03,80.2,0,80.2
2015,0.34,0,0.34,0.31,0,0.31,0.65,0.55,5,2,1.67,0.02,0,2015,9.43,5.62,7.24,4.71,4.28,8.99,2014,0.74,46.1,41.9,88
2014,0.02,0,0.02,0.08,0,0.08,0.11,0.04,1.3,0.3,1.16,0,0,2014,9.09,4.9,6.78,0.37,1.19,1.56,2013,0.16,15.6,50.6,66.2
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5.12,4,4.45,0,0,0,2012,-1.12,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.8,3.56,4.21,0,0,0,2011,-0.5,0,0,0
2011,0.05,0,0.05,0.17,0,0.17,0.22,0.08,2.67,0.69,1.75,0,0,2011,8.33,3.42,5.91,0.85,2.88,3.72,2010,0.25,20,68,88
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9.89,5.15,7.58,0,0,0,2009,0.03,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.19,1.96,3.67,0,0,0,2008,-2.02,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,5.38,1.76,3.69,0,0,0,2007,-2.71,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,8.65,4.25,5.97,0,0,0,2006,-3.41,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,8.14,3.16,3.96,0,0,0,2005,0.01,0,0,0
2005,0,0,0,0,0,0,0,-,-,-,-,-,-,2005,6.58,3.04,4.53,0,0,0,2004,-3.1,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,12.95,4.32,7.07,0,0,0,2003,-2.34,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,7.4,3.95,5.66,0,0,0,2002,-3.41,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,13,4.51,7.09,0,0,0,2001,-0.25,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,12.8,3.71,6.72,0,0,0,2000,0.02,0,0,0
2000,0.35,0,0.35,0.41,1.14,1.55,1.9,-,-,0,0,0,-,2000,51,4.62,22.8,1.54,6.81,8.35,1999,1.6,21.9,96.9,119
1999,0.3,0,0.3,1,2,3,3.3,-,-,0,0,0,-,1999,50.5,25.6,34.4,0.87,8.71,9.58,1998,3.36,8.9,89.3,98.2
1998,0,0,0,0,0,0,0,-,-,0,0,0,-,1998,66.5,26,45.3,0,0,0,1997,1.16,0,0,0
1997,0,0,0,0,0,0,0,-,-,0,0,0,-,1997,47.9,14.3,24.7,0,0,0,1996,-2.34,0,0,0
1996,0,0,0,0,0,0,0,-,-,0,0,0,-,1996,18.39,9.05,13.6,0,0,0,1995,-3.51,0,0,0
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,45.2,12.75,23.6,0,0,0,1994,0.63,0,0,0
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,50.5,16.7,29.4,0,0,0,1993,0.02,0,0,0
1993,0,0,0,0,0,0,0,-,-,0,0,0,-,1993,22.2,11.1,15.2,0,0,0,1992,-1.52,0,0,0
1992,0,0,0,0,0,0,0,-,-,0,0,0,-,1992,33.7,10.9,22.1,0,0,0,1991,-1.54,0,0,0
1991,0,0,0,0.8,0.4,1.2,1.2,-,-,0,0,0,-,1991,47.5,19.6,32,0,3.75,3.75,1990,0.16,0,757,757
1990,0,0,0,0.8,0.4,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1988,0,0,0,0.59,0,0.59,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,0,0,0,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
1985,1,0,1,1.9,0.6,2.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
1984,0,0,0,7,0,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.06,0,0.06,0.43,0.17,0.59,0.66,,,,,,,平均,21.1,7.99,13.1,0.3,1,1.3,平均,-0.7,6.9,39.4,46.3
累計,2.09,0,2.09,14.1,5.54,19.6,21.7,,,,,,,累計,,,,,,,累計,-19.7,,,
