盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,11.55,7.66,9.28,0,0,0,2017,-0.99,0,0,0
2017,0.5,0,0.5,0,0,0,0.5,0.93,0,-,-,-,-,2017,11.9,9.61,10.5,4.76,0,4.76,2016,0.45,111,0,111
2016,0.5,0,0.5,0,0,0,0.5,0.93,0,-,-,-,-,2016,13.25,9.51,10.6,4.72,0,4.72,2015,0.77,64.9,0,64.9
2015,0.6,0,0.6,0,0,0,0.6,1.19,0,3.46,2.7,0.13,0,2015,13.2,6.29,10.8,5.58,0,5.58,2014,0.66,90.9,0,90.9
2014,0.69,0,0.69,0,0,0,0.69,1.37,0,3.83,2.7,0.14,0,2014,16.4,10.6,13.3,5.2,0,5.2,2013,0.75,92.1,0,92.1
2013,0.13,0,0.13,0.5,0.4,0.9,1.03,0.23,15.6,3.28,1.73,0.12,0,2013,14.5,11.8,12.8,1.01,7,8.02,2012,1.12,11.6,80.3,91.8
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,16.1,9.58,11.9,0,0,0,2011,-0.73,0,0,0
2011,0.15,0,0.15,0.22,0.23,0.45,0.6,0.21,3.11,2.08,3.36,0.05,0,2011,20.1,9.2,14.1,1.07,3.2,4.26,2010,0.47,31.9,95.7,128
2010,0.1,0,0.1,0.12,0.28,0.4,0.5,0.13,1.52,1.08,3.6,0.03,0,2010,30.4,17.8,22.9,0.44,1.75,2.19,2009,0.29,34.5,138,172
2009,0.1,0,0.1,0.52,0.08,0.6,0.7,0.1,5.08,2.42,3.6,0.06,0,2009,28.25,9,13.9,0.72,4.32,5.04,2008,0.68,14.7,88.1,103
2008,0.5,0,0.5,1.84,0.15,1.99,2.49,-,-,8.69,3.6,0,2.17,2008,33.9,8.75,22.6,2.2,8.8,11,2007,3.07,16.2,64.8,81
2007,0,0,0,1.09,0.1,1.19,1.19,-,-,3.54,3.58,0,-,2007,44.7,16.45,31.9,0,3.74,3.74,2006,1.54,0,77.3,77.3
2006,0,0,0,0.6,0,0.6,0.6,-,-,1.81,2.5,0,-,2006,17.6,11.55,14.7,0,4.08,4.08,2005,1.2,0,50,50
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,12.3,5.15,8.04,0,0,0,2004,-0.42,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,16.4,4.13,9.12,0,0,0,2003,-0.86,0,0,0
2003,0,0,0,0.85,0.15,1,1,-,-,1.47,3.47,0,-,2003,26.4,10.25,16.8,0,5.96,5.96,2002,1.12,0,89.3,89.3
2002,0,0,0,1.9,0.1,2,2,-,-,0,0,0,-,2002,53.5,24,34.8,0,5.75,5.75,2001,2.66,0,75.2,75.2
2001,0,0,0,1.5,0.4,1.9,1.9,-,-,0,0,0,-,2001,49.5,22.1,33.3,0,5.7,5.7,2000,1.93,0,98.4,98.4
2000,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,1.88,0,79.8,79.8
1999,0,0,0,0.5,0.7,1.2,1.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.21,0,99.2,99.2
1998,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.16,0,0.16,0.53,0.12,0.65,0.81,,,,,,,平均,23.9,11.3,16.7,1.4,2.8,4.2,平均,0.84,23.4,51.8,75.2
累計,3.27,0,3.27,11.1,2.59,13.7,17,,,,,,,累計,,,,,,,累計,16.8,,,
