盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,17.4,7.66,11.9,0,0,0,2017,0.88,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,9.75,5.4,7.14,0,0,0,2016,-0.47,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,7.6,5.5,6.51,0,0,0,2015,0.03,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,5.7,7.39,0,0,0,2014,-2.44,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5.9,3.12,4.4,0,0,0,2013,-1.77,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5.15,3.85,4.23,0,0,0,2012,-1.61,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6.43,3.7,4.57,0,0,0,2011,-0.58,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,11.3,3.75,7.46,0,0,0,2010,0.71,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12.55,5,7.38,0,0,0,2009,-1.24,0,0,0
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,6,1.45,2.38,0,0,0,2008,-1.14,0,0,0
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,4.55,1.3,2.88,0,0,0,2007,0.08,0,0,0
2007,0,0,0,0,0,0,0,-,-,-,-,-,-,2007,6.25,3,4.01,0,0,0,2006,-0.77,0,0,0
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,4.57,1.76,2.28,0,0,0,2005,-1.39,0,0,0
2005,0,0,0,0,0,0,0,-,-,-,-,-,-,2005,4.52,2.02,2.85,0,0,0,2004,-0.17,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,7,3.53,4.53,0,0,0,2003,-0.57,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,7.65,2.45,4.24,0,0,0,2002,-0.11,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.45,1.55,3.13,0,0,0,2001,-1.54,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,3.48,1.18,2.05,0,0,0,2000,-1.44,0,0,0
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,2000,13.5,1.96,6.54,0,0,0,1999,-0.83,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,22.2,8,13,0,0,0,1998,-0.8,0,0,0
1998,0,0,0,0.4,0.4,0.8,0.8,-,-,-,-,-,-,1998,30.4,12.6,20.3,0,3.94,3.94,1997,0.45,0,178,178
1997,0,0,0,0,0.5,0.5,0.5,-,-,-,-,-,-,1997,43.8,17.5,26.5,0,1.89,1.89,1996,-0.42,0,-119,-119
1996,0,0,0,1,0.5,1.5,1.5,-,-,-,-,-,-,1996,33.6,24.5,28.6,0,5.24,5.24,1995,2.19,0,68.5,68.5
1995,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,1995,65.5,25.8,40.1,0,3.74,3.74,1994,1.39,0,108,108
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,65.5,29.5,40,0,0,0,1993,-0.27,0,0,0
1993,0,0,0,1.2,0.6,1.8,1.8,-,-,0,0,0,-,1993,55,30.5,39.2,0,4.59,4.59,1992,1.62,0,111,111
1992,0,0,0,1.8,1,2.8,2.8,-,-,0,0,0,-,1992,86,36.5,64.9,0,4.31,4.31,1991,3.11,0,90.1,90.1
1991,0,0,0,0.5,1,1.5,1.5,-,-,-,-,-,-,1991,106,25.2,68.7,0,2.18,2.18,1990,1.28,0,118,118
1990,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1988,0,0,0,0,0.5,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1986,0,0,0,1.8,0,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1985,-,-,-,-
1985,0,0,0,1.4,0,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
平均,0,0,0,0.28,0.16,0.44,0.44,,,,,,,平均,23.5,9.78,15.6,0,0.9,0.9,平均,-0.21,0,19.8,19.8
累計,0,0,0,9.1,5,14.1,14.1,,,,,,,累計,,,,,,,累計,-5.82,,,
