盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.7,0.8,2.5,0,0,0,2.5,1.8,0,-,-,-,-,2018,58.9,44.95,51,4.9,0,4.9,2017,2.18,115,0,115
2017,3,0,3,0,0,0,3,1.81,0,-,-,-,-,2017,65.6,49.85,55.9,5.37,0,5.37,2016,3.06,98,0,98
2016,3.5,0,3.5,0,0,0,3.5,2.11,0,-,-,-,-,2016,55.5,46,50.3,6.96,0,6.96,2015,3.52,99.4,0,99.4
2015,4,0,4,0,0,0,4,2.41,0,2.69,1.15,0.25,0,2015,65.5,45.1,56.4,7.09,0,7.09,2014,4.12,97.1,0,97.1
2014,2.9,0.1,3,1,0,1,4,1.5,5.02,2.51,1.13,0.24,0,2014,76.8,50.1,61.5,4.88,1.63,6.51,2013,4.6,65.2,21.7,87
2013,2.5,0,2.5,0.5,0,0.5,3,1.14,2.27,1.58,1.04,0.16,0,2013,69.5,40,49.5,5.05,1.01,6.07,2012,3.34,74.9,15,89.8
2012,3,0,3,0.2,0,0.2,3.2,1.34,0.89,1.85,1.09,0.18,0,2012,50,39.6,44.3,6.77,0.45,7.22,2011,3.76,79.8,5.3,85.1
2011,4,0,4,0.5,0,0.5,4.5,1.73,2.16,3.92,1.8,0.2,0,2011,87.9,41,61.9,6.46,0.81,7.27,2010,5.13,78,9.7,87.7
2010,3.5,0,3.5,0.2,0,0.2,3.7,1.46,0.83,2.86,1.66,0.16,0,2010,83.8,60.3,67.1,5.22,0.3,5.52,2009,4.14,84.5,4.8,89.4
2009,3.8,0,3.8,1.5,0,1.5,5.3,1.38,5.43,4.42,1.7,0.24,0,2009,78.9,48.6,62.4,6.09,2.4,8.49,2008,7.02,54.1,21.4,75.5
2008,3,0,3,2.26,0,2.26,5.26,-,-,3.35,1.8,0,0.84,2008,129.5,42.95,87.5,3.43,2.58,6.01,2007,6.91,43.4,32.7,76.1
2007,1.9,0,1.9,2.1,0,2.1,4,-,-,3.4,2.7,0,-,2007,132.5,90,108,1.76,1.95,3.71,2006,6.17,30.8,34,64.8
2006,1.4,0,1.4,2.1,0,2.1,3.5,-,-,2.17,2.7,0,-,-,-,-,-,-,-,-,2005,5.12,27.3,41,68.4
2005,0.5,0,0.5,1.5,0.5,2,2.5,-,-,0.85,2.7,0,-,-,-,-,-,-,-,-,2004,2.7,18.5,74.1,92.6
平均,2.76,0.06,2.83,0.85,0.04,0.88,3.71,,,,,,,平均,79.5,49.9,63,5.3,0.9,6.3,平均,4.41,69,18.6,87.5
累計,38.7,0.9,39.6,11.9,0.5,12.4,52,,,,,,,累計,,,,,,,累計,61.8,,,
