盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,89.7,0,-,-,-,-,2018,11.7,9.81,10.9,5.52,0,5.52,2017,0.8,75,0,75
2017,0.5,0,0.5,0,0,0,0.5,74.9,0,-,-,-,-,2017,10.3,7.89,8.78,5.7,0,5.7,2016,0.4,125,0,125
2016,0.5,0,0.5,0,0,0,0.5,74.9,0,-,-,-,-,2016,8.65,6.94,7.95,6.29,0,6.29,2015,0.58,86.2,0,86.2
2015,0.6,0,0.6,0,0,0,0.6,91,0,75,0.69,1.02,0,2015,13.3,7.72,10.2,5.89,0,5.89,2014,0.73,82.2,0,82.2
2014,0.4,0,0.4,0,0,0,0.4,60.1,0,70,0.84,0.98,0,2014,10.5,8.3,9.39,4.26,0,4.26,2013,0.56,71.4,0,71.4
2013,0.18,0,0.18,0,0,0,0.18,27,0,33,0.66,0.34,0,2013,9.23,7.47,8.47,2.13,0,2.13,2012,0.39,46.2,0,46.2
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.2,6.33,7.69,0,0,0,2011,0.15,0,0,0
2011,0.59,0,0.59,0.1,0,0.1,0.69,65.1,109,60,0.7,0.78,0,2011,13.8,7.45,10.7,5.56,0.93,6.48,2010,0.8,74,12.3,86.3
2010,0.5,0,0.5,0.1,0,0.1,0.6,53.2,106,40,0.55,0.66,0,2010,13,7.88,9.05,5.53,1.11,6.63,2009,0.69,72.5,14.5,87
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9.99,5.41,7.91,0,0,0,2008,-0.64,0,0,0
2008,0.2,0,0.2,0.25,0,0.25,0.45,-,-,40,0.53,0.65,0,2008,15.45,5.07,10.7,1.88,2.35,4.22,2007,0.66,30.3,37.9,68.2
2007,0.7,0,0.7,0.3,0,0.3,1,-,-,60,0.4,1.3,-,2007,16.5,11.75,13.9,5.05,2.16,7.21,2006,1.36,51.5,22.1,73.5
2006,0.2,0,0.2,0,0.3,0.3,0.5,-,-,40,0.38,0.24,-,2006,15.25,11.05,12.9,1.55,2.32,3.86,2005,0.96,20.8,31.2,52.1
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,15.5,9.96,12.4,0,0,0,2004,-0.54,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,21.2,14.6,16.7,0,0,0,2003,-1.4,0,0,0
2003,0.08,0,0.08,0,0.5,0.5,0.58,-,-,60,0.92,0,-,2003,16.8,11.2,13.6,0.62,3.67,4.29,2002,0.66,12.8,75.7,88.5
2002,0,0,0,0.01,2.26,2.27,2.27,-,-,0,0,0,-,2002,26.7,12.05,19.6,0,11.6,11.6,2001,0.02,0,11342,11342
2001,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,38.2,15.8,25.9,-,-,-,-,-,-,-,-
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,61.5,22.1,40.1,-,-,-,-,-,-,-,-
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,85,41.2,56.5,-,-,-,-,-,-,-,-
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,112.5,55,79.5,-,-,-,-,-,-,-,-
1997,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,193,75.5,113,-,-,-,-,-,-,-,-
1996,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,97.5,66.5,80.4,-,-,-,-,-,-,-,-
1995,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,146,68.5,105,-,-,-,-,-,-,-,-
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,195,104,137,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,125,52,77.5,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,130,55.5,78.5,-,-,-,-,-,-,-,-
1991,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,138,59,90.8,-,-,-,-,-,-,-,-
平均,0.18,0,0.18,0.03,0.11,0.14,0.32,,,,,,,平均,55.7,27.4,38.4,2.9,1.4,4.4,平均,0.36,44,679,723
累計,5.06,0,5.06,0.76,3.06,3.82,8.87,,,,,,,累計,,,,,,,累計,6.18,,,
