盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,0.83,0,-,-,-,-,2018,28.2,16.5,22.3,2.69,0,2.69,2017,0.34,176,0,176
2017,1.26,0.24,1.5,0,0,0,1.5,2.58,0,-,-,-,-,2017,38.4,25.7,30.7,4.88,0,4.88,2016,1.23,122,0,122
2016,3.8,0,3.8,0,0,0,3.8,6.62,0,-,-,-,-,2016,60.6,28.55,43,8.84,0,8.84,2015,4.33,87.8,0,87.8
2015,2.2,0,2.2,0,0,0,2.2,3.83,0,13.1,1.8,0.46,0,2015,165.5,42,92.6,2.38,0,2.38,2014,4.16,52.9,0,52.9
2014,2.1,0,2.1,0,0,0,2.1,3.66,0,9.29,1.8,0.33,0,2014,213,116.5,166,1.26,0,1.26,2013,3,70,0,70
2013,4.48,0,4.48,0,0,0,4.48,7.78,0,18.3,1.8,0.64,0,2013,178,77.2,105,4.25,0,4.25,2012,6.15,72.9,0,72.9
2012,2.6,1,3.6,0,0,0,3.6,5.91,0,4.23,1.8,0.15,0,2012,92.5,52.1,75.2,4.79,0,4.79,2011,1.43,252,0,252
2011,4.1,0,4.1,0,0,0,4.1,6.74,0,12.9,1.39,0.59,0,2011,96.2,42.2,72.5,5.66,0,5.66,2010,6.21,66,0,66
2010,2.31,0,2.31,0,0,0,2.31,3.58,0,3.51,0.9,0.25,0,2010,98.5,40.5,54.3,4.26,0,4.26,2009,2.77,83.4,0,83.4
2009,1.56,0,1.56,1.5,0,1.5,3.06,1.9,18.3,4.82,0.9,0.02,1.25,2009,51,20.7,32.4,4.82,4.63,9.45,2008,4.37,35.7,34.3,70
2008,3.1,0,3.1,0.5,0,0.5,3.6,-,-,4.43,0.9,0.11,1.1,2008,54.7,19.6,38.5,8.04,1.3,9.34,2007,4.2,73.8,11.9,85.7
2007,3.49,0,3.49,0.97,0,0.97,4.46,-,-,4.93,0.9,0.15,-,2007,88.7,32.5,58.9,5.93,1.65,7.58,2006,5.31,65.7,18.3,84
2006,3.6,0,3.6,0,0,0,3.6,-,-,3.9,0.89,0.27,-,2006,69.5,34.45,45.1,7.99,0,7.99,2005,4.4,81.8,0,81.8
2005,3.8,0,3.8,0,0,0,3.8,-,-,6.27,1.27,0.42,-,2005,77.5,40.35,59.4,6.4,0,6.4,2004,5.08,74.8,0,74.8
2004,2.9,0,2.9,1,0,1,3.9,-,-,11.9,2.7,0.3,-,2004,97.5,47.5,69.1,4.19,1.45,5.64,2003,5.11,56.8,19.6,76.3
2003,1.2,0,1.2,1,0,1,2.2,-,-,5.9,2.7,0.11,-,2003,74,38.5,59,2.03,1.69,3.73,2002,3.03,39.6,33,72.6
2002,1,0,1,1,1,2,3,-,-,3.9,-,0,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0.7,0,0.7,0,1,1,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,2.36,0.07,2.42,0.31,0.11,0.42,2.84,,,,,,,平均,92.7,42.2,64,4.9,0.7,5.6,平均,3.82,88.2,7.3,95.5
累計,44.8,1.24,46,5.97,2,7.97,54,,,,,,,累計,,,,,,,累計,61.1,,,
