盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,2.37,1.23,1.9,0,0,0,2017,-0.5,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,3.77,1.72,2.51,0,0,0,2016,-0.59,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,2.34,0.93,1.27,0,0,0,2015,-0.99,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2.37,0.81,1.5,0,0,0,2014,-1.55,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5.89,1.43,3.25,0,0,0,2013,-2.2,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5.17,3.07,3.98,0,0,0,2012,-1.99,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.68,3.25,5.19,0,0,0,2011,-2.09,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,13.25,3.77,7.94,0,0,0,2010,0.02,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,13.1,5.94,8.44,0,0,0,2009,-10.72,0,0,0
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,14.9,3.4,10.4,0,0,0,2008,-5.26,0,0,0
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,31.95,2.58,16,0,0,0,2007,0.2,0,0,0
2007,0.68,0,0.68,0.29,0,0.29,0.97,-,-,6.45,2.7,0.12,-,2007,70.5,24.95,44.1,1.54,0.66,2.2,2006,1.28,53,22.7,75.7
2006,0.42,0,0.42,0.42,0,0.42,0.84,-,-,4.96,2.7,0.09,-,2006,55.5,24.15,35.9,1.17,1.17,2.34,2005,1.18,35.6,35.6,71.2
2005,1.48,0,1.48,0.49,0,0.49,1.98,-,-,9.65,2.2,0.17,-,2005,30,18,23,6.46,2.15,8.61,2004,3.03,49,16.3,65.3
2004,1.9,0,1.9,0.5,0,0.5,2.4,-,-,8.25,2.16,0.12,-,2004,48,19,30.3,6.27,1.65,7.92,2003,2.88,66,17.4,83.3
2003,0.5,0,0.5,0,0,0,0.5,-,-,0.73,0.46,0.04,-,2003,38.5,28.4,32.3,1.55,0,1.55,2002,1.2,41.7,0,41.7
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.28,0,0.28,0.09,0,0.09,0.37,,,,,,,平均,21.6,8.91,14.2,1.1,0.4,1.4,平均,-1.01,15.3,5.7,21.1
累計,4.98,0,4.98,1.71,0,1.71,6.69,,,,,,,累計,,,,,,,累計,-16.1,,,
