盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0,0,0,1.5,2.24,0,-,-,-,-,2018,31.9,24.1,27.3,5.5,0,5.5,2017,2.7,55.6,0,55.6
2017,0,0.5,0.5,0,0,0,0.5,0.75,0,-,-,-,-,2017,29.75,17.35,22.7,2.2,0,2.2,2016,1.39,36,0,36
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,21.5,11.5,15.2,0,0,0,2015,-3.12,0,0,0
2015,1.3,0,1.3,0,0,0,1.3,2.06,0,6.57,2.7,0.13,0,2015,24.9,10.3,17.5,7.43,0,7.43,2014,1.53,85,0,85
2014,1.5,0,1.5,0,0,0,1.5,2.38,0,8.91,3.12,0.28,0,2014,32.6,20,24.3,6.17,0,6.17,2013,1.8,83.3,0,83.3
2013,1.2,0.3,1.5,0,0,0,1.5,2.38,0,5.93,2.24,0.18,0,2013,22.25,18.4,20.5,7.31,0,7.31,2012,1.67,89.8,0,89.8
2012,1.81,0,1.81,0,0,0,1.81,2.86,0,10.7,2.71,0.43,0,2012,23.8,16.5,20.1,8.98,0,8.98,2011,2.58,70,0,70
2011,2.04,0,2.04,0,0,0,2.04,3.17,0,11.1,2.63,0.45,0,2011,31.15,15.2,23.8,8.57,0,8.57,2010,2.92,70,0,70
2010,1.24,0,1.24,0,0,0,1.24,1.84,0,3.39,2.7,0.07,0,2010,28,15.85,22,5.65,0,5.65,2009,0.89,140,0,140
2009,0.25,0,0.25,0.25,0,0.25,0.51,0.35,3.49,2.38,1.29,0.04,0.37,2009,20.7,8.02,11.8,2.16,2.16,4.32,2008,1.36,18.7,18.7,37.5
2008,1.22,0,1.22,0.31,0,0.31,1.53,-,-,6.92,2.74,0.17,0.42,2008,19.85,8.31,14.8,8.29,2.07,10.4,2007,1.89,64.8,16.2,81
2007,1.72,0,1.72,0,0.45,0.45,2.18,-,-,7.59,2.13,0.23,-,2007,27.7,15.15,23.2,7.44,1.95,9.38,2006,3.08,56,14.6,70.6
2006,0.94,0,0.94,0.94,0.13,1.08,2.02,-,-,6.66,2.83,0.1,-,2006,27.1,16.7,19.6,4.8,5.49,10.3,2005,2.35,40,45.8,85.8
2005,0.79,0,0.79,0.79,0.07,0.85,1.64,-,-,5.05,2.57,0.08,-,2005,20.25,14.6,17.4,4.52,4.9,9.42,2004,2.2,35.8,38.8,74.5
2004,0,0,0,0.6,0.4,1,1,-,-,1.63,2.84,0,-,2004,27.1,16.1,19.3,0,5.18,5.18,2003,0.71,0,141,141
2003,0.4,0,0.4,0.4,0.2,0.6,1,-,-,2.09,2.54,0.03,-,2003,36.9,10.2,16.9,2.36,3.54,5.91,2002,1.07,37.4,56.1,93.5
2002,0,0,0,1.53,1,2.53,2.53,-,-,0,0,0,-,2002,32.9,15.1,22.9,0,11,11,2001,2.02,0,125,125
2001,0,0,0,2.64,0,2.64,2.64,-,-,0,0,0,-,2001,49.5,15.1,29.3,0,9.01,9.01,2000,3.75,0,70.3,70.3
2000,0,0,0,2.08,0,2.08,2.08,-,-,0,0,0,-,2000,94,23.6,57,0,3.64,3.64,1999,2.64,0,78.6,78.6
1999,0,0,0,1.58,0,1.58,1.58,-,-,0,0,0,-,1999,50.5,35.3,42,0,3.76,3.76,1998,2.3,0,68.7,68.7
1998,0,0,0,1.85,0,1.85,1.85,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,2.8,0,66.1,66.1
1997,0,0,0,2.94,3.53,6.47,6.47,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.72,0.04,0.76,0.72,0.26,0.99,1.75,,,,,,,平均,32.6,16.4,23.4,4.1,2.6,6.7,平均,1.83,42,35.2,77.3
累計,15.9,0.8,16.7,15.9,5.78,21.7,38.4,,,,,,,累計,,,,,,,累計,38.5,,,
