盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,16.8,12.1,13.5,0,0,0,2017,-0.84,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,18.15,12.8,14.7,0,0,0,2016,-1.22,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,19.85,11.45,14.9,0,0,0,2015,-1.23,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20.45,11.05,15.8,0,0,0,2014,0.36,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,24.55,16.9,20.5,0,0,0,2013,-0.61,0,0,0
2013,0.3,0,0.3,0,0,0,0.3,0.31,0,2.2,4.5,0.02,0,2013,29.8,19.25,22.8,1.31,0,1.31,2012,0.46,65.2,0,65.2
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,35.1,22.25,27.3,0,0,0,2011,-0.25,0,0,0
2011,1.74,0,1.74,0.51,0,0.51,2.25,1.77,5.22,6.67,2.7,0.16,0,2011,52.3,26.55,40,4.34,1.28,5.62,2010,2.37,73.3,21.6,94.9
2010,2,0,2,0,0,0,2,2.09,0,5.97,2.7,0.14,0,2010,65.1,47.1,53.7,3.72,0,3.72,2009,2.51,79.7,0,79.7
2009,1.3,0,1.3,0,0,0,1.3,1.1,0,7.13,4.5,0.07,0,2009,68.5,26.8,48.9,2.66,0,2.66,2008,1.86,69.9,0,69.9
2008,1.6,0,1.6,0.4,0,0.4,2,-,-,9.12,3.54,0.07,0.2,2008,89.8,27,58.2,2.75,0.69,3.44,2007,3.16,50.6,12.7,63.3
2007,0.7,0,0.7,0.8,0,0.8,1.5,-,-,6.27,3.51,0.03,-,2007,140.5,53.5,79.6,0.88,1,1.88,2006,2.56,27.3,31.2,58.6
2006,0,0,0,1.51,0,1.51,1.51,-,-,5,3.95,0,-,2006,79.4,33,48.1,0,3.14,3.14,2005,2.25,0,67.1,67.1
2005,0,0,0,1.68,0.38,2.06,2.06,-,-,4.44,4.62,0.04,-,2005,37.8,27.6,31.1,0,6.62,6.62,2004,2.23,0,92.2,92.2
2004,0,0,0,1.8,0,1.8,1.8,-,-,3.63,4.97,0.04,-,2004,46.2,25,33.9,0,5.3,5.3,2003,2.01,0,89.6,89.6
2003,0,0,0,1.5,0,1.5,1.5,-,-,2.63,3.9,0.03,-,2003,33.5,31.5,32.2,0,4.65,4.65,2002,2.43,0,61.7,61.7
2002,0,0,0,0.77,0,0.77,0.77,-,-,1,4.8,0.01,-,-,-,-,-,-,-,-,2001,0.89,0,86.8,86.8
2001,1.5,0,1.5,1.5,0,1.5,3,-,-,3.33,-,0,-,-,-,-,-,-,-,-,2000,-,-,-,-
平均,0.51,0,0.51,0.58,0.02,0.6,1.11,,,,,,,平均,48.6,25.2,34.7,1,1.4,2.4,平均,1.11,21.5,27.2,48.8
累計,9.14,0,9.14,10.5,0.38,10.8,20,,,,,,,累計,,,,,,,累計,18.9,,,
