盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.32,0,0.32,0,0,0,0.32,0.7,0,-,-,-,-,2018,8.88,7,7.68,4.17,0,4.17,2017,0.41,78,0,78
2017,0.2,0,0.2,0,0,0,0.2,0.44,0,-,-,-,-,2017,7.81,6.02,6.54,3.06,0,3.06,2016,-0.01,-2000,0,-2000
2016,0.2,0,0.2,0,0,0,0.2,0.44,0,-,-,-,-,2016,6.79,5.52,6.13,3.26,0,3.26,2015,0.03,667,0,667
2015,0.3,0,0.3,0,0,0,0.3,0.66,0,2.08,4.54,0.01,0,2015,9.87,5.9,7.47,4.02,0,4.02,2014,0.21,143,0,143
2014,0.5,0,0.5,0,0,0,0.5,1.1,0,3.47,2.55,0.02,0,2014,11.35,7.5,9.07,5.51,0,5.51,2013,0.62,80.6,0,80.6
2013,0.38,0,0.38,0,0,0,0.38,0.84,0,2.64,2.89,0.02,0,2013,10.95,8.56,9.29,4.09,0,4.09,2012,0.42,90.5,0,90.5
2012,0.3,0,0.3,0,0,0,0.3,0.66,0,2.78,0.23,0.01,0,2012,15.65,7.77,10,2.99,0,2.99,2011,5.38,5.6,0,5.6
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,18.5,10.15,13.6,0,0,0,2010,2.07,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,14.55,4.3,7.18,0,0,0,2009,-1.34,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6.83,1.95,4.22,0,0,0,2008,-1.05,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,8.9,1.7,4.93,0,0,0,2007,0.12,0,0,0
2007,0,0,0,0,0,0,0,-,-,-,-,-,-,2007,13.3,5.01,7.74,0,0,0,2006,-0.26,0,0,0
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,8.7,2.61,4.13,0,0,0,2005,-2.01,0,0,0
2005,0,0,0,0,0,0,0,-,-,-,-,-,-,2005,7.4,2.8,4.26,0,0,0,2004,-0.52,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,12.5,5,7.09,0,0,0,2003,-0.41,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,6.25,2.35,3.65,0,0,0,2002,-0.31,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.75,1.36,3.48,0,0,0,2001,-1.46,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,3.14,1.07,1.69,0,0,0,2000,-1.77,0,0,0
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,2000,11.6,1.22,5.08,0,0,0,1999,-0.89,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,18.39,6.95,10.7,0,0,0,1998,-1.53,0,0,0
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,1998,29.7,10.75,19.5,0,0,0,1997,0.06,0,0,0
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,1997,35.29,19.5,25.2,0,0,0,1996,-1.12,0,0,0
1996,0,0,0,0,1,1,1,-,-,0,0,0,-,1996,29.9,17.7,22.1,0,4.52,4.52,1995,1.64,0,61,61
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,36.9,15,25.5,0,0,0,1994,-0.34,0,0,0
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,38.1,17.1,21.6,0,0,0,1993,-2.09,0,0,0
1993,0,0,0,0,0,0,0,-,-,0,0,0,-,1993,30.4,15.7,20.6,0,0,0,1992,-1.19,0,0,0
1992,0,0,0,2,0,2,2,-,-,0,0,0,-,1992,45.9,20.3,32.7,0,6.12,6.12,1991,-0.25,0,-795,-795
1991,0,0,0,0,1,1,1,-,-,0,0,0,-,1991,54,16.8,35.9,0,2.78,2.78,1990,-1.06,0,-94.7,-94.7
1990,0,0,0,0,1,1,1,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,0,0.67,0.67,0.67,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0,0,0,0,0.65,0.65,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
平均,0.07,0,0.07,0.06,0.14,0.2,0.27,,,,,,,平均,18.1,8.13,12,1,0.5,1.4,平均,-0.24,-33.4,-29.6,-63
累計,2.2,0,2.2,2,4.32,6.32,8.52,,,,,,,累計,,,,,,,累計,-6.65,,,
