盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,16.45,12.35,13.7,0,0,0,2017,2.55,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,16.5,9.95,12.6,0,0,0,2016,-0.81,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,10.75,7.11,8.16,0,0,0,2015,0.04,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,12.8,6.8,9.76,0,0,0,2014,0.13,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,14.15,8.48,11.3,0,0,0,2013,-0.62,0,0,0
2013,0.5,0,0.5,0,0,0,0.5,11.6,0,25.5,1.8,0.38,0,2013,20.05,13.2,15.5,3.22,0,3.22,2012,0.61,82,0,82
2012,1.75,0,1.75,1.75,0,1.75,3.5,34.6,346,197,1.8,2.95,0,2012,39.35,15.85,26.2,6.69,6.69,13.4,2011,5.53,31.6,31.6,63.3
2011,1,0,1,1,0,1,2,17.9,179,106,1.68,1.59,0,2011,48.5,24.6,34.8,2.87,2.87,5.75,2010,3.52,28.4,28.4,56.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,31.3,9.98,18.8,0,0,0,2009,1.15,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,13.1,5.48,9.47,0,0,0,2008,-1.78,0,0,0
2008,0,0,0,0.6,0,0.6,0.6,-,-,23.8,0.83,0,3.56,2008,21.4,4.98,12.3,0,4.87,4.87,2007,1.7,0,35.3,35.3
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,17.6,8.73,12.3,0,0,0,2006,1.05,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,10.4,6.6,8.01,0,0,0,2005,0.71,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,10.5,6.54,8.25,0,0,0,2004,0.42,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,8.9,4.36,6.4,0,0,0,2003,0.27,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,6.95,3.05,4.59,0,0,0,2002,-1.2,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,7.7,2.08,4.42,0,0,0,2001,-2.34,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,7.25,2.04,3.5,0,0,0,2000,0.06,0,0,0
2000,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,2000,19.5,3.75,12.1,0,4.14,4.14,1999,-0.2,0,-250,-250
1999,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,1999,23.7,12.75,17.8,0,5.62,5.62,1998,0.12,0,833,833
1998,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,1998,38,18.3,27,0,5.56,5.56,1997,1.55,0,96.8,96.8
1997,0,0,0,1,0.6,1.6,1.6,-,-,0,0,0,-,1997,56.5,25.5,41.2,0,3.89,3.89,1996,1.49,0,107,107
1996,0,0,0,0,0,0,0,-,-,-,-,-,-,1996,38.7,19,27.4,0,0,0,1995,0.84,0,0,0
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,44.9,16,27.2,0,0,0,1994,-3.47,0,0,0
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,47.2,19.3,32.3,0,0,0,1993,0.17,0,0,0
1993,0.3,0,0.3,0,0,0,0.3,-,-,0,0,0,-,1993,28.5,13.2,21.2,1.41,0,1.41,1992,-0.24,-124,0,-124
1992,0.3,0,0.3,0,0,0,0.3,-,-,0,0,0,-,1992,27.8,13.5,18.7,1.6,0,1.6,1991,0.65,46.4,0,46.4
1991,0.3,0,0.3,0,1.2,1.2,1.5,-,-,0,-,0,-,1991,35,16,26.8,1.12,4.47,5.59,1990,-,-,-,-
1990,1.2,0,1.2,0,0,0,1.2,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,2,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
平均,0.24,0,0.24,0.19,0.11,0.3,0.55,,,,,,,平均,24.1,11.1,16.8,0.6,1.4,2,平均,0.44,2.4,32.7,35.1
累計,7.35,0,7.35,5.85,3.3,9.15,16.5,,,,,,,累計,,,,,,,累計,11.9,,,
