盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,8.88,0,8.88,0,0,0,8.88,6.83,0,-,-,-,-,2018,536,273.5,444,2,0,2,2017,14.81,59.9,0,59.9
2017,10.12,0,10.12,0,0,0,10.12,7.63,0,-,-,-,-,2017,515,296,425,2.38,0,2.38,2016,14.01,72.2,0,72.2
2016,8.82,0,8.82,0,0,0,8.82,6.28,0,-,-,-,-,2016,546,307.5,434,2.03,0,2.03,2015,12.57,70.2,0,70.2
2015,3.48,2.52,6,0,0,0,6,4.12,0,2.1,0.37,0.26,0,2015,397,214,312,1.92,0,1.92,2014,8.63,69.5,0,69.5
2014,5,0,5,0,0,0,5,3.33,0,1.4,0.38,0.26,0,2014,253,157.5,201,2.49,0,2.49,2013,6.17,81,0,81
2013,1.74,0,1.74,1.12,0,1.12,2.86,0.94,6.06,0,0,0,0.44,-,-,-,-,-,-,-,2012,3.45,50.3,32.6,82.9
2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,2.16,-,-,-
2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010,2.64,-,-,-
平均,4.75,0.32,5.07,0.14,0,0.14,5.21,,,,,,,平均,449,250,363,2.2,0,2.2,平均,8.06,67.2,5.4,72.6
累計,38,2.52,40.6,1.12,0,1.12,41.7,,,,,,,累計,,,,,,,累計,64.4,,,
