盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0,0.4,1.4,0,1.4,1.8,0.61,21.2,-,-,-,-,2018,37.95,20.7,28.9,1.38,4.84,6.22,2017,0.19,210,737,947
2017,1.2,0,1.2,0,0,0,1.2,1.82,0,-,-,-,-,2017,22.3,16.55,19,6.33,0,6.33,2016,-0.37,-324,0,-324
2016,1.6,0,1.6,0,0,0,1.6,2.43,0,-,-,-,-,2016,25.6,16.05,20.5,7.79,0,7.79,2015,4,40,0,40
2015,1.2,0,1.2,0,0,0,1.2,1.82,0,17.2,-8.49,0.07,0,2015,25.6,21.3,23.5,5.12,0,5.12,2014,-1.34,-89.6,0,-89.6
2014,1.5,0,1.5,0,0,0,1.5,2.28,0,35.4,8.93,0.13,0,2014,28.1,21.25,24.6,6.1,0,6.1,2013,2.61,57.5,0,57.5
2013,1,0,1,0,0,0,1,1.52,0,9.29,4.04,0.1,0,2013,26.8,18.6,21.5,4.66,0,4.66,2012,1.52,65.8,0,65.8
2012,2,0,2,0,0,0,2,3.04,0,15.4,3.9,0.16,0,2012,22.35,16.9,19.8,10.1,0,10.1,2011,2.6,76.9,0,76.9
2011,2,0,2,0,0,0,2,3.04,0,16.6,4.24,0.17,0,2011,33,14.65,23,8.71,0,8.71,2010,2.62,76.3,0,76.3
2010,2,0,2,0,0,0,2,2.99,0,15.7,4.27,0.17,0,2010,34.3,22.95,26.3,7.61,0,7.61,2009,2.56,78.1,0,78.1
2009,1.5,0,1.5,0,0,0,1.5,2.13,0,15,4.28,0.16,0,2009,32.9,8.85,21.9,6.84,0,6.84,2008,2.49,60.2,0,60.2
2008,2.03,0,2.03,0,0,0,2.03,-,-,19.1,4.27,0.2,0,2008,49.5,8.64,26.1,7.76,0,7.76,2007,3.52,57.6,0,57.6
2007,0.94,0,0.94,0.47,0,0.47,1.4,-,-,10.6,4.27,0.11,-,2007,60.4,22.1,37.1,2.53,1.26,3.79,2006,2.14,43.8,21.9,65.6
2006,0.6,0,0.6,0,0,0,0.6,-,-,6.48,4.24,0.07,-,2006,34.15,7.55,15.7,3.82,0,3.82,2005,1.32,45.5,0,45.5
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,10.8,5,7.45,0,0,0,2004,1.09,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,10.1,3.49,6.21,0,0,0,2003,-3.08,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,5.95,2.86,4.43,0,0,0,2002,-1.54,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,10.4,3.82,6.52,0,0,0,2001,0.02,0,0,0
2001,0.34,0,0.34,0,0,0,0.34,-,-,0,0,0,-,2001,8.3,4.1,5.7,5.96,0,5.96,2000,0.42,81,0,81
2000,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,2000,17.5,6.3,11,0,4.54,4.54,1999,-1.04,0,-48.1,-48.1
1999,0,0,0,0.4,0.7,1.1,1.1,-,-,-,-,-,-,1999,28.5,9.55,15.4,0,7.16,7.16,1998,0.57,0,193,193
1998,0,0,0,0,1.1,1.1,1.1,-,-,0,0,0,-,1998,48.8,23,33.3,0,3.31,3.31,1997,0.33,0,333,333
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,1997,110,30,48.9,0,0,0,1996,0.6,0,0,0
1996,0,0,0,0,0,0,0,-,-,-,-,-,-,1996,44.9,26.8,34.1,0,0,0,1995,-1.32,0,0,0
1995,0,0,0,0.8,1.2,2,2,-,-,-,-,-,-,1995,71,26.4,43,0,4.65,4.65,1994,1.04,0,193,193
1994,0,0,0,1.1,1,2.1,2.1,-,-,-,-,-,-,1994,123,55,80,0,2.62,2.62,1993,1.63,0,129,129
1993,0,0,0,0,2.2,2.2,2.2,-,-,0,0,0,-,1993,81.5,37.6,55.6,0,3.95,3.95,1992,0.41,0,535,535
1992,0,0,0,1.6,0,1.6,1.6,-,-,0,0,0,-,1992,113,45.9,82,0,1.95,1.95,1991,0.44,0,366,366
1991,0,0,0,1.2,0.3,1.5,1.5,-,-,-,-,-,-,1991,190,49.8,107,0,1.4,1.4,1990,1.33,0,113,113
1990,0,0,0,1.5,0.1,1.6,1.6,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,1.6,0,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0.4,0,0.4,0.4,0,0.4,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,0,0,0,0.6,1.4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
1984,0,0,0,1.66,0,1.66,1.66,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.57,0,0.57,0.39,0.26,0.64,1.21,,,,,,,平均,46.7,19.5,30.3,3,1.3,4.3,平均,0.88,17.1,91.9,109
累計,18.7,0,18.7,12.7,8.5,21.2,39.9,,,,,,,累計,,,,,,,累計,24.8,,,
