盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2,0,2,0,0,0,2,1.05,0,-,-,-,-,2018,68.1,45.6,55.6,3.6,0,3.6,2017,3.52,56.8,0,56.8
2017,1.5,0,1.5,0,0,0,1.5,0.79,0,-,-,-,-,2017,55.4,46.1,49.7,3.02,0,3.02,2016,4.2,35.7,0,35.7
2016,1.8,0,1.8,0,0,0,1.8,0.95,0,-,-,-,-,2016,71.1,47.85,58,3.1,0,3.1,2015,4.53,39.7,0,39.7
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,62.3,34.1,46.2,0,0,0,2014,-1.32,0,0,0
2014,0.99,0,0.99,0,0,0,0.99,0.42,0,0,0,0.01,0,2014,91,34.25,58.8,1.68,0,1.68,2013,2.66,37.1,0,37.1
2013,0.99,0,0.99,0,0,0,0.99,0.42,0,0,0,0.02,0,2013,46.9,36,40,2.49,0,2.49,2012,4.41,22.5,0,22.5
2012,0.2,0,0.2,0,0,0,0.2,0.08,0,0,0,0.01,0,2012,61.4,26.6,42.9,0.46,0,0.46,2011,3,6.6,0,6.6
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,33.45,18.45,24,0,0,0,2010,2.98,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,22.8,6.5,14.4,0,0,0,2009,0.04,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10.65,4.64,7.11,0,0,0,2008,-3.88,0,0,0
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,15.6,1.36,5.15,0,0,0,2007,-0.81,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,4.31,1.85,2.97,0,0,0,2006,-0.7,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,2.36,1.41,1.83,0,0,0,2005,-2.65,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,3.19,1.27,2.29,0,0,0,2004,-17.78,0,0,0
2004,0.15,0,0.15,0.15,0,0.15,0.3,-,-,-,-,-,-,2004,39,1.84,21.4,0.7,0.7,1.4,2003,0.62,24.2,24.2,48.4
2003,0,0,0,0.38,0,0.38,0.38,-,-,1,2.65,0.08,-,2003,55.5,18.1,27.8,0,1.37,1.37,2002,0.54,0,70.4,70.4
2002,1,0,1,0,0,0,1,-,-,-,-,-,-,2002,42.1,14.85,23.4,4.27,0,4.27,2001,1.49,67.1,0,67.1
2001,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,2.25,0,66.7,66.7
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.45,0,0.45,0.11,0,0.11,0.56,,,,,,,平均,40.3,20,28.3,1.1,0.1,1.3,平均,0.17,16.1,9,25.1
累計,8.63,0,8.63,2.03,0,2.03,10.7,,,,,,,累計,,,,,,,累計,3.1,,,
