盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,7.7,5.65,6.61,0,0,0,2017,-3.06,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,7.9,6.38,6.85,0,0,0,2016,-1.45,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,8,6.4,7,0,0,0,2015,-1.01,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10.2,6.08,8.04,0,0,0,2014,-0.39,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12.7,7.5,9.97,0,0,0,2013,-1.14,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12.6,7.75,8.74,0,0,0,2012,-1.41,0,0,0
2012,0.1,0.15,0.25,0,0,0,0.25,0.55,0,0.83,1.72,0.06,0,2012,14.55,7.2,10.1,2.49,0,2.49,2011,0.22,114,0,114
2011,0.4,0,0.4,0,0,0,0.4,0.9,0,1.78,1.8,0.13,0,2011,25.7,9.6,16.5,2.43,0,2.43,2010,0.44,90.9,0,90.9
2010,0.2,0,0.2,0,0,0,0.2,0.45,0,0.34,1.76,0.03,0,2010,25.25,12.5,17.5,1.15,0,1.15,2009,0.09,222,0,222
2009,0.3,0,0.3,0,0,0,0.3,0.67,0,1.8,1.49,0.17,0,2009,16.85,6.61,11,2.72,0,2.72,2008,0.53,56.4,0,56.4
2008,1.05,0,1.05,0.05,0,0.05,1.1,-,-,4.8,1.12,0.16,2.3,2008,19.5,6.26,13.9,7.55,0.35,7.9,2007,1.89,55.6,2.6,58.1
2007,0.94,0,0.94,0.05,0,0.05,0.99,-,-,4.8,1.31,0.09,-,2007,25.5,16.5,21.2,4.44,0.23,4.67,2006,1.63,57.9,3,60.9
2006,1.81,0,1.81,0.2,0,0.2,2.01,-,-,7,1.01,0.22,-,2006,31.5,18.55,24,7.54,0.84,8.39,2005,3.2,56.6,6.3,62.9
2005,0.94,0,0.94,0.1,0,0.1,1.04,-,-,5.92,1.52,0.06,-,2005,33.1,15.2,21.8,4.31,0.48,4.79,2004,1.82,51.6,5.7,57.3
2004,2.07,0,2.07,0,0,0,2.07,-,-,12.3,1.82,0.12,-,2004,32.5,16.8,23.1,8.94,0,8.94,2003,3.22,64.2,0,64.2
2003,1.04,0,1.04,0.11,0,0.11,1.15,-,-,4.54,1.47,0,-,2003,31.6,18.2,24.5,4.22,0.46,4.69,2002,1.46,70.9,7.8,78.7
2002,1.25,0,1.25,1.25,0,1.25,2.5,-,-,0,0,0,-,2002,54.5,19.8,35.5,3.53,3.53,7.05,2001,3.36,37.2,37.2,74.4
2001,1,0,1,4,0,4,5,-,-,0,0,0,-,2001,111,31.9,65.9,1.52,6.07,7.59,2000,6.84,14.6,58.5,73.1
2000,0,0,0,4.5,0,4.5,4.5,-,-,0,0,0,-,2000,220,45.9,114,0,3.96,3.96,1999,6.23,0,72.2,72.2
1999,0,0,0,5,0,5,5,-,-,0,0,0,-,1999,300,81.5,159,0,3.14,3.14,1998,6.3,0,79.4,79.4
1998,0,0,0,4.51,0,4.51,4.51,-,-,-,-,-,-,1998,162,125,147,0,3.06,3.06,1997,5.47,0,82.6,82.6
1997,0,0,0,0.98,0,0.98,0.98,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,1,0,97.8,97.8
1996,0,0,0,17.53,0,17.53,17.53,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,3.33,0,3.33,3.33,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.43,0.01,0.43,1.6,0,1.6,2.03,,,,,,,平均,55.4,22.4,35.8,2.4,1.1,3.5,平均,1.6,40.5,20.6,61.1
累計,11.1,0.15,11.2,41.6,0,41.6,52.9,,,,,,,累計,,,,,,,累計,35.2,,,
