盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,5,0,5,0,0,0,5,4.05,0,-,-,-,-,2018,103,85,92,5.43,0,5.43,2017,7.11,70.3,0,70.3
2017,4.75,0,4.75,0,0,0,4.75,3.85,0,-,-,-,-,2017,120,89.4,98.9,4.8,0,4.8,2016,9.02,52.7,0,52.7
2016,4.5,0,4.5,0,0,0,4.5,3.64,0,-,-,-,-,2016,135.5,84.1,106,4.23,0,4.23,2015,7.45,60.4,0,60.4
2015,4.23,0,4.23,0,0,0,4.23,3.42,0,4.6,1.02,0.36,0,2015,131.5,50.6,73.3,5.78,0,5.78,2014,5.64,75.1,0,75.1
2014,4.01,0,4.01,0,0,0,4.01,3.21,0,4.67,1.1,0.34,0,2014,85,55.3,68.1,5.88,0,5.88,2013,5.36,74.7,0,74.7
2013,3.8,0,3.8,0,0,0,3.8,3.01,0,4.76,1.2,0.34,0,2013,81.6,50.2,58.1,6.54,0,6.54,2012,5,76,0,76
2012,3.59,0,3.59,0,0,0,3.59,2.85,0,4.69,1.55,0.23,0,2012,67,45.3,53.1,6.76,0,6.76,2011,3.84,93.5,0,93.5
2011,3.47,0,3.47,0,0,0,3.47,2.72,0,4.87,1.22,0.27,0,2011,156.5,39.7,87.4,3.97,0,3.97,2010,5.02,69.1,0,69.1
2010,3.2,0,3.2,0,0,0,3.2,2.54,0,4.5,1.2,0.23,0,2010,137,64.2,83.9,3.82,0,3.82,2009,5.22,61.3,0,61.3
2009,2.5,0,2.5,0,0,0,2.5,1.79,0,4.07,0.98,0.2,0,2009,149,127,138,1.81,0,1.81,2008,6.05,41.3,0,41.3
2008,1,0,1,4,0,4,5,-,-,5.29,1.23,0.11,1.53,-,-,-,-,-,-,-,2007,9.86,10.1,40.6,50.7
平均,3.64,0,3.64,0.36,0,0.36,4,,,,,,,平均,117,69.1,85.9,4.9,0,4.9,平均,6.32,62.2,3.7,65.9
累計,40,0,40,4,0,4,44,,,,,,,累計,,,,,,,累計,69.6,,,
