盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,7.77,0.23,8,0,0,0,8,11.2,0,-,-,-,-,2018,303,182.5,237,3.37,0,3.37,2017,9.07,88.2,0,88.2
2017,7.16,0.84,8,0,0,0,8,11.2,0,-,-,-,-,2017,235.5,188,210,3.81,0,3.81,2016,8.45,94.7,0,94.7
2016,5.72,1.28,7,0,0,0,7,9.8,0,-,-,-,-,2016,236.5,188,210,3.33,0,3.33,2015,7.48,93.6,0,93.6
2015,7.55,0.93,8.48,0,0,0,8.48,12,0,1.07,0.09,0.01,0,2015,344.5,176.5,252,3.36,0,3.36,2014,9.11,93.1,0,93.1
2014,3.07,0.43,3.5,0,0,0,3.5,4.48,0,0.39,0.07,0,0,2014,344,283,324,1.08,0,1.08,2013,4.39,79.7,0,79.7
2013,3.92,0,3.92,0,0,0,3.92,5.01,0,0.5,0.09,0.01,0,-,-,-,-,-,-,-,2012,4.36,89.9,0,89.9
2012,4.39,0,4.39,1,0,1,5.39,5.11,11.6,0.64,-,0.01,0,-,-,-,-,-,-,-,2011,-,-,-,-
2011,8.12,0,8.12,0,0,0,8.12,9.37,0,0.94,-,0.01,0,-,-,-,-,-,-,-,2010,-,-,-,-
2010,5.08,0,5.08,4,0,4,9.08,4.16,32.8,0.74,-,0.01,0,-,-,-,-,-,-,-,2009,-,-,-,-
平均,5.87,0.41,6.28,0.56,0,0.56,6.83,,,,,,,平均,293,204,247,3,0,3,平均,7.14,89.9,0,89.9
累計,52.8,3.71,56.5,5,0,5,61.5,,,,,,,累計,,,,,,,累計,42.9,,,
