盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4.2,0,4.2,0,0,0,4.2,7.63,0,-,-,-,-,2018,92.9,75.6,82.4,5.1,0,5.1,2017,5.98,70.2,0,70.2
2017,5,0,5,0,0,0,5,8.29,0,-,-,-,-,2017,105.5,72.3,87.6,5.71,0,5.71,2016,7.25,69,0,69
2016,3.9,0,3.9,0.2,0,0.2,4.1,6.34,3.25,-,-,-,-,2016,90.8,51,70.1,5.57,0.29,5.85,2015,5.89,66.2,3.4,69.6
2015,3.7,0,3.7,0.3,0,0.3,4,5.84,4.74,11.6,1.35,0.46,0,2015,64.4,40.6,55.7,6.64,0.54,7.18,2014,5.44,68,5.5,73.5
2014,3.6,0,3.6,0.2,0,0.2,3.8,5.57,3.1,10.8,1.35,0.43,0,2014,67,50.1,58.1,6.19,0.34,6.54,2013,5.22,69,3.8,72.8
2013,3.58,0,3.58,0.2,0,0.2,3.78,5.37,2.98,10.5,1.31,0.42,0,2013,61,47.25,52.1,6.87,0.38,7.25,2012,5.4,66.3,3.7,70
2012,4.3,0,4.3,0,0,0,4.3,6.41,0,12.9,1.35,0.51,0,2012,57.8,40.7,49.1,8.77,0,8.77,2011,6.4,67.2,0,67.2
2011,2.8,0,2.8,0.2,0,0.2,3,4.08,2.92,8.9,1.35,0.36,0,2011,51.1,35.45,43.2,6.49,0.46,6.95,2010,4.53,61.8,4.4,66.2
2010,1.5,0,1.5,0.2,0,0.2,1.7,2.14,2.86,5.2,1.51,0.18,0,2010,48.5,34.05,39.8,3.77,0.5,4.27,2009,2.41,62.2,8.3,70.5
2009,1.3,0,1.3,0.2,0,0.2,1.5,1.82,2.8,4.15,1.35,0.14,0,2009,46.95,19.6,29.3,4.44,0.68,5.12,2008,2.2,59.1,9.1,68.2
2008,3,0,3,0.3,0,0.3,3.3,-,-,7.5,1.22,0.15,2.5,2008,62,18,40.7,7.38,0.74,8.11,2007,4.6,65.2,6.5,71.7
2007,2.3,0,2.3,0.2,0.5,0.7,3,-,-,7.5,1.71,0.1,-,2007,106.5,55.4,76.6,3,0.91,3.92,2006,3.57,64.4,19.6,84
2006,2.5,0,2.5,0.5,0,0.5,3,-,-,7.5,1.9,0.12,-,2006,115.5,61.9,81.8,3.05,0.61,3.67,2005,3.61,69.3,13.9,83.1
2005,2.72,0,2.72,0.91,0,0.91,3.63,-,-,7.5,2.03,0.1,-,2005,148,49.1,77.8,3.5,1.17,4.66,2004,3.73,73,24.3,97.3
2004,3,0,3,1.5,0,1.5,4.5,-,-,7.5,1.84,0.1,-,2004,94,49,68.9,4.35,2.18,6.53,2003,5.26,57,28.5,85.6
2003,3,0,3,1.2,0,1.2,4.2,-,-,7.5,1.92,0.1,-,2003,98,68.5,81,3.7,1.48,5.18,2002,5.74,52.3,20.9,73.2
2002,1.8,0,1.8,2.7,0,2.7,4.5,-,-,0,0,0,-,2002,204,76,130,1.38,2.08,3.46,2001,6.13,29.4,44,73.4
2001,2,0,2,4,0,4,6,-,-,0,0,0,-,2001,243,87,157,1.27,2.54,3.81,2000,9.93,20.1,40.3,60.4
2000,1,0,1,2,0,2,3,-,-,0,0,0,-,2000,310,94,183,0.55,1.09,1.64,1999,4.19,23.9,47.7,71.6
1999,0.75,0,0.75,0.75,0,0.75,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.51,49.7,49.7,99.3
1998,0,0,0,3,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,2.66,0,2.66,0.88,0.02,0.91,3.57,,,,,,,平均,109,54,77.1,4.6,0.8,5.5,平均,4.95,58.2,16.7,74.8
累計,56,0,56,18.6,0.5,19.1,75,,,,,,,累計,,,,,,,累計,99,,,
