盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,0.43,0,-,-,-,-,2018,20.25,16.4,18,2.78,0,2.78,2017,0.49,102,0,102
2017,0.55,0,0.55,0,0,0,0.55,0.47,0,-,-,-,-,2017,20.25,16.7,18.6,2.96,0,2.96,2016,0.55,100,0,100
2016,0.6,0,0.6,0,0,0,0.6,0.51,0,-,-,-,-,2016,22,16.2,18.8,3.19,0,3.19,2015,0.71,84.5,0,84.5
2015,0.6,0,0.6,0,0,0,0.6,0.51,0,1.79,2.7,0.02,0,2015,23.3,15.25,18.4,3.27,0,3.27,2014,0.77,77.9,0,77.9
2014,0.3,0,0.3,0,0,0,0.3,0.26,0,0.79,2.7,0.01,0,2014,23.8,15.1,17.8,1.68,0,1.68,2013,0.34,88.2,0,88.2
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,17.3,11.35,14.2,0,0,0,2012,0.17,0,0,0
2012,0.2,0,0.2,0,0,0,0.2,0.17,0,0.45,1.07,0,0,2012,15.6,10.9,12.4,1.62,0,1.62,2011,0.49,40.8,0,40.8
2011,0.2,0,0.2,0,0,0,0.2,0.17,0,0.6,1.05,0.01,0,2011,18.1,10.45,12.3,1.63,0,1.63,2010,0.66,30.3,0,30.3
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,13.25,8.51,10.3,0,0,0,2009,0.62,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10.7,5.75,7.85,0,0,0,2008,0.69,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,9.7,4.35,6.69,0,0,0,2007,-0.2,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,7.6,4.39,5.54,0,0,0,2006,-0.47,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,5.46,3.29,4.29,0,0,0,2005,0.01,0,0,0
2005,0,0,0,0,0,0,0,-,-,-,-,-,-,2005,4.75,3,3.77,0,0,0,2004,-0.5,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,8.4,4.45,5.64,0,0,0,2003,-0.51,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,10.2,5,6.31,0,0,0,2002,0.01,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,9.6,5.6,7.22,0,0,0,2001,-0.55,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,8.65,5.2,6.94,0,0,0,2000,-0.36,0,0,0
2000,0,0,0,1,0,1,1,-,-,-,-,-,-,2000,25,7.65,14.5,0,6.89,6.89,1999,1.15,0,87,87
1999,0,0,0,1.3,0,1.3,1.3,-,-,0,0,0,-,1999,22,18,20.6,0,6.31,6.31,1998,-,-,-,-
1998,0,0,0,1,0.5,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1996,-,-,-,-
1995,0,0,0,0.74,0,0.74,0.74,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0.8,0,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0.6,0.19,0.79,0.79,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
1992,0,0,0,1.5,0.55,2.05,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,-,-,-,-
1991,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
平均,0.11,0,0.11,0.33,0.05,0.38,0.49,,,,,,,平均,14.8,9.38,11.5,0.9,0.7,1.5,平均,0.21,27.6,4.6,32.1
累計,2.95,0,2.95,8.94,1.24,10.2,13.1,,,,,,,累計,,,,,,,累計,4.07,,,
