盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,13.85,8,10.9,0,0,0,2017,-4.93,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,14.7,10.8,12.3,0,0,0,2016,-1.41,0,0,0
2016,0.3,0,0.3,0,0,0,0.3,0.95,0,-,-,-,-,2016,19.65,12.55,15.9,1.88,0,1.88,2015,0.63,47.6,0,47.6
2015,1.01,0,1.01,0,0,0,1.01,3.21,0,3.24,0.84,0.18,0,2015,35.35,11.7,24.1,4.19,0,4.19,2014,1.21,83.5,0,83.5
2014,0,0.4,0.4,0,0,0,0.4,1.28,0,0,0,0,0,2014,40,24.05,34,1.18,0,1.18,2013,0.63,63.5,0,63.5
2013,0,0.2,0.2,0,0,0,0.2,0.66,0,0,0,0,0,2013,30.5,19.7,26,0.77,0,0.77,2012,0.25,80,0,80
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,39.4,23,29.6,0,0,0,2011,-1.61,0,0,0
2011,1.3,0,1.3,0,0.15,0.15,1.45,4.23,0,12,1.61,0.47,0,2011,59.8,20.2,38.5,3.38,0.39,3.77,2010,2.4,54.2,6.2,60.4
2010,2.09,0,2.09,0.15,0.15,0.3,2.39,6.3,4.5,12,1.59,0.41,0,2010,67.5,44,54.2,3.86,0.55,4.41,2009,3.1,67.5,9.6,77.2
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,65.4,8.8,36,0,0,0,2008,-0.63,0,0,0
2008,0.15,0,0.15,0.15,0.2,0.35,0.5,-,-,2.35,2.73,0.02,0.55,2008,33.7,6.84,20.2,0.74,1.74,2.48,2007,0.39,38.5,89.7,128
2007,0.1,0,0.1,0.15,0.24,0.39,0.49,-,-,1.83,3.23,0.01,-,2007,49.7,25.75,37.1,0.26,1.05,1.32,2006,0.31,31.6,126,158
2006,0.4,0,0.4,0.65,0.15,0.8,1.2,-,-,8.31,3.71,0.1,-,2006,42.7,21.4,31.1,1.28,2.56,3.84,2005,1.4,28.5,56.9,85.4
2005,0.97,0,0.97,0.97,0.58,1.55,2.52,-,-,13.2,3.08,0.19,-,2005,41.5,26,34.1,2.84,4.55,7.39,2004,3.28,29.6,47.3,76.9
2004,0.8,0,0.8,0.2,0.5,0.7,1.5,-,-,7.78,4.72,0.05,-,2004,46.3,28.1,34.2,2.33,2.04,4.37,2003,1.44,55.4,48.5,104
2003,0.2,0,0.2,1,0.4,1.4,1.6,-,-,6.16,3.57,0,-,2003,40,25,33.1,0.6,4.23,4.84,2002,1.83,10.9,76.5,87.4
2002,0,0,0,1.4,0.6,2,2,-,-,0,0,0,-,2002,70,33.1,46.3,0,4.32,4.32,2001,1.92,0,104,104
2001,0,0,0,0.9,2,2.9,2.9,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,1.52,0,191,191
2000,0,0,0,1.5,3,4.5,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.39,0.03,0.42,0.37,0.42,0.79,1.21,,,,,,,平均,41.8,20.5,30.4,1.4,1.3,2.6,平均,0.65,32.8,42,74.8
累計,7.32,0.6,7.92,7.06,7.97,15,23,,,,,,,累計,,,,,,,累計,11.7,,,
