盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,9.51,7.43,8.38,0,0,0,2017,-0.21,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,9.46,7.18,8.35,0,0,0,2016,-0.1,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,9.2,6.54,7.68,0,0,0,2015,0.02,0,0,0
2015,0,0,0,0.5,0,0.5,0.5,0,43.5,6.44,1.85,0.06,0,2015,12.7,6.6,9.76,0,5.12,5.12,2014,0.42,0,119,119
2014,0,0,0,1,0,1,1,0,79.2,18.1,1.8,0.18,0,2014,15.2,9.79,12.5,0,8.02,8.02,2013,1.34,0,74.6,74.6
2013,0,0,0,0,0.5,0.5,0.5,0,37.7,0,0,0,0,2013,16.4,9.67,12.4,0,4.05,4.05,2012,0.04,0,1251,1251
2012,0,0,0,0,0.5,0.5,0.5,0,35.9,0,0,0,0,2012,13.1,7.81,9.42,0,5.31,5.31,2011,-0.34,0,-147,-147
2011,0.5,0,0.5,0,1,1,1.5,3.26,65.3,6.53,0.64,0.07,0,2011,20.3,7.05,13.1,3.8,7.61,11.4,2010,1.69,29.6,59.2,88.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,18.35,11.15,15,0,0,0,2009,1.62,0,0,0
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,14.4,2.92,7.89,0,0,0,2008,-3.01,0,0,0
2008,0,0,0,0,0.4,0.4,0.4,-,-,0,0,0,0,2008,11.6,2.81,6.72,0,5.95,5.95,2007,0.38,0,105,105
2007,0,0,0,0,1,1,1,-,-,0,0,0,-,2007,15.5,6.71,11.3,0,8.84,8.84,2006,0.92,0,109,109
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,10.35,5.12,6.49,0,0,0,2005,0.09,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,10.9,5.65,7.67,0,0,0,2004,0.73,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,10.45,5.3,7.4,0,0,0,2003,-0.22,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,8.65,3.78,5.23,0,0,0,2002,-0.17,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,8.15,3.26,5.45,0,0,0,2001,-0.36,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,5.4,2.52,3.45,0,0,0,2000,-0.66,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,14.75,3,8.06,0,0,0,1999,0.97,0,0,0
1999,0,0,0,0.8,0.7,1.5,1.5,-,-,0,0,0,-,1999,21.3,10.1,14.9,0,10.1,10.1,1998,0.98,0,153,153
1998,0,0,0,1.2,1.3,2.5,2.5,-,-,0,0,0,-,1998,36.79,14.5,26.4,0,9.46,9.46,1997,2.53,0,98.8,98.8
1997,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,1997,35.4,22.5,28.7,0,5.23,5.23,1996,1.54,0,97.4,97.4
1996,0,0,0,0.7,0.3,1,1,-,-,0,0,0,-,1996,26.3,16.5,20.6,0,4.86,4.86,1995,1.04,0,96.2,96.2
1995,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,1995,28.4,14.5,20.6,0,4.84,4.84,1994,0.59,0,169,169
1994,0,0,0,0.7,0.8,1.5,1.5,-,-,0,0,0,-,1994,38.5,21.8,31.2,0,4.81,4.81,1993,0.84,0,178,178
1993,0,0,0,1,1,2,2,-,-,0,0,0,-,1993,45.8,24.1,34.1,0,5.87,5.87,1992,1.32,0,152,152
1992,0,0,0,1,1,2,2,-,-,0,0,0,-,1992,90,26,55.4,0,3.61,3.61,1991,2.32,0,86.1,86.1
1991,0,0,0,1,1,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1990,1.63,0,123,123
1990,0,0,0,1.02,0.03,1.05,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
平均,0.02,0,0.02,0.36,0.36,0.72,0.74,,,,,,,平均,20.6,9.79,14.7,0.1,3.5,3.6,平均,0.57,1.1,97.3,98.3
累計,0.5,0,0.5,10.4,10.5,21,21.5,,,,,,,累計,,,,,,,累計,15.9,,,
