盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,15.5,10.3,13.4,0,0,0,2017,3.63,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,11,7.08,8.94,0,0,0,2016,0.35,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,8.85,4.53,6.54,0,0,0,2015,-3.1,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11.3,4.1,7.96,0,0,0,2014,-5.16,0,0,0
2014,0.5,0,0.5,0,0,0,0.5,3.48,0,0,0,0.13,0,2014,17.4,8.21,12.4,4.03,0,4.03,2013,0.44,114,0,114
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,16.65,3.52,5.8,0,0,0,2012,-2.74,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,4.84,2.75,3.66,0,0,0,2011,-1.38,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7.75,3.6,5.51,0,0,0,2010,-0.63,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9.49,6.8,7.99,0,0,0,2009,0.09,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.75,3.22,5.93,0,0,0,2008,-1.21,0,0,0
2008,0.59,0,0.59,1.47,0.35,1.82,2.41,-,-,0,0,0.53,0,2008,13.8,3.16,8.34,7.09,21.8,28.9,2007,1.28,46.2,142,188
2007,0.25,0,0.25,0,0,0,0.25,-,-,0,0,0,-,2007,13.9,6.43,9.34,2.68,0,2.68,2006,1.57,15.9,0,15.9
2006,0.5,0,0.5,1.09,0.41,1.5,2,-,-,0,0,0,-,2006,12.85,8.8,10.5,4.74,14.2,19,2005,1.82,27.4,82.3,110
2005,0,0,0,1.19,1,2.19,2.19,-,-,0,0,0,-,2005,16.9,7.52,12.5,0,17.6,17.6,2004,2.36,0,93,93
2004,0,0,0,1.32,0,1.32,1.32,-,-,0,0,0,-,2004,27.7,13.7,18.4,0,7.18,7.18,2003,1.71,0,77.4,77.4
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,18.5,3.59,7.31,0,0,0,2002,-2.39,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,9.85,4.01,6,0,0,0,2001,-0.33,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,14.45,3.9,6.93,0,0,0,2000,-2.88,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,43.9,3.88,15,0,0,0,1999,0.53,0,0,0
1999,0,0,0,0,2.2,2.2,2.2,-,-,0,0,0,-,1999,16.8,5.5,12.1,0,18.1,18.1,1998,1.14,0,193,193
1998,0,0,0,1.2,1,2.2,2.2,-,-,0,0,0,-,1998,38.9,12.25,23.9,0,9.19,9.19,1997,1.75,0,126,126
1997,0,0,0,1.3,0,1.3,1.3,-,-,0,0,0,-,1997,33.79,20.7,24.6,0,5.29,5.29,1996,1.41,0,92.2,92.2
1996,0,0,0,1.6,0,1.6,1.6,-,-,0,0,0,-,1996,27.6,21.4,23.9,0,6.68,6.68,1995,1.18,0,136,136
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,25.3,22.2,23.3,0,0,0,1994,2.46,0,0,0
1994,1.2,0,1.2,0,0,0,1.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.4,85.7,0,85.7
1993,1,0,1,0,0,0,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,1.5,66.6,0,66.6
平均,0.16,0,0.16,0.35,0.19,0.54,0.7,,,,,,,平均,17.7,7.96,11.7,0.8,4.2,4.9,平均,0.18,13.7,36.2,49.9
累計,4.04,0,4.04,9.17,4.96,14.1,18.2,,,,,,,累計,,,,,,,累計,4.8,,,
