盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4.2,0,4.2,0,0,0,4.2,3.49,0,-,-,-,-,2018,94.8,80.5,87.6,4.79,0,4.79,2017,6.33,66.4,0,66.4
2017,4,0,4,0,0,0,4,3.33,0,-,-,-,-,2017,95.7,78.8,83.1,4.82,0,4.82,2016,5.86,68.3,0,68.3
2016,4,0,4,0,0,0,4,3.33,0,-,-,-,-,2016,93.5,69.7,82.4,4.85,0,4.85,2015,5.09,78.6,0,78.6
2015,4,0,4,0,0,0,4,3.33,0,10,1.9,0.35,0,2015,122,65,89.1,4.49,0,4.49,2014,6.32,63.3,0,63.3
2014,5,0,5,0,0,0,5,4.16,0,10,1.98,0.28,0,2014,152,85.6,119,4.2,0,4.2,2013,6.06,82.5,0,82.5
2013,3.2,0,3.2,0,0,0,3.2,2.66,0,9.71,2.7,0.2,0,2013,95,48.75,66.1,4.84,0,4.84,2012,4.32,74.1,0,74.1
2012,3.2,0,3.2,0,0,0,3.2,2.66,0,11,2.7,0.22,0,2012,57.2,46.6,49.8,6.43,0,6.43,2011,4.91,65.2,0,65.2
2011,3.2,0,3.2,0,0,0,3.2,2.66,0,11.6,2.52,0.28,0,2011,62,44,50.9,6.28,0,6.28,2010,5.52,58,0,58
2010,2.8,0,2.8,0,0,0,2.8,2.33,0,5.22,2.42,0.13,0,2010,49.95,30.2,41,6.82,0,6.82,2009,2.59,108,0,108
2009,2.8,0,2.8,0,0,0,2.8,2.33,0,6.78,2.43,0.15,0,2009,33.3,20.7,27.7,10.1,0,10.1,2008,3.37,83,0,83
2008,2.78,0,2.78,0,0,0,2.78,-,-,8.18,2.57,0.17,0,2008,41.65,24,34,8.19,0,8.19,2007,3.88,71.7,0,71.7
2007,2.2,0,2.2,0.5,0,0.5,2.7,-,-,9.7,2.88,0.15,-,2007,53.5,35.6,43.6,5.05,1.15,6.19,2006,4.44,49.5,11.3,60.8
2006,2,0,2,0.5,0,0.5,2.5,-,-,5.58,3.02,0.07,-,2006,41.65,27.15,33,6.05,1.51,7.57,2005,2.59,77.2,19.3,96.5
2005,1.97,0,1.97,0.49,0,0.49,2.47,-,-,6.71,2.45,0.12,-,2005,44,25.05,36,5.48,1.37,6.85,2004,4.33,45.6,11.4,57
2004,1.5,0,1.5,1,0,1,2.5,-,-,5.54,2.64,0.07,-,2004,44.4,36.7,41.6,3.61,2.4,6.01,2003,3.7,40.5,27,67.6
2003,1.5,0,1.5,1,0,1,2.5,-,-,4.28,2.6,0.04,-,2003,52.5,35.9,42.2,3.56,2.37,5.93,2002,3.21,46.7,31.2,77.9
2002,1.5,0,1.5,1,0,1,2.5,-,-,0,0,0,-,2002,59,37,45.2,3.32,2.21,5.53,2001,2.79,53.8,35.8,89.6
2001,1.5,0,1.5,1,0,1,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,2.23,67.3,44.8,112
2000,0,0,0,4,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,0,0,0,5,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,2.57,0,2.57,0.72,0,0.72,3.29,,,,,,,平均,70.1,46.5,57.2,5.5,0.6,6.1,平均,4.31,66.6,10,76.7
累計,51.4,0,51.4,14.5,0,14.5,65.8,,,,,,,累計,,,,,,,累計,77.5,,,
