盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.49,0.01,1.5,0,0,0,1.5,3,0,-,-,-,-,2018,32,26.7,29.1,5.16,0,5.16,2017,1.77,84.7,0,84.7
2017,1.5,0,1.5,0,0,0,1.5,3,0,-,-,-,-,2017,32.15,27.25,29.5,5.08,0,5.08,2016,1.76,85.2,0,85.2
2016,1.12,0,1.12,0,0,0,1.12,2.24,0,-,-,-,-,2016,36.4,26.05,29.9,3.75,0,3.75,2015,1.34,83.6,0,83.6
2015,0.92,0.08,1,0,0,0,1,2,0,3.88,1.81,0.08,0,2015,30.25,17.65,24.4,4.1,0,4.1,2014,1.07,93.5,0,93.5
2014,0.5,0,0.5,0,0,0,0.5,1,0,2.28,1.81,0.03,0,2014,30.95,23,26.5,1.89,0,1.89,2013,0.46,109,0,109
2013,0.26,0,0.26,0,0,0,0.26,0.72,0,1.41,1.8,0.02,0,2013,32.5,20.25,25.1,1.03,0,1.03,2012,0.28,92.9,0,92.9
2012,0.68,0,0.68,0,0,0,0.68,1.89,0,3.49,1.8,0.05,0,2012,26,19.05,21.7,3.13,0,3.13,2011,0.7,97.1,0,97.1
2011,0.6,0,0.6,0,0,0,0.6,1.67,0,3.27,1.8,0.05,0,2011,34.35,19,24.7,2.43,0,2.43,2010,0.65,92.3,0,92.3
2010,0.6,0,0.6,0,0,0,0.6,1.67,0,3.78,1.8,0.06,0,2010,28.6,17.3,21.5,2.79,0,2.79,2009,0.75,80,0,80
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,23.7,11.4,18.1,0,0,0,2008,-0.48,0,0,0
2008,0.5,0,0.5,0,0,0,0.5,-,-,0.85,1.8,0.01,0,2008,29.95,9.11,19.2,2.6,0,2.6,2007,0.17,294,0,294
2007,1.3,0,1.3,0,0,0,1.3,-,-,6.16,1.8,0.09,-,2007,36.2,18.55,24.5,5.31,0,5.31,2006,1.23,106,0,106
2006,1,0,1,0,0,0,1,-,-,0.36,2.36,0.02,-,2006,25.6,16.05,19.3,5.19,0,5.19,2005,0.06,1667,0,1667
2005,3.7,0,3.7,0.3,0,0.3,4,-,-,22.8,2.21,0,-,2005,39.5,18.5,28.9,12.8,1.04,13.8,2004,3.9,94.9,7.7,103
2004,2,0,2,0.5,0,0.5,2.5,-,-,13.2,5.8,0,-,2004,53,30,39.3,5.09,1.27,6.37,2003,0.9,222,55.6,278
2003,16.05,0,16.05,0,0,0,16.05,-,-,0,0,0,-,2003,36,20.6,29.2,54.9,0,54.9,2002,0.23,6978,0,6978
2002,0.11,0,0.11,0,0,0,0.11,-,-,0,-,0,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0.17,0,0.17,0,0,0,0.17,-,-,0,-,0,-,-,-,-,-,-,-,-,2000,-,-,-,-
平均,1.81,0,1.81,0.04,0,0.04,1.86,,,,,,,平均,32.9,20,25.7,7.2,0.1,7.3,平均,0.92,636,4,640
累計,32.5,0.09,32.6,0.8,0,0.8,33.4,,,,,,,累計,,,,,,,累計,14.8,,,
