盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0,0,0,1,0.5,0,-,-,-,-,2018,99.5,30.4,57.8,1.73,0,1.73,2017,2.71,36.9,0,36.9
2017,0.8,0,0.8,0,0,0,0.8,0.4,0,-,-,-,-,2017,73.8,14.5,27.1,2.95,0,2.95,2016,1.8,44.4,0,44.4
2016,0.4,0,0.4,0,0,0,0.4,0.2,0,-,-,-,-,2016,17.55,11.7,13.6,2.94,0,2.94,2015,1.45,27.6,0,27.6
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,18.7,11,14,0,0,0,2014,1.09,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,16.5,9.62,11.9,0,0,0,2013,0.7,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10.1,6.8,8.11,0,0,0,2012,0.28,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.65,6.55,7.86,0,0,0,2011,0.52,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.49,6.51,7.38,0,0,0,2010,0.08,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9.19,5.8,7.01,0,0,0,2009,-0.32,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.49,4.99,5.84,0,0,0,2008,0.22,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,11.95,4.7,6.69,0,0,0,2007,-0.49,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,14.55,3.99,6.87,0,0,0,2006,-0.91,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,6.8,3.14,4.02,0,0,0,2005,-2.87,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,9.15,2.85,4.83,0,0,0,2004,-1.12,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,14.85,7.6,9.98,0,0,0,2003,-0.3,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,16,7,9.93,0,0,0,2002,-1.73,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,19.6,6.4,12,0,0,0,2001,-1.44,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,10.55,4.11,6.76,0,0,0,2000,-0.26,0,0,0
2000,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,2000,39,5.15,15.2,0,9.84,9.84,1999,1.29,0,116,116
1999,0,0,0,1,1,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.82,0,110,110
1998,0,0,0,0.4,0.8,1.2,1.2,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.1,0,0.1,0.13,0.08,0.21,0.31,,,,,,,平均,21.9,8.04,12.5,0.4,0.5,0.9,平均,0.13,5.4,11.3,16.8
累計,2.2,0,2.2,2.9,1.8,4.7,6.9,,,,,,,累計,,,,,,,累計,2.52,,,
