盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,18.75,11,15,0,0,0,2017,-2.93,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,21.8,14.45,17.5,0,0,0,2016,-5.02,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,36.15,16.45,24.1,0,0,0,2015,-0.23,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,33.05,10.8,20.5,0,0,0,2014,-0.93,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,38.5,18.65,28.4,0,0,0,2013,-1.65,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,36.6,23.6,29.3,0,0,0,2012,-5.68,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,45.8,20.05,31.8,0,0,0,2011,-4.69,0,0,0
2011,6,0,6,0.5,0,0.5,6.5,19.3,16.1,77.8,1.8,5.55,0.51,2011,97.8,22.1,62.1,9.67,0.81,10.5,2010,13.43,44.7,3.7,48.4
2010,0.4,0,0.4,0.1,0,0.1,0.5,1.28,3.19,1.27,1.8,0.06,0,2010,107,70.1,89.6,0.45,0.11,0.56,2009,0.27,148,37,185
2009,0,0,0,4,0,4,4,0,71.8,24.2,1.27,0,1.4,2009,107,38.95,67.1,0,5.96,5.96,2008,12.79,0,31.3,31.3
2008,0,0,0,3,0,3,3,-,-,7.37,1.51,0.11,0.69,2008,353,53,198,0,1.52,1.52,2007,4.96,0,60.5,60.5
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,416,223,301,0,0,0,2006,0.01,0,0,0
平均,0.53,0,0.53,0.63,0,0.63,1.17,,,,,,,平均,109,43.5,73.7,0.8,0.7,1.5,平均,0.86,16.1,11,27.1
累計,6.4,0,6.4,7.6,0,7.6,14,,,,,,,累計,,,,,,,累計,10.3,,,
