盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.9,0,0.9,0,0,0,0.9,2.89,0,-,-,-,-,2018,22.5,16.2,18.6,4.83,0,4.83,2017,1.64,54.9,0,54.9
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,22,14.05,17.1,0,0,0,2016,-1.31,0,0,0
2016,1.2,0,1.2,0,0,0,1.2,3.85,0,-,-,-,-,2016,21.2,12.15,16.4,7.33,0,7.33,2015,1.58,75.9,0,75.9
2015,1.3,0,1.3,0,0,0,1.3,4.17,0,9.54,0.9,1.29,0,2015,34.95,13,24.7,5.26,0,5.26,2014,3.31,39.3,0,39.3
2014,0.3,0,0.3,0,0,0,0.3,0.96,0,0.83,0.06,0.11,0,2014,50.5,28.15,37.9,0.79,0,0.79,2013,4.42,6.8,0,6.8
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,30.2,10.4,17.3,0,0,0,2012,-3.38,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,22.95,9.44,13.5,0,0,0,2011,-2.18,0,0,0
2011,0.06,0,0.06,0,0.34,0.34,0.4,0.19,0,0.21,0.15,0.03,0,2011,28.95,9.61,19.1,0.31,1.78,2.1,2010,0.49,12.2,69.4,81.6
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,28.8,20.05,23.6,0,0,0,2009,0.21,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2008,-3.49,0,0,0
2008,0.4,0,0.4,1,0,1,1.4,-,-,6.55,0.9,0.07,5.9,-,-,-,-,-,-,-,2007,3.07,13,32.6,45.6
2007,0.1,0,0.1,0.1,0.8,0.9,1,-,-,2.2,0.9,0.02,-,-,-,-,-,-,-,-,2006,1.14,8.8,78.9,87.7
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2005,-6.27,0,0,0
2005,0,0,0,1,0,1,1,-,-,2.41,0.9,0,-,-,-,-,-,-,-,-,2004,1.37,0,73,73
2004,1,0,1,2,0,2,3,-,-,5.45,0.9,0.05,-,-,-,-,-,-,-,-,2003,4.6,21.7,43.5,65.2
2003,0,0,0,1,0,1,1,-,-,1.27,0.9,0,-,-,-,-,-,-,-,-,2002,1.21,0,82.6,82.6
2002,0,0,0,1.2,0.3,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.29,0,0.29,0.35,0.08,0.43,0.72,,,,,,,平均,29.1,14.8,20.9,2.1,0.2,2.3,平均,0.4,14.5,23.8,38.3
累計,5.26,0,5.26,6.3,1.44,7.74,13,,,,,,,累計,,,,,,,累計,6.41,,,
