盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,0.78,0,-,-,-,-,2018,12.75,10.8,11.8,5.09,0,5.09,2017,0.84,71.4,0,71.4
2017,0.6,0,0.6,0,0,0,0.6,0.78,0,-,-,-,-,2017,12.3,10.9,11.4,5.26,0,5.26,2016,0.94,63.8,0,63.8
2016,0.5,0,0.5,0,0,0,0.5,0.65,0,-,-,-,-,2016,13.5,8.51,10.5,4.77,0,4.77,2015,0.7,71.4,0,71.4
2015,0.3,0,0.3,0,0,0,0.3,0.39,0,1.54,2.7,0.02,0,2015,13.3,7.4,9.7,3.09,0,3.09,2014,0.44,68.2,0,68.2
2014,0.3,0,0.3,0,0,0,0.3,0.39,0,1.92,2.7,0.02,0,2014,9.9,7.49,8.76,3.43,0,3.43,2013,0.54,55.6,0,55.6
2013,0.1,0,0.1,0,0,0,0.1,0.13,0,0,0,0,0,2013,10.4,6.52,8.01,1.28,0,1.28,2012,-0.59,-17.3,0,-17.3
2012,0.3,0,0.3,0,0,0,0.3,0.4,0,0,0,0.02,0,2012,8.84,6.52,7.33,4.09,0,4.09,2011,0.5,60,0,60
2011,0.51,0,0.51,0,0,0,0.51,0.68,0,2.16,1.64,0.01,0,2011,12.1,6.86,10.1,5.08,0,5.08,2010,0.96,53.6,0,53.6
2010,0.2,0,0.2,0,0,0,0.2,0.28,0,0.44,3.11,0,0,2010,13.2,6,9.34,2.19,0,2.19,2009,0.25,81.9,0,81.9
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,7.08,3.33,5.33,0,0,0,2008,-0.01,0,0,0
2008,0.1,0,0.1,0.4,0,0.4,0.5,-,-,2.25,2.7,0.02,0,2008,9.3,2.97,6.62,1.51,6.04,7.55,2007,0.63,15.9,63.5,79.4
2007,0.5,0,0.5,0,0,0,0.5,-,-,2.39,2.7,0.02,-,2007,12.2,7.88,9.81,5.1,0,5.1,2006,0.7,71.4,0,71.4
2006,0.46,0,0.46,0,0,0,0.46,-,-,4.2,4.08,0.03,-,2006,9.62,7.72,8.33,5.5,0,5.5,2005,0.85,53.9,0,53.9
2005,0.3,0,0.3,0.8,0,0.8,1.1,-,-,5.43,3.37,0.04,-,2005,12.45,7.52,9.65,3.1,8.28,11.4,2004,1.43,20.9,55.9,76.8
2004,0.59,0,0.59,0.4,0,0.4,0.99,-,-,3.75,2.7,0.02,-,2004,15.2,10.35,12.5,4.76,3.18,7.93,2003,1.47,40.3,26.9,67.3
2003,0.3,0,0.3,0.7,0,0.7,1,-,-,3.62,2.7,0.02,-,2003,19.5,11.6,13.9,2.16,5.04,7.21,2002,1.64,18.3,42.7,61
2002,0,0,0,1.2,0,1.2,1.2,-,-,0,0,0,-,2002,23.6,11.6,16.4,0,7.32,7.32,2001,1.51,0,79.5,79.5
2001,0,0,0,1.95,0.05,2,2,-,-,0,0,0,-,2001,19.2,8.3,12.2,0,16.4,16.4,2000,2,0,100,100
2000,0,0,0,2.15,0.35,2.5,2.5,-,-,0,0,0,-,2000,11.2,8.3,9.77,0,25.6,25.6,1999,2.67,0,93.6,93.6
1999,0,0,0,1,0.3,1.3,1.3,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.17,0,111,111
1998,0,0,0,1,0.3,1.3,1.3,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,0.98,0,133,133
1997,0,0,0,3.5,1.5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1991,0,0,0,3.33,0,3.33,3.33,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
平均,0.25,0,0.25,0.71,0.11,0.82,1.07,,,,,,,平均,12.9,7.92,10.1,3,3.8,6.8,平均,0.93,34.7,33.7,68.4
累計,5.67,0,5.67,16.4,2.5,18.9,24.6,,,,,,,累計,,,,,,,累計,19.6,,,
