盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.41,0,0.41,0,0,0,0.41,0.68,0,-,-,-,-,2018,10.65,8.6,9.59,4.26,0,4.26,2017,0.33,124,0,124
2017,0.41,0,0.41,0,0,0,0.41,0.7,0,-,-,-,-,2017,12.3,9,10.1,4.03,0,4.03,2016,1.03,39.7,0,39.7
2016,0.32,0,0.32,0,0,0,0.32,0.6,0,-,-,-,-,2016,14.5,8.25,10.9,2.94,0,2.94,2015,1.25,25.5,0,25.5
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10.9,5.58,8.07,0,0,0,2014,0.79,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11.85,5.74,8.37,0,0,0,2013,0.23,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.85,4.92,5.4,0,0,0,2012,-0.5,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7.81,4,5.72,0,0,0,2011,0.01,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,16.6,4.13,9.75,0,0,0,2010,-0.38,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,20,8,13.2,0,0,0,2009,-2.53,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.65,2.75,8.54,0,0,0,2008,-1.13,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,14.8,2.8,9.03,0,0,0,2007,0.03,0,0,0
2007,0.1,0,0.1,0,0.5,0.5,0.6,-,-,2.2,2.7,0.04,-,2007,28.05,11.55,17.4,0.57,2.86,3.43,2006,0.4,24.8,124,149
2006,0.97,0,0.97,0.48,0.48,0.97,1.94,-,-,10.9,2.7,0.18,-,2006,27.85,13.95,19.8,4.92,4.91,9.83,2005,2.25,43.2,43.1,86.3
2005,1,0,1,0.5,0.5,1,2,-,-,8.91,2.69,0.15,-,2005,31.5,18.4,23.6,4.23,4.23,8.46,2004,2.07,48.3,48.3,96.6
2004,1.62,0,1.62,0.54,1.08,1.62,3.24,-,-,11.4,2.7,0,-,2004,48.5,15.1,31.6,5.13,5.13,10.3,2003,3.59,45.1,45.1,90.3
2003,0.25,0,0.25,0,1,1,1.25,-,-,0.87,2.7,0.01,-,2003,50,18,30.8,0.81,3.25,4.06,2002,0.31,80.6,323,403
2002,0,0,0,0.51,1.02,1.53,1.53,-,-,0,0,0,-,2002,38.4,14.2,24,0,6.37,6.37,2001,0.73,0,210,210
2001,0,0,0,1.1,1,2.1,2.1,-,-,0,0,0,-,2001,49.5,13.95,28.8,0,7.29,7.29,2000,1.96,0,107,107
2000,0,0,0,1.42,1.38,2.8,2.8,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,1.89,0,148,148
1999,0,0,0,2,2,4,4,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,3.87,0,103,103
1998,0.4,0,0.4,0,0,0,0.4,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.26,0,0.26,0.31,0.43,0.74,1,,,,,,,平均,23,9.38,15.3,1.5,1.9,3.4,平均,0.81,21.5,57.6,79.1
累計,5.48,0,5.48,6.55,8.96,15.5,21,,,,,,,累計,,,,,,,累計,16.2,,,
