盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.6,0,1.6,0,0,0,1.6,2.03,0,-,-,-,-,2018,28,22.15,24.6,6.5,0,6.5,2017,1.65,97,0,97
2017,1.6,0,1.6,0,0,0,1.6,2.03,0,-,-,-,-,2017,28.95,20.85,24.1,6.65,0,6.65,2016,2.03,78.8,0,78.8
2016,1.8,0,1.8,0,0,0,1.8,2.29,0,-,-,-,-,2016,25.4,18.6,20.5,8.79,0,8.79,2015,2.31,77.9,0,77.9
2015,1.9,0,1.9,0,0,0,1.9,2.41,0,13.9,4.5,0.42,0,2015,26.9,17.2,23.3,8.15,0,8.15,2014,2.43,78.2,0,78.2
2014,1.2,0,1.2,0,0,0,1.2,1.52,0,8.52,4.5,0.26,0,2014,28.7,19,24.6,4.87,0,4.87,2013,1.49,80.5,0,80.5
2013,0.9,0,0.9,0,0,0,0.9,1.14,0,6.71,4.5,0.2,0,2013,23.5,14.2,16.1,5.58,0,5.58,2012,1.17,76.9,0,76.9
2012,0.8,0,0.8,0,0,0,0.8,1.02,0,5.95,4.5,0.18,0,2012,21.3,13.6,15.8,5.08,0,5.08,2011,1.04,76.9,0,76.9
2011,1.7,0,1.7,0,0,0,1.7,2.16,0,11.6,4.5,0.35,0,2011,31.8,12.85,20.9,8.15,0,8.15,2010,2.03,83.7,0,83.7
2010,1,0,1,0,0,0,1,1.27,0,6.21,4.5,0.19,0,2010,33.95,20.8,26.9,3.72,0,3.72,2009,1.09,91.7,0,91.7
2009,0.2,0,0.2,0,0,0,0.2,0.25,0,0.46,4.5,0.01,0,2009,25.85,7.3,15.9,1.26,0,1.26,2008,0.08,250,0,250
2008,2.6,0,2.6,0.1,0,0.1,2.7,-,-,21.6,4.5,0.23,2.05,2008,34.5,6.3,19.8,13.1,0.51,13.6,2007,3.81,68.2,2.6,70.9
2007,3.17,0,3.17,0,0,0,3.17,-,-,22.9,4.5,0.46,-,2007,57.8,29.7,46.8,6.77,0,6.77,2006,4.17,76,0,76
2006,1,0,1,1.99,0,1.99,2.99,-,-,24.8,4.5,0.17,-,2006,80,33,49.2,2.03,4.05,6.08,2005,6.31,15.8,31.6,47.4
2005,2.2,0,2.2,1,0,1,3.2,-,-,20.3,4.1,0.28,-,2005,75,39,53.4,4.12,1.87,5.99,2004,6.33,34.8,15.8,50.6
2004,2,0,2,1,0,1,3,-,-,18.6,4.5,0.25,-,-,-,-,-,-,-,-,2003,5.9,33.9,16.9,50.8
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2002,1.61,0,0,0
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
平均,1.39,0,1.39,0.24,0,0.24,1.63,,,,,,,平均,37.3,19.6,27.3,6.1,0.5,6.5,平均,2.72,76.3,4.2,80.5
累計,23.7,0,23.7,4.09,0,4.09,27.8,,,,,,,累計,,,,,,,累計,43.4,,,
