盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0,0,0,1.5,6.03,0,-,-,-,-,2018,32.15,30.3,31.3,4.8,0,4.8,2017,1.35,111,0,111
2017,2,0,2,0,0,0,2,8.04,0,-,-,-,-,2017,34.5,30.75,32.3,6.19,0,6.19,2016,2.75,72.7,0,72.7
2016,1.5,0,1.5,0,0,0,1.5,6.03,0,-,-,-,-,2016,36.8,30.35,33,4.54,0,4.54,2015,1.54,97.4,0,97.4
2015,1.2,0,1.2,0,0,0,1.2,4.82,0,15.1,3.82,0.05,0,2015,38.8,30.8,35.1,3.42,0,3.42,2014,0.98,122,0,122
2014,2,0,2,0,0,0,2,8.04,0,25.1,8.05,0.08,0,2014,39.9,31,33.9,5.89,0,5.89,2013,0.64,312,0,312
2013,2.5,0,2.5,0,0,0,2.5,13.4,0,41.9,0.52,0.14,0,2013,42,29.6,36.7,6.81,0,6.81,2012,15.14,16.5,0,16.5
2012,0.6,0,0.6,0,0,0,0.6,3.21,0,10,2.56,0.03,0,2012,51,24.7,36.4,1.65,0,1.65,2011,0.73,82.2,0,82.2
2011,0.5,0,0.5,0,0,0,0.5,2.68,0,8.37,2.53,0.03,0,2011,38.85,21.95,27.8,1.8,0,1.8,2010,0.62,80.6,0,80.6
2010,0.45,0,0.45,0,0,0,0.45,2.41,0,7.54,2.35,0.03,0,2010,29.2,17.8,23.8,1.89,0,1.89,2009,0.6,75,0,75
2009,0.3,0,0.3,0,0,0,0.3,1.61,0,5.02,2.43,0.02,0,2009,19.55,9.08,15.1,1.99,0,1.99,2008,0.39,76.9,0,76.9
2008,0.27,0,0.27,0,0,0,0.27,-,-,4.52,3.02,0.02,0,2008,20.25,8.3,13.6,1.99,0,1.99,2007,0.28,96.4,0,96.4
2007,0.2,0,0.2,0,0,0,0.2,-,-,3.35,2.95,0.01,-,2007,19.85,10.75,15,1.33,0,1.33,2006,0.21,95.2,0,95.2
2006,0.25,0,0.25,0,0,0,0.25,-,-,0,0,0.01,-,2006,18.6,8.45,12.4,2.01,0,2.01,2005,0.18,139,0,139
2005,0.2,0,0.2,0,0,0,0.2,-,-,3.35,7.77,0.01,-,2005,11.55,8.1,9.61,2.08,0,2.08,2004,0.08,250,0,250
2004,0.4,0,0.4,0,0,0,0.4,-,-,6.7,2.38,0.02,-,2004,15.2,9.35,11,3.63,0,3.63,2003,0.53,75.5,0,75.5
2003,0.4,0,0.4,0,0,0,0.4,-,-,6.7,1.98,0.02,-,2003,12.3,9.1,10.3,3.88,0,3.88,2002,0.63,63.5,0,63.5
2002,0.4,0,0.4,0,0,0,0.4,-,-,0,0,0,-,2002,14.1,9.55,11,3.63,0,3.63,2001,0.48,83.3,0,83.3
2001,0.4,0,0.4,0.2,0,0.2,0.6,-,-,0,0,0,-,2001,17.2,10,12.9,3.11,1.55,4.66,2000,0.73,54.8,27.4,82.2
2000,0.5,0,0.5,0,0.5,0.5,1,-,-,0,0,0,-,2000,36.5,12.8,20.1,2.49,2.49,4.98,1999,0.62,80.6,80.6,161
1999,0.6,0,0.6,0.36,0.5,0.86,1.46,-,-,0,0,0,-,1999,36,14,25.2,2.38,3.41,5.79,1998,0.99,60.6,87,148
1998,0.3,0,0.3,0.54,0.5,1.04,1.34,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,1.48,20.3,70.3,90.5
1997,0.5,0,0.5,0.5,0.5,1,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0.6,0,0.6,0,0.45,0.45,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,1.2,0,1.2,0,0.47,0.47,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,1.2,0,1.2,0,0.5,0.5,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,1.2,0,1.2,1,0.53,1.53,2.73,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
1992,1.2,0,1.2,1.3,0.51,1.81,3.01,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,-,-,-,-
1991,1.3,0,1.3,1.61,0.62,2.23,3.53,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
1990,0,0,0,1.36,1.49,2.85,2.85,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1987,0,0,0,0.2,0.4,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
1986,0,0,0,0.2,0.28,0.48,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,1985,-,-,-,-
1985,0,0,0,0.1,0.4,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
1984,0,0,0,0.5,0.4,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
1983,0,0,0,0.1,0.38,0.48,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,1982,-,-,-,-
1982,0,0,0,0.45,0.89,1.34,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,1981,-,-,-,-
1981,0,0,0,0.9,0,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,1980,-,-,-,-
1980,0,0,0,1.53,4.78,6.31,6.31,-,-,-,-,-,-,-,-,-,-,-,-,-,1979,-,-,-,-
1979,0,0,0,1.26,0.55,1.81,1.81,-,-,-,-,-,-,-,-,-,-,-,-,-,1978,-,-,-,-
1978,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1977,-,-,-,-
1977,0,0,0,0.81,0,0.81,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,1976,-,-,-,-
1976,0,0,0,0.88,0,0.88,0.88,-,-,-,-,-,-,-,-,-,-,-,-,-,1975,-,-,-,-
1975,0,0,0,2,1.06,3.06,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,1974,-,-,-,-
1974,0,0,0,2.5,0,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1973,-,-,-,-
1973,0,0,0,0.9,0,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,1972,-,-,-,-
