盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0.3,1.3,0,0,0,1.3,1.44,0,-,-,-,-,2018,26.45,20,22.1,5.89,0,5.89,2017,1.46,89,0,89
2017,0.7,0.6,1.3,0,0,0,1.3,1.44,0,-,-,-,-,2017,29.45,17.05,20.1,6.47,0,6.47,2016,1.61,80.7,0,80.7
2016,0.7,0.6,1.3,0,0,0,1.3,1.44,0,-,-,-,-,2016,20.35,16.4,17.7,7.33,0,7.33,2015,1.74,74.7,0,74.7
2015,0.7,0.6,1.3,0,0,0,1.3,1.45,0,3.26,1.8,0.08,0,2015,28.5,14.2,20.6,6.32,0,6.32,2014,1.63,79.8,0,79.8
2014,1.5,0,1.5,0,0,0,1.5,1.67,0,2.2,1.8,0.06,0,2014,26.2,17.3,21.2,7.08,0,7.08,2013,1.1,136,0,136
2013,0.3,0,0.3,0,0,0,0.3,0.33,0,0,0,0,0,2013,22.6,10.4,13.6,2.21,0,2.21,2012,-0.14,-214,0,-214
2012,0.3,0,0.3,0,0,0,0.3,0.34,0,0.32,1.8,0,0,2012,13.85,9.49,11.3,2.65,0,2.65,2011,0.15,200,0,200
2011,0.82,0,0.82,0,0,0,0.82,0.94,0,2.63,1.8,0.03,0,2011,22.15,9.25,15.2,5.43,0,5.43,2010,1.25,65.8,0,65.8
2010,0.51,0,0.51,0,0,0,0.51,0.59,0,0.51,1.54,0.01,0,2010,22.7,13.7,17.8,2.88,0,2.88,2009,0.29,177,0,177
2009,0.31,0,0.31,0,0,0,0.31,0.35,0,0.81,1.8,0.01,0,2009,18.9,7.05,10.9,2.82,0,2.82,2008,0.39,79.1,0,79.1
2008,0.81,0,0.81,0,0,0,0.81,-,-,2.01,1.8,0.03,0,2008,18.25,7.2,12.8,6.31,0,6.31,2007,0.96,83.9,0,83.9
2007,1.19,0,1.19,0,0,0,1.19,-,-,3.62,1.8,0.05,-,2007,28.5,15.5,23.1,5.17,0,5.17,2006,1.74,68.6,0,68.6
2006,0.8,0,0.8,0,0,0,0.8,-,-,3.09,1.78,0.05,-,2006,29.2,17,19.9,4.02,0,4.02,2005,1.55,51.6,0,51.6
2005,0.8,0,0.8,0,0,0,0.8,-,-,2.33,1.65,0.03,-,2005,20,15.3,17.3,4.62,0,4.62,2004,1.39,57.6,0,57.6
2004,0.2,0,0.2,1,0,1,1.2,-,-,2.05,1.8,0,-,2004,27.5,15.4,20.1,1,4.99,5.98,2003,1.4,14.3,71.4,85.7
2003,1,0,1,0,0,0,1,-,-,1.9,1.8,0.02,-,2003,34.3,19.2,23.7,4.22,0,4.22,2002,1.29,77.5,0,77.5
2002,0.6,0,0.6,0.6,0,0.6,1.2,-,-,0,0,0,-,2002,44.1,19,29.6,2.03,2.03,4.06,2001,1.85,32.4,32.4,64.9
2001,0.5,0,0.5,2.1,0.4,2.5,3,-,-,0,0,0,-,2001,86,19.8,43.3,1.16,5.78,6.93,2000,3.14,15.9,79.6,95.5
2000,0,0,0,2.2,0.8,3,3,-,-,0,0,0,-,2000,202,36.5,104,0,2.88,2.88,1999,2.67,0,112,112
1999,0,0,0,2.5,0.5,3,3,-,-,0,0,0,-,1999,77,59,64.3,0,4.66,4.66,1998,2.75,0,109,109
1998,0,0,0,2.5,0.5,3,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,2.35,0,128,128
1997,0,0,0,2,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.58,0.1,0.67,0.59,0.15,0.73,1.41,,,,,,,平均,39.9,17.9,26.4,3.9,1,4.9,平均,1.46,55.7,25.4,81.1
累計,12.7,2.1,14.8,12.9,3.2,16.1,30.9,,,,,,,累計,,,,,,,累計,30.6,,,
