盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.48,0,2.48,0,0,0,2.48,4.43,0,-,-,-,-,2018,82.8,37.1,58.9,4.21,0,4.21,2017,3.77,65.8,0,65.8
2017,2.07,0,2.07,0,0,0,2.07,3.63,0,-,-,-,-,2017,45.8,28.2,38,5.46,0,5.46,2016,3.12,66.5,0,66.5
2016,2,0,2,0,0,0,2,3.3,0,-,-,-,-,2016,31.3,20.8,26.7,7.48,0,7.48,2015,2.78,71.9,0,71.9
2015,2,0,2,0,0,0,2,3.3,0,3.46,0.9,0.35,0,2015,31.65,14.8,23.9,8.38,0,8.38,2014,2.33,85.8,0,85.8
2014,1.1,0,1.1,0,0,0,1.1,1.82,0,2,0.9,0.25,0,2014,27.2,17.7,22.5,4.88,0,4.88,2013,1.35,81.5,0,81.5
2013,1,0,1,0,0,0,1,1.65,0,2.33,0.9,0.29,0,2013,23,16.2,18.3,5.45,0,5.45,2012,1.58,63.3,0,63.3
2012,1,0,1,0,0,0,1,1.64,0,3.46,0.9,0.3,0,2012,25.3,13.9,18.9,5.27,0,5.27,2011,2.35,42.4,0,42.4
2011,0.99,0,0.99,0,0,0,0.99,1.62,0,1.29,0.9,0.15,0,2011,26.9,15.4,20.9,4.73,0,4.73,2010,0.88,112,0,112
2010,0.3,0,0.3,0,0,0,0.3,0.49,0,0,0,0,0,2010,19.85,13,16.4,1.83,0,1.83,2009,-0.96,-31.2,0,-31.2
2009,0,0,0,0,1,1,1,0,0,1.89,0.9,0.19,0,2009,20.6,6.8,12.7,0,7.88,7.88,2008,1.43,0,69.9,69.9
2008,0.5,0,0.5,0,0,0,0.5,-,-,2.2,0.9,0.22,0,2008,21.8,6.83,15,3.33,0,3.33,2007,1.66,30.1,0,30.1
2007,1.5,0,1.5,0,0,0,1.5,-,-,3.78,0.91,0.37,-,2007,34.9,15.8,25.9,5.8,0,5.8,2006,2.83,53,0,53
2006,1,0,1,1.5,0,1.5,2.5,-,-,4.41,0.98,0.12,-,2006,35.8,21.75,28.1,3.56,5.35,8.91,2005,3.57,28,42,70
2005,2,0,2,2,0,2,4,-,-,5.09,0.83,0.2,-,2005,52.5,25.5,39,5.13,5.13,10.3,2004,5.92,33.8,33.8,67.6
2004,2.03,0,2.03,2.03,0,2.03,4.06,-,-,4.78,0.89,0.05,-,2004,92,40,61.5,3.3,3.3,6.61,2003,6.32,32.2,32.2,64.3
2003,1.5,0,1.5,2.5,0,2.5,4,-,-,4.3,0.9,0.05,-,2003,122,70.5,85.2,1.76,2.94,4.7,2002,7.57,19.8,33,52.8
2002,0,0,0,3,0,3,3,-,-,0,0,0,-,2002,123,84,101,0,2.98,2.98,2001,9.48,0,31.6,31.6
2001,1,0,1,7,0,7,8,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,22.76,4.4,30.8,35.1
2000,0,0,0,18.46,0,18.46,18.46,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,1.18,0,1.18,1.92,0.05,1.97,3.16,,,,,,,平均,48,26.4,36.1,4.2,1.6,5.8,平均,4.37,42.2,15.2,57.4
累計,22.5,0,22.5,36.5,1,37.5,60,,,,,,,累計,,,,,,,累計,78.7,,,
