盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.2,0,0.2,0,0,0,0.2,0.8,0,-,-,-,-,2018,76.3,35.5,51.1,0.39,0,0.39,2017,0.07,286,0,286
2017,0.5,0,0.5,0,0,0,0.5,1.62,0,-,-,-,-,2017,50.1,17.4,24.6,2.03,0,2.03,2016,0.23,217,0,217
2016,1,0,1,0,0,0,1,3.23,0,-,-,-,-,2016,24.85,16,19.5,5.12,0,5.12,2015,1.91,52.4,0,52.4
2015,0.63,0,0.63,0,0,0,0.63,2.05,0,3.66,0.9,0.27,0,2015,37.45,20.5,28,2.27,0,2.27,2014,1.25,50.7,0,50.7
2014,1,0,1,0,0,0,1,3.25,0,5.85,0.89,0.42,0,2014,48.05,28.4,38,2.63,0,2.63,2013,2.02,49.5,0,49.5
2013,1.5,0,1.5,0,0,0,1.5,4.87,0,9.01,0.92,0.63,0,2013,39.8,23.8,31.7,4.73,0,4.73,2012,3.01,49.8,0,49.8
2012,2,0,2,0,0,0,2,6.49,0,12.1,0.96,0.92,0,2012,60.8,36.9,45.1,4.44,0,4.44,2011,3.89,51.4,0,51.4
2011,2,0,2,0,0,0,2,6.49,0,9.22,0.95,0.71,0,2011,70.7,30.7,52.4,3.81,0,3.81,2010,3.04,65.8,0,65.8
2010,1.09,0,1.09,0,0,0,1.09,3.51,0,4.18,0.99,0.31,0,2010,48.85,20.75,33.2,3.29,0,3.29,2009,1.33,82,0,82
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,27.65,8,15.9,0,0,0,2008,0.05,0,0,0
2008,0.6,0,0.6,0.1,0,0.1,0.7,-,-,3.5,1.13,0.05,2.45,2008,18.15,6.35,12.1,4.97,0.83,5.8,2007,0.99,60.6,10.1,70.7
2007,1,0,1,0.5,0,0.5,1.49,-,-,5.6,0.9,0.08,-,2007,32.8,14.4,25.9,3.85,1.92,5.77,2006,2.12,47,23.5,70.5
2006,1.2,0,1.2,1.2,0,1.2,2.4,-,-,6.21,0.9,0.04,-,2006,40.4,22.7,28.6,4.19,4.19,8.38,2005,2.7,44.4,44.4,88.8
2005,1.84,0,1.84,1.84,0,1.84,3.68,-,-,8.73,0.86,0.06,-,2005,56,24.6,42.2,4.36,4.36,8.71,2004,5.15,35.7,35.7,71.4
2004,0.61,0,0.61,1.01,0,1.01,1.62,-,-,3.3,0.9,0,-,2004,69,40.4,52.9,1.15,1.92,3.06,2003,2.65,23,38.3,61.2
2003,0,0,0,0.8,0.7,1.5,1.5,-,-,1.39,1.32,0,-,2003,51.5,25,37.9,0,3.96,3.96,2002,1.54,0,97.4,97.4
2002,1,0,1,2,0,2,3,-,-,0,0,0,-,2002,74,24,42.6,2.35,4.69,7.04,2001,3.18,31.4,62.9,94.3
2001,1,0,1,3,0,3,4,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,4.67,21.4,64.2,85.7
2000,0,0,0,10,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,13.63,0,73.4,73.4
1999,0,0,0,5,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,0.86,0,0.86,1.27,0.03,1.31,2.17,,,,,,,平均,48.6,23.3,34.2,2.9,1.3,4.2,平均,2.81,61.5,23.7,85.2
累計,17.2,0,17.2,25.4,0.7,26.1,43.3,,,,,,,累計,,,,,,,累計,53.4,,,
