盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,12,0,12,0,0,0,12,92.4,0,-,-,-,-,2018,386,314,351,3.42,0,3.42,2017,28.35,42.3,0,42.3
2017,10,0,10,0,0,0,10,77,0,-,-,-,-,2017,399,212.5,318,3.14,0,3.14,2016,28.58,35,0,35
2016,10,0,10,0,0,0,10,77,0,-,-,-,-,2016,294.5,200,239,4.18,0,4.18,2015,32.61,30.7,0,30.7
2015,6,0,6,0,0,0,6,46.2,0,16.5,0.09,1.61,0,2015,402,242.5,328,1.83,0,1.83,2014,23.52,25.5,0,25.5
2014,4.9,0,4.9,0,0,0,4.9,37.6,0,12.2,0.09,1.24,0,2014,312.5,188.5,255,1.92,0,1.92,2013,18.38,26.7,0,26.7
2013,6,0,6,0,0,0,6,45,0,6.78,0.06,0.99,0,2013,201,123,153,3.91,0,3.91,2012,14.51,41.4,0,41.4
2012,5,0,5,0,0,0,5,37.5,0,3.08,0.03,1.07,0,2012,237,117.5,170,2.94,0,2.94,2011,14.93,33.5,0,33.5
2011,3.68,0,3.68,0,0,0,3.68,27.6,0,3.08,0.07,0.44,0,2011,277.5,104,170,2.16,0,2.16,2010,6.66,55.3,0,55.3
2010,2,0,2,0,0,0,2,13.3,0,3.4,0.1,0.33,0,2010,113,60,78.3,2.55,0,2.55,2009,5.01,39.9,0,39.9
2009,1,0,1,1,0,1,2,6,60,3.4,0.08,1.36,5.22,2009,100.5,54.3,79.8,1.25,1.25,2.51,2008,7.25,13.8,13.8,27.6
2008,4,0,4,1,0,1,5,-,-,3.4,0.05,0,3.96,2008,191.5,45.5,96.5,4.15,1.04,5.18,2007,13.29,30.1,7.5,37.6
2007,3,0,3,3,0,3,6,-,-,3.1,0.05,0,-,2007,382,156,267,1.12,1.12,2.25,2006,15.68,19.1,19.1,38.3
2006,1.99,0,1.99,3.97,0,3.97,5.96,-,-,3.1,0.08,0,-,2006,399.5,215,303,0.66,1.31,1.97,2005,13.93,14.3,28.5,42.8
2005,0.92,0,0.92,3.69,0,3.69,4.61,-,-,3.1,0.18,0,-,2005,330.5,94,185,0.5,1.99,2.49,2004,9.25,10,39.9,49.9
2004,3,0,3,2,0,2,5,-,-,3.1,0.32,0,-,2004,149,77.5,110,2.73,1.82,4.55,2003,6.34,47.3,31.5,78.9
2003,0.6,0,0.6,1.5,0,1.5,2.1,-,-,2.6,0.8,0,-,2003,124.5,45.8,78.2,0.77,1.92,2.68,2002,2.44,24.6,61.5,86.1
2002,0,0,0,2.5,0.5,3,3,-,-,0,0,0,-,2002,165,42,79.3,0,3.79,3.79,2001,3,0,100,100
2001,0.5,0,0.5,2,0,2,2.5,-,-,0,0,0,-,2001,74.5,24,50.3,0.99,3.97,4.97,2000,3.05,16.4,65.6,82
2000,0,0,0,5,0,5,5,-,-,0,0,0,-,2000,269,32.3,135,0,3.69,3.69,1999,6.57,0,76.1,76.1
1999,0,0,0,4,0,4,4,-,-,0,0,0,-,1999,291,133.5,233,0,1.72,1.72,1998,4.47,0,89.5,89.5
1998,0,0,0,7,0,7,7,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0,0,0,5,5,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
平均,3.24,0,3.24,1.9,0.24,2.14,5.38,,,,,,,平均,255,124,184,1.9,1.2,3.1,平均,12.9,25.3,26.7,51.9
累計,74.6,0,74.6,43.7,5.5,49.2,124,,,,,,,累計,,,,,,,累計,258,,,
